sqrt(dd),g_t,g_mn,sqrt(p),yj(mn),cs(s),log(mn_s),yj(s_h),yj(cs),asinh(mcwf),asinh(m_l),yj(mcwd_t),yj(sczfr),yj(m_f),yj(h_e)
1.053574616,1,2,1.840883003,-0.9095495535,1.168165016,-0.4107689754,2.065921992,-1.455787529,0.8482763619,-0.2005428832,-0.5308687308,-0.3580593147,0.7237119745,0.534965136
1.393748239,1,3,1.680488586,0.6421791723,-0.2916775976,0.1934139868,-0.3271758781,0.6896258097,0.9371915776,-0.09879672225,-0.3005319684,-0.4464264491,-0.6527667535,-0.07548041759
1.393748239,1,2,1.680488586,-0.77638732,0.8032043627,-0.2780213249,-0.8778895973,-0.9790290093,0.9429703817,-0.1115923077,-0.5308687308,-0.3049363078,0.4224089237,0.3429780905
1.393748239,1,2,2.080912653,-0.6305004561,2.445527303,-0.8044154,-0.5063531614,0.3831381899,0.9699588286,-0.10519666,-0.252132817,-0.3136471532,-0.3917206143,0.05331412908
1.290360128,1,3,1.503074697,1.024561663,0.98568469,0.02866672501,2.586357716,-1.694166789,0.8961526259,-0.2351010197,-0.4166806308,-0.3011954435,1.0004299,0.7495564742
1.290360128,1,2,1.94046106,-0.9005440512,2.445527303,-0.9611190099,-1.069717462,0.9961134296,0.9443326974,-0.1147884438,-0.09795036454,-0.3584675722,-0.7068049838,-0.04166902909
0.7449897201,1,2,1.789016709,-0.7502516592,1.168165016,-0.373816157,0.1797086051,0.6896258097,0.9455890068,-0.1211771838,-0.154372164,-0.3305828278,-0.5502745466,0.01585369555
1.177932241,1,3,1.372113206,1.044303696,0.98568469,0.03268740183,-0.06757920993,0.21286729,0.9282122418,-0.07636683661,-0.1050248255,-0.3513153127,-0.3421651643,0.1980190002
1.665847783,1,3,0.9702305978,0.8936449755,0.2557633826,0.1321834593,0.7086106301,0.5874632698,0.9456936463,-0.02497234673,-0.1332607563,-0.3753633053,-0.5435631977,0.06040791743
1.177932241,1,3,1.623506218,0.9925885885,0.2557633826,0.1497568336,-1.464414434,0.8939508896,0.9680048551,-0.10519666,-0.524203362,-0.4261126174,-0.7220951824,-0.2703340542
1.393748239,1,3,2.254611997,1.004635016,0.98568469,0.0246084771,0.5632784819,0.5874632698,0.9868080704,-0.1530421769,-0.01258202656,-0.5420929169,-0.6956924296,0.1396595967
1.393748239,1,3,1.227255375,1.000627149,0.07328305594,0.1838098997,2.529830156,-1.626058429,0.898969986,-0.2257017384,-0.5108537537,-0.4231144104,0.7813395973,0.6381082319
1.747155897,1,4,1.301700889,2.311662006,-2.481441518,0.9499452485,-1.265288695,1.234492689,0.927788229,-0.09239274853,0.09532818167,-0.5241108007,-0.941829292,-0.001262195767
1.290360128,1,3,1.789016709,1.151637995,1.715605996,-0.06720221278,0.5632784819,1.09827597,0.9401365822,-0.1147884438,-0.07669013231,-0.5171238574,-0.8835587279,-0.05916752622
1.393748239,1,3,1.840883003,0.9925885885,1.350645343,-0.04104756922,0.1797086051,0.24692147,0.9543506666,-0.09559522396,-0.2243305725,-0.5105115483,-0.5106992178,0.1133574512
1.747155897,1,3,1.891327491,0.8249517169,1.350645343,-0.07789210826,-0.2393732388,0.00854221013,1.005747898,-0.09559522396,-0.3005319684,-0.5200368688,-0.4031492912,0.1499467646
1.290360128,1,2,1.623506218,-0.7939035207,0.98568469,-0.3314851767,1.885953104,-1.353624989,0.8623421773,-0.2257017384,-0.4437196338,-0.4699654935,0.5013029937,0.5610504816
1.580361965,1,3,1.564449741,1.147894364,1.715605996,-0.06808052933,0.1797086051,0.3490840099,0.9448563008,-0.1784251536,0.02324231351,-0.4454336565,-0.4971135597,0.2346989923
1.177932241,1,3,1.735601145,0.9519296464,1.53312567,-0.08207791301,-1.069717462,-0.02551196985,0.9523738284,-0.117983413,-0.2243305725,-0.515957937,-0.381752033,0.2055326872
1.177932241,1,3,2.254611997,1.036428762,0.98568469,0.03108359526,0.850195036,-0.1957828698,0.9304361576,-0.09239274853,-0.1403041661,-0.5194544707,-0.2965228449,0.3197907928
1.747155897,1,3,1.94046106,1.044303696,-0.1091972708,0.2242762829,1.640050658,-1.796329329,0.8630085597,-0.2724878299,-0.5308687308,-0.4354888682,0.9125143122,0.6990873258
1.665847783,1,3,1.227255375,1.090956413,-0.2916775976,0.2654578606,-0.2393732388,0.3490840099,0.8910452787,-0.1434974196,-0.1473413085,-0.5584442256,-0.6047804164,0.1210500221
1.177932241,1,3,1.680488586,1.012628107,2.263046977,-0.1973965616,-0.5063531614,-0.6384872095,0.9107196507,-0.1307509946,-0.4369700098,-0.5312765771,-0.05849494389,0.2753794964
1.580361965,1,3,1.372113206,0.9925885885,1.350645343,-0.04104756922,-0.5976440806,-0.1617286898,0.8843887913,-0.1498620861,-0.1964241689,-0.5359164347,-0.3316259908,0.2636828558
1.489979546,1,2,1.439084465,-0.514440936,-1.204079231,0.2476038021,1.514273403,-1.489841709,0.643472055,-0.1942329494,-0.4369700098,-0.5225594149,0.5390761952,0.6005863072
1.580361965,1,3,1.988380893,0.9642100949,0.2557633826,0.1447043059,-1.464414434,0.5874632698,0.7310581589,-0.05068630807,-0.08378299955,-0.5048611853,-0.6612042185,0.06554515969
1.053574616,1,3,1.988380893,0.9642100949,0.8032043627,0.04820001576,-0.5976440806,0.1447589301,0.7632041113,-0.05068630807,-0.1824323246,-0.5461400561,-0.4965423946,0.1512716487
0.9124223677,1,3,1.735601145,0.9146491703,0.6207240361,0.07073600877,-0.5063531614,-0.6044330295,0.7050406001,-0.124369725,-0.2382447993,-0.5252738657,-0.07220788656,0.379385588
1.747155897,1,2,1.623506218,-0.8380163501,1.53312567,-0.509822194,0.1797086051,-0.4682163096,0.6956563024,-0.09879672225,-0.3349006857,-0.5561406157,-0.1856451488,0.2581550826
1.580361965,1,3,1.988380893,0.8894183948,1.168165016,-0.03122437429,0.3370611523,0.4512465499,0.7820849531,-0.08918932795,0.124322898,-0.5672602004,-0.6594117188,0.2415850029
1.747155897,1,3,2.035172725,0.9764191422,0.4382437093,0.1145179321,1.946344171,-1.285516629,0.6558119436,-0.2786842911,-0.2103903065,-0.5225594149,0.3834941125,0.6844667291
1.489979546,1,2,2.035172725,-0.954849484,1.898086323,-0.6889964171,-0.06757920993,0.4853007299,0.7618975487,-0.124369725,-0.09795036454,-0.5559485771,-0.6638173413,0.09262491032
1.489979546,1,2,1.735601145,-1.065410447,1.168165016,-0.4488155725,-1.167047502,-0.05956614983,0.7486516579,-0.08918932795,-0.524203362,-0.5561406157,-0.4052719678,-0.010792786
1.290360128,1,2,1.840883003,-0.6220873565,0.98568469,-0.2959519071,-1.769405571,1.132330149,0.7731453752,-0.09559522396,-0.02687029956,-0.5676429828,-0.9406083421,-0.05912564247
1.290360128,1,2,1.680488586,-0.882587681,1.350645343,-0.4615005537,-0.06757920993,1.06422179,0.6960277449,-0.2068449476,0.06642459992,-0.5618966944,-0.9093745952,0.005636155962
1.290360128,1,2,2.169501409,-0.6813738038,1.168165016,-0.3583506582,-0.5063531614,0.04259639011,0.7454127321,-0.1530421769,-0.3280405846,-0.5643879515,-0.4648532433,0.08818588968
1.393748239,1,2,1.372113206,-0.891556754,-0.6566382509,0.06950234247,2.472998039,-1.455787529,0.6691972624,-0.2319701528,-0.7733444795,-0.5144027387,0.5230928725,0.3113640075
1.489979546,1,2,1.439084465,-0.9185732422,1.168165016,-0.4129170837,-0.5063531614,-0.05956614983,0.7283901844,-0.1211771838,-0.3142998721,-0.5314700333,-0.3800763979,0.1300177958
1.489979546,1,2,2.376569713,-0.9095495535,0.2557633826,-0.1590948,-0.9733228674,-0.5022704896,0.7421671584,-0.1083950359,-0.4437196338,-0.5576765304,-0.1678857237,0.1987444543
1.665847783,1,2,1.503074697,-0.9095495535,1.715605996,-0.5975332921,0.5632784819,0.4512465499,0.76924749,-0.1083950359,-0.2798295327,-0.5808225891,-0.6723561252,-0.009425689972
1.393748239,1,2,1.503074697,-0.7242828528,0.4382437093,-0.1745267109,0.850195036,1.575034489,1.04175249,-0.02497234673,0.4340360712,1.450462304,0.2560876849,0.1002973043
1.177932241,1,3,1.227255375,1.028524701,-0.2916775976,0.255222306,0.850195036,0.00854221013,1.008046358,-0.06353180227,0.05200729805,1.349500074,1.179697045,0.3816799854
1.393748239,1,3,1.94046106,1.016613401,0.2557633826,0.1540412743,2.006329571,-1.557950069,0.9781548349,-0.253837841,0.0448073252,0.592831148,1.901350595,1.062216858
1.177932241,1,3,1.503074697,1.016613401,0.4382437093,0.1219129561,-0.5976440806,0.8598967096,1.018389168,-0.117983413,0.1025683556,1.238945143,0.5257164699,0.1265816213
1.290360128,1,3,0.9702305978,1.102463768,-0.4741579242,0.3013669462,-0.5063531614,-1.149299909,0.9834552832,-0.07315917285,-0.4302136593,1.167507539,2.042801313,0.4984976312
1.177932241,1,3,1.789016709,0.9437024911,0.8032043627,0.04417116638,0.4890475053,-0.9449748293,0.9677990074,-0.06353180227,-0.4437196338,1.276405207,1.937857862,0.3995629975
1.290360128,1,3,1.94046106,1.008635324,0.98568469,0.02542316621,-0.8778895973,-1.319570809,0.9586066184,-0.08277977967,-0.7410246804,1.025911426,2.085339362,0.3169066248
1.290360128,1,3,1.372113206,1.059967256,0.8032043627,0.06703468659,-0.4161837325,0.3831381899,0.9800939917,-0.09239274853,-0.37591621,0.9736039753,0.6386786147,-0.02537948039
1.489979546,1,3,1.680488586,1.098634764,0.98568469,0.04375121284,-0.2393732388,-1.047137369,0.9365596756,-0.06674162313,-0.4369700098,0.9770026274,1.768864734,0.442849648
0.9124223677,1,3,1.623506218,0.9354428114,1.350645343,-0.05359069011,-0.7834452875,0.5193549098,0.9626425011,-0.04426029381,-0.1262110982,1.055373229,0.6101637203,0.08840292201
1.053574616,1,3,1.301700889,0.9966116848,0.6207240361,0.08629293609,-1.069717462,1.813413749,0.8946332337,0.02327246602,0.124322898,0.9540962902,-0.1543158382,-0.1475210371
1.053574616,1,3,1.439084465,0.9188245725,-0.1091972708,0.2032526852,-0.8778895973,1.166384329,0.9335013487,-0.05711023182,-0.01258202656,0.9538140037,0.1641661509,-0.04238097231
0.5267872331,1,3,1.439084465,1.344990036,0.07328305594,0.24395527,-0.5063531614,0.6896258097,0.9292717,-0.09239274853,-0.1824323246,0.9668120098,0.4424927197,-0.00334913467
1.393748239,1,3,1.988380893,0.9925885885,1.53312567,-0.07279512282,-0.1528235363,0.6215174498,0.9078184203,-0.08277977967,-0.154372164,0.9696411299,0.4857183398,0.03213834943
1.665847783,1,3,1.623506218,1.12529726,-0.2916775976,0.2711110886,1.825142932,-1.592004249,0.8926773047,-0.1942329494,-0.1403041661,0.2725723852,1.590926048,0.921472859
1.053574616,1,3,1.735601145,1.012628107,0.07328305594,0.1858858732,-1.265288695,1.438817769,0.9399264359,-0.06995075751,0.1170657292,0.8413475441,-0.04681851827,-0.04548787709
1.053574616,1,3,1.564449741,0.9885578231,1.168165016,-0.01027682407,-0.5063531614,1.03016761,0.8901740886,-0.1339396613,0.08809370349,0.8580044475,0.173833257,0.04994933878
1.393748239,1,3,1.891327491,0.5985932571,1.168165016,-0.09259216471,-2.081525882,-0.09362032981,0.8920247218,-0.03783245259,-0.1262110982,1.005678288,0.9930680878,0.2868428585
1.053574616,1,3,1.227255375,1.004635016,0.6207240361,0.08781841294,0.9197166616,0.6215174498,0.8899562066,-0.2005428832,0.1972020167,0.8026595483,0.3667696925,0.2417286857
0.5267872331,1,3,1.564449741,1.094798989,1.53312567,-0.04954934881,0.3370611523,1.06422179,0.9025377012,-0.08598499428,0.1898891725,0.9262102172,0.2009187825,0.09925168558
1.053574616,1,2,1.840883003,-0.7415768239,0.6207240361,-0.2237005909,0.4890475053,0.7236799897,0.9099680619,-0.1530421769,0.2559011331,0.8388529484,0.3325376665,0.2451483509
1.177932241,1,2,1.94046106,-0.8380163501,-0.1091972708,-0.05732931014,1.123726366,0.8598967096,0.8995111353,-0.117983413,0.2706299475,0.8552251284,0.265948788,0.2083006296
1.177932241,1,2,1.503074697,-0.6984814546,1.168165016,-0.3621657085,-0.06757920993,0.07665057009,0.8895203421,-0.1275610056,-0.1684149363,0.8261188814,0.7316614997,0.1987906429
1.177932241,1,2,1.623506218,-0.8380163501,0.98568469,-0.3408420984,-0.8778895973,0.4512465499,0.924497679,-0.1498620861,-0.06959116623,0.8322057277,0.4916772624,0.140568984
1.824844822,1,2,1.301700889,-0.7242828528,0.2557633826,-0.129443233,0.9884525876,-1.387679169,0.8782501478,-0.253837841,-0.1191552111,0.8543915797,1.99014642,0.8333793867
1.489979546,1,2,1.735601145,-0.8114934756,1.53312567,-0.5023499297,-0.1528235363,0.1107047501,0.9121143771,-0.1083950359,0.0448073252,0.9004054834,0.7657755426,0.326765338
1.393748239,1,2,0.9702305978,-1.065410447,-0.1091972708,-0.09019563031,-0.1528235363,-1.251462449,0.9339235946,-0.1339396613,-0.5773531542,0.9068467365,1.902661152,0.4186589589
1.053574616,1,2,1.623506218,-0.4578146111,0.4382437093,-0.1304110838,-0.9733228674,-1.353624989,0.8946332337,-0.08598499428,-0.6366860008,0.9264912845,2.025258148,0.409016545
1.489979546,1,2,1.789016709,-0.7156637584,-0.1091972708,-0.03995555336,-0.5063531614,1.575034489,0.8866839221,-0.1211771838,0.1679837081,0.8313753402,-0.1183140989,-0.06154819663
1.177932241,1,2,1.062834353,-0.3396697268,-0.6566382509,0.1368082417,-0.8778895973,1.03016761,0.8793482893,-0.1339396613,-2.077810602,0.8644016831,0.1781277107,-1.37426517
1.393748239,1,3,1.564449741,1.016613401,-1.204079231,0.4356978992,1.640050658,-1.523895889,0.8582259672,-0.1657468921,-0.470651587,0.535849958,1.806633774,0.6171765153
1.665847783,1,2,1.564449741,-0.8026892888,0.2557633826,-0.141904004,0.4890475053,0.28097565,0.8547681554,-0.2036949129,-0.1754268134,0.9146972045,0.6619490116,0.1211455624
0.9124223677,1,2,1.439084465,-0.7502516592,-0.2916775976,-0.001003443952,-0.5063531614,0.9620592496,0.9124360374,-0.1562207326,0.01606566654,0.902085171,0.2408113784,0.0313200265
1.393748239,1,2,0.8678006488,-0.7676569277,-1.386559558,0.2677100198,0.7086106301,-0.6725413895,0.83870971,-0.09879672225,-0.2243305725,0.9588970577,1.414640777,0.4329716326
1.177932241,1,2,1.735601145,-0.891556754,0.8032043627,-0.3007018855,-0.1528235363,0.00854221013,0.8644513258,-0.1211771838,-0.1120931139,0.9428145136,0.8699852832,0.2560918733
0.7449897201,1,2,1.680488586,-0.8203160612,1.898086323,-0.6386582874,0.7798428955,1.472871949,0.8514139716,-0.1434974196,0.1679837081,0.9707731243,0.01759283927,-0.03744856554
1.580361965,1,2,2.169501409,-0.5969612767,1.898086323,-0.5632205791,-2.18707504,0.21286729,0.8933295842,-0.0603213276,-0.557468051,0.8708056046,0.6740263237,-0.1039599011
1.824844822,1,2,1.503074697,-0.77638732,-0.2916775976,-0.00452086009,1.386415255,-0.7747039294,0.880664936,-0.2225642433,-0.1754268134,0.8081710827,1.369963185,0.5153638675
1.489979546,1,2,1.680488586,-0.8203160612,1.168165016,-0.3898527935,0.1797086051,0.5534090898,0.9923772263,-0.1593977236,-0.1684149363,0.7246799645,0.3506404968,0.05524370703
1.393748239,1,2,1.503074697,-0.4179461203,1.168165016,-0.3014701442,-0.1528235363,-0.5363246696,0.9663571865,-0.1434974196,-0.3690976825,0.7105657973,1.087586935,0.2932452394
1.053574616,1,2,1.623506218,-0.6984814546,0.8032043627,-0.2629856648,-0.5976440806,1.09827597,0.9576735372,-0.10519666,0.1752800038,0.6816345847,0.01909272269,0.08765161716
0.5267872331,1,2,1.623506218,-0.7329205483,1.715605996,-0.5417646044,-0.6900195262,1.438817769,0.9835570073,-0.1275610056,-0.1403041661,0.6767824399,-0.1517345338,-0.1843864566
0.9124223677,1,2,1.564449741,-0.6305004561,0.98568469,-0.29766119,-0.2393732388,-1.387679169,0.9914675156,-0.1403129043,-0.6955512986,0.7647699504,1.901698834,0.3884615586
0.9124223677,1,2,1.147992294,-0.4578146111,-0.6566382509,0.1224015093,-2.400350139,1.438817769,1.026880176,-0.1403129043,-0.3963297066,0.6746273022,-0.1531209543,-0.3276907086
1.177932241,1,2,1.372113206,-0.6899182872,0.07328305594,-0.07995069747,1.190335127,-1.523895889,0.7921381456,-0.1625731199,-0.6169613399,0.5817020112,1.854587182,0.487256001
1.393748239,1,2,1.564449741,-0.4418091109,2.445527303,-0.7163747931,0.7086106301,-0.7406497494,0.7816157459,-0.07957371635,-0.5641024994,0.03474942403,0.6138932053,0.2036891933
1.393748239,1,2,1.503074697,-0.891556754,1.168165016,-0.4065043744,0.7086106301,-1.285516629,0.8032821048,-0.08598499428,-0.5905796879,1.418773139,2.413939921,0.4052378006
1.053574616,1,2,1.680488586,0.1006169248,2.62800763,-0.567981577,-0.8778895973,-1.489841709,0.8257799882,-0.1339396613,-0.7926733188,0.8805635108,2.12314573,0.328376423
1.290360128,1,3,1.988380893,0.8552893027,0.2557633826,0.1254056833,-0.9733228674,-1.115245729,0.7893392785,-0.0603213276,-0.7085709674,1.448648123,2.259590338,0.2380004347
1.665847783,1,3,1.789016709,0.9229915956,1.350645343,-0.05632628971,0.1797086051,-1.319570809,0.6850975856,-0.0603213276,-0.504169449,0.1342837394,1.183972762,0.4747289568
0.5267872331,1,3,1.988380893,1.110101582,1.350645343,-0.01533056371,1.386415255,-1.455787529,0.6689456711,-0.1657468921,-0.8183728463,0.3171473319,1.507149785,0.2733713332
1.053574616,1,3,2.169501409,1.052149773,-0.8391185777,0.3646121671,1.946344171,-1.081191549,-0.4296430516,-0.1689190109,0.05200729805,0.2996600403,1.150286086,0.662082605
0.7449897201,1,3,1.680488586,1.052149773,0.6207240361,0.09686043366,0.7086106301,-1.660112609,-0.3028470245,-0.2693857521,-0.04113467385,0.2775295384,1.664536569,0.8873402205
1.747155897,1,3,1.789016709,1.221586795,-1.751520212,0.5914932174,2.358387767,-1.013083189,-0.2766711302,-0.1815903667,-0.1120931139,0.9110511241,1.676406801,0.5339896513
1.665847783,1,3,1.301700889,0.9313006735,-0.8391185777,0.3464792956,0.850195036,-1.115245729,-0.2537641972,-0.340046962,-0.3486002584,0.7021684031,1.5760648,0.4090475256
1.177932241,1,3,1.840883003,1.024561663,1.168165016,-0.002674851509,-0.5976440806,0.9620592496,-0.2405289467,-0.01532444071,0.02324231351,1.463778766,0.6110539315,-0.07295920076
1.489979546,1,3,2.212466002,0.9925885885,1.168165016,-0.009425559515,-0.8778895973,-0.5022704896,-0.2254386635,-0.05068630807,-0.4031202495,0.2946767928,0.6904373075,0.134144715
1.053574616,1,3,1.789016709,1.129079693,1.350645343,-0.01118864558,-0.4161837325,-0.4001079496,-0.1940442359,-0.1211771838,-0.245192095,1.446229849,1.582954099,0.2077721088
1.393748239,1,3,1.439084465,1.008635324,0.07328305594,0.185194984,1.763899398,-1.115245729,-0.2748794712,-0.2068449476,0.008894892274,0.9625706495,1.821009525,0.6646345649
0.7449897201,1,3,1.680488586,1.000627149,1.350645343,-0.03928490566,0.01630180396,0.5534090898,-0.2841270065,-0.1498620861,0.2559011331,1.462264429,0.8714039063,0.1801022926
0.5267872331,1,3,1.439084465,1.040369853,2.08056665,-0.1573271332,-1.167047502,2.800984969,-0.3059571997,-0.01854061221,0.6990115954,0.5671641529,-0.7678008931,-0.2169247417
1.290360128,1,3,1.988380893,1.16654909,1.350645343,-0.003021464643,-0.9733228674,0.3831381899,-0.2480541862,-0.1275610056,-0.03400548273,1.454696983,0.982950325,0.06913247734
1.290360128,1,3,1.301700889,0.8030009772,0.4382437093,0.08280880292,1.946344171,-1.319570809,-0.3582285177,-0.256952346,-0.4840781347,0.954378589,2.017056417,0.3828083027
0.5267872331,1,2,1.147992294,-0.7851361911,0.4382437093,-0.1848048378,0.1797086051,0.1107047501,-0.3165987499,-0.1083950359,-0.154372164,1.412751331,1.149692003,0.07785534775
0.9124223677,1,2,1.227255375,-1.000601738,0.98568469,-0.3763015036,0.09875510344,1.132330149,-0.352545482,-0.124369725,0.0304248166,1.389009827,0.4623828024,-0.1270143451
1.177932241,1,2,1.840883003,-0.8114934756,0.98568469,-0.3352037889,-0.2393732388,-0.7065955695,-0.2997340038,-0.0603213276,-0.4840781347,1.422087079,1.836018913,0.1446633736
1.393748239,1,2,1.623506218,-0.882587681,1.350645343,-0.4615005537,0.09875510344,1.745305389,-0.3912270463,-0.1147884438,0.4190775946,1.442905906,0.1640445793,-0.09380542973
1.899358712,1,2,2.035172725,-0.8736368514,-0.4741579242,0.02696260902,1.763899398,-0.1957828698,-0.3922339282,-0.1657468921,0.03761315929,1.384210114,1.365401492,0.297429461
1.177932241,1,2,1.680488586,-0.9822467054,0.2557633826,-0.1709453991,-0.9733228674,0.4512465499,-0.3634645677,-0.1562207326,-0.2243305725,1.305143311,0.8312709484,-0.07733643272
1.290360128,1,2,1.564449741,-0.7242828528,-0.8391185777,0.1342444607,0.1797086051,1.779359569,-0.3643363186,-0.10519666,0.3743248212,1.378514266,0.1098717847,-0.12275346
1.824844822,1,2,1.564449741,-0.5062938334,-0.8391185777,0.1596476354,1.056443475,0.7236799897,-0.3887801905,-0.0603213276,0.4340360712,1.190267532,0.5760243452,0.2142208277
1.177932241,1,2,2.125668581,-0.8203160612,0.07328305594,-0.09948147782,1.123726366,0.1107047501,-0.3566267266,-0.03783245259,-0.1262110982,1.371924245,1.119761252,0.09163368636
1.290360128,1,2,1.94046106,-1.084088371,0.2557633826,-0.1877866835,0.01630180396,0.24692147,-0.3608477283,-0.03461792942,-0.09086974975,1.196115056,0.8930627216,0.06825278332
1.580361965,1,3,1.503074697,1.012628107,0.2557633826,0.1533301296,0.9884525876,-1.489841709,-0.4034277422,-0.1466804903,-0.04825785545,0.4317620761,1.66267482,0.7848437916
0.5267872331,1,3,1.891327491,0.9845193517,0.6207240361,0.08399462676,0.7798428955,1.540980309,-0.4354473069,-0.1657468921,0.5695639051,1.130314868,0.08171827521,0.03337755049
1.053574616,1,3,1.623506218,0.9845193517,0.98568469,0.02051194882,-1.976721157,0.5534090898,-0.4364369033,-0.1910751009,0.1534077668,1.108035655,0.6257817779,0.1067579646
1.053574616,1,3,1.623506218,1.147894364,-0.1091972708,0.2417929685,1.702207348,-1.523895889,-0.461184835,-0.2413559438,-0.2173636839,0.8510585246,2.130075963,0.6676921651
1.290360128,1,3,1.735601145,1.185047246,0.6207240361,0.122206154,0.4890475053,-0.1617286898,-0.3721700941,-0.1657468921,0.1170657292,0.8026595483,0.8811115493,0.3366956793
0.5267872331,1,3,2.080912653,1.012628107,0.8032043627,0.05771944694,-0.3271758781,0.7917883497,-0.4367195714,-0.1147884438,0.2338482656,0.7598459223,0.2379303599,0.07741301055
0.9124223677,1,3,1.439084465,0.8809391371,1.53312567,-0.09832880524,0.1797086051,0.9620592496,-0.4118631678,-0.08918932795,0.2045203483,0.67543538,0.08595994771,0.0121286767
1.290360128,1,3,1.564449741,1.056062073,0.6207240361,0.09760550612,0.1797086051,0.6215174498,-0.3733288083,-0.08277977967,0.08086493667,0.5481947307,0.1813165457,0.04975199429
1.489979546,1,3,2.125668581,1.173966955,-1.934000538,0.6322087009,1.321652074,-1.353624989,-0.4120059036,-0.2382296253,-0.4234505453,0.6619829326,1.765131745,0.4384402811
1.393748239,1,3,1.94046106,1.052149773,1.168165016,0.003147147637,0.09875510344,0.3490840099,-0.3743422904,-0.09879672225,0.03761315929,0.7065009709,0.4615843472,0.1110622761
1.580361965,1,3,1.735601145,1.12529726,-0.8391185777,0.3757166912,0.09875510344,0.3831381899,-0.3694162338,-0.08598499428,0.01606566654,0.7735341101,0.4907186512,0.08770055645
1.290360128,1,3,1.789016709,0.9519296464,2.08056665,-0.1802364269,-1.167047502,0.7236799897,-0.3702861643,-0.04426029381,-0.2659944532,0.6757047656,0.216560307,-0.1829467057
1.290360128,1,2,1.623506218,-0.6389323891,-0.2916775976,0.01391784444,0.1797086051,0.5534090898,-0.3783925387,-0.1498620861,-0.1191552111,0.7647699504,0.3799312491,-0.04656141145
1.489979546,1,2,0.8678006488,-1.197649699,-0.6566382509,0.0314851023,-2.081525882,-0.1957828698,-0.4235409696,-0.1211771838,-0.362272165,0.9425327239,1.019006025,0.0364406113
0.9124223677,1,2,1.623506218,-0.6643409737,0.6207240361,-0.2098825248,0.2591132892,0.8939508896,-0.4520750333,-0.1307509946,0.3445928338,0.8950894526,0.2741127107,0.1052667255
1.177932241,1,2,1.227255375,-0.4738973582,0.98568469,-0.2662822256,-2.400350139,1.03016761,-0.4124340634,-0.08277977967,-0.02687029956,0.9001255794,0.2020610143,-0.1355580111
1.899358712,1,2,1.623506218,-0.9457532378,-0.6566382509,0.06283307233,1.763899398,-1.489841709,-0.4389797327,-0.2755873506,-0.4031202495,0.4670724988,1.700022232,0.51184798
1.489979546,1,2,1.301700889,-0.7502516592,0.6207240361,-0.2252634265,0.4890475053,-0.2638912297,-0.3746317893,-0.05711023182,-0.3486002584,0.7491915765,0.9121338599,0.07338518439
1.747155897,1,2,1.680488586,-0.4418091109,1.168165016,-0.3064972263,0.850195036,-1.694166789,-0.4565642906,-0.1847537813,-0.2382447993,0.1000058078,1.495002456,0.7349175625
1.053574616,1,2,1.227255375,-0.9822467054,-1.021598904,0.1502947059,0.6364430592,-1.455787529,-0.4392621048,-0.2036949129,-0.8949892876,0.7519215821,1.958678115,0.1029026104
0.7449897201,1,2,1.372113206,-0.6389323891,-0.2916775976,0.01391784444,0.4890475053,-1.489841709,-0.4982278974,-0.1689190109,-0.321173639,0.5960152649,1.834654302,0.5682776063
0.7449897201,1,2,2.080912653,-0.9276150983,-0.8391185777,0.1104627789,-0.3271758781,0.3831381899,-0.4181360038,-0.1115923077,0.008894892274,0.9397155105,0.6138346966,0.07876209419
0.9124223677,1,2,1.062834353,-0.3396697268,-2.481441518,0.6385843115,-0.2393732388,1.575034489,-0.3999885431,-0.08277977967,0.1606929575,0.9012452709,-0.07510766806,-0.1811670117
1.053574616,1,2,2.125668581,-0.882587681,1.53312567,-0.5225689679,0.850195036,0.07665057009,-0.4546012957,-0.07315917285,-0.06248611943,0.8906163108,0.781723866,0.1329465919
1.393748239,1,2,1.789016709,-0.6389323891,1.168165016,-0.3489571259,0.7086106301,0.7917883497,-0.4848411957,-0.03783245259,0.2780023848,1.049642377,0.4387840308,0.09708969741
1.177932241,1,2,2.336624521,-1.046804027,-0.1091972708,-0.08747283042,1.577412132,-1.728220969,-0.4412377872,-0.2319701528,-0.1050248255,-0.09827116395,1.289430519,0.8569842142
1.393748239,1,2,1.372113206,-0.8203160612,1.350645343,-0.4455212462,0.6364430592,-1.353624989,-0.4426479989,-0.20999296,-0.3827277226,1.010517217,2.106125916,0.4661866023
1.489979546,1,2,1.301700889,-0.8114934756,-0.1091972708,-0.05354740647,0.01630180396,0.3490840099,-0.4072914339,-0.05389854771,0.008894892274,0.9419691818,0.637570794,0.09079823475
1.393748239,1,2,1.680488586,-0.2633618862,0.4382437093,-0.09881610121,-0.06757920993,0.7577341697,-0.3786816161,-0.1625731199,-0.1050248255,0.9521205453,0.3917834495,-0.09906009922
1.824844822,1,2,2.125668581,0.2010810446,1.898086323,-0.3393078142,-1.464414434,-0.2298370497,-0.4201286581,-0.04104658508,-0.1332607563,1.077194768,1.152457935,0.1980985497
2.040238541,1,2,0.9702305978,-0.882587681,-0.1091972708,-0.06370660205,1.946344171,-1.523895889,-0.07459070048,-0.2288370503,0.2927632527,0.8557808909,2.134818573,1.090323947
1.580361965,1,2,1.147992294,0.1515499416,1.53312567,-0.2662822256,-0.3271758781,-0.1276745098,0.06991537587,-0.02818784335,-0.005428971153,-0.09112871786,0.08742262335,0.2900262913
