l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_f,heat_ext
1508,8,0.021,0.753,0.025,30.12,25.10710746,38,1546,2.8,2316.55,60.95,5.76,318.81,113.8607143,20014992
1508,13,0.027,0.732,0.025,29.28,25.10710746,37,1545,2.58,2313.63,61.11,5.41,287.04,111.255814,20376085.6
1508,8,0.017,0.73,0.028,26.07142857,22.94811947,58,1566,3.27,2313.13,60.95,6.12,313.24,95.79204893,18182475.08
1508,13,0.025,0.732,0.028,26.14285714,22.94811947,47,1555,2.81,2323.53,61.05,5.85,316.58,112.6619217,20316417.12
1508,6,0.028,0.744,0.02,37.2,29.96988564,49,1557,2.82,2322.75,60.87,5.28,315.1,111.7375887,18265710.64
1508,9,0.01,0.767,0.017,45.11764706,34.09448306,64,1572,2.29,2318.91,60.63,0.38,274.34,119.7991266,1616148.629
1508,8,0.02,0.73,0.027,27.03703704,23.61991192,61,1569,2.7,2318.71,60.77,5.69,317.72,117.6740741,20523159.84
1508,10,0.02,0.723,0.028,25.82142857,22.94811947,55,1563,2.77,2318.57,60.94,6.1,286.08,103.2779783,21444679.93
1508,7,0.024,0.74,0.027,27.40740741,23.61991192,44,1552,3.22,2318.8,60.96,6.01,286.43,88.95341615,18177375.65
1508,12,0.029,0.765,0.025,30.6,25.10710746,40,1548,2.75,2322.05,60.08,5.19,318.21,115.7127273,18405834.87
1506,10,0.022,1.037,0.027,38.40740741,23.61991192,42,1548,3.06,2317.75,59.84,5.61,309.85,101.2581699,17846675
1506,10,0.027,1,0.018,55.55555556,32.58285073,49,1555,3.21,2318.1,59.95,5.34,312.88,97.47040498,16196369.72
1506,5,0.025,1.017,0.022,46.22727273,27.78715793,63,1569,2.98,2318.59,59.91,5.93,315.85,105.9899329,19378121.66
1508,9,0.019,0.739,0.026,28.42307692,24.33786233,65,1573,2.43,2320.12,60.12,6.18,315.22,129.7201646,24782318.81
1508,5,0.023,0.725,0.017,42.64705882,34.09448306,59,1567,2.29,2320.38,59.58,0.11,274.29,119.7772926,468129.0655
1508,11,0.019,0.792,0.03,26.4,21.72572514,45,1553,2.65,2318.66,60.2,6.11,312.31,117.8528302,22453378.46
1510,9,0.02,1.006,0.019,52.94736842,31.21470086,56,1566,2.33,2320.3,59.6,0.4,276.81,118.8025751,1673006.009
1508,7,0.019,0.76,0.025,30.4,25.10710746,43,1551,2.65,2317.49,60.14,5.74,317.32,119.7433962,21083037.33
1508,8,0.022,0.736,0.014,52.57142857,39.77262916,52,1560,3.24,2319.69,59.85,5.68,315.68,97.43209877,17079791.56
1508,8,0.016,0.735,0.027,27.22222222,23.61991192,36,1544,2.83,2279.49,60.24,5.77,318.04,112.3816254,19519844.76
1508,8,0.029,0.74,0.028,26.42857143,22.94811947,46,1554,2.92,2272.61,60.04,5.38,310.5,106.3356164,17586265.6
1508,5,0.014,0.745,0.027,27.59259259,23.61991192,67,1575,2.88,2277.98,60.04,5.62,298.2,103.5416667,18669944.42
1506,2,0.015,1.056,0.021,50.28571429,28.83191546,33,1539,2.8,2273.86,60.02,5.99,312.53,111.6178571,20430632.1
1506,5,0.024,1.025,0.028,36.60714286,22.94811947,67,1573,2.3,2275.89,59.5,1.08,275.12,119.6173913,4488450.887
1508,7,0.018,0.74,0.03,24.66666667,21.72572514,49,1557,2.27,2277.28,59.31,0.35,262.62,115.69163,1474714.361
1506,6,0.019,1.046,0.032,32.6875,20.64126415,31,1537,2.77,2279.81,59.97,4.84,316.77,114.3574007,16730677.86
1506,9,0.018,1.041,0.022,47.31818182,27.78715793,34,1540,2.7,2276.49,60.13,5.63,307.41,113.8555556,19936993.53
1508,5,0.021,0.744,0.032,23.25,20.64126415,37,1545,2.53,2275.92,60.19,5.03,296.57,117.2213439,19004381.79
1510,11,0.021,1.1,0.022,50,27.78715793,59,1569,2.25,2281.82,59.41,0.22,274.45,121.9777778,937067.4133
1508,11,0.037,0.739,0.028,26.39285714,22.94811947,79,1587,2.56,2274.72,59.84,0.14,287.84,112.4375,522474.75
1508,6,0.018,0.762,0.028,27.21428571,22.94811947,26,1534,2.82,2276.16,59.82,5.31,314.77,111.6205674,18001035.57
1508,10,0.024,0.733,0.025,29.32,25.10710746,66,1574,2.3,2278.82,59.78,0.36,267.96,116.5043478,1498076.452
1508,8,0.017,0.728,0.03,24.26666667,21.72572514,23,1531,3.19,2275.3,60.3,4.93,316.38,99.17868339,14768765.45
1508,9,0.02,0.77,0.017,45.29411765,34.09448306,45,1553,3.16,2270.7,59.97,5.68,315,99.6835443,17142347.85
1508,8,0.02,0.77,0.018,42.77777778,32.58285073,31,1539,3.15,2273.83,59.85,5.02,315.12,100.0380952,15219502.13
1508,6,0.026,0.738,0.023,32.08695652,26.82423957,54,1562,3.07,2274.7,59.85,5.84,316.17,102.9869707,18173889.77
1508,10,0.023,0.754,0.022,34.27272727,27.78715793,57,1565,3.19,2268.86,60.08,5.4,315.84,99.00940439,16130954.48
1508,9,0.014,0.75,0.019,39.47368421,31.21470086,40,1548,3.17,2266.62,60.23,5.73,315.63,99.56782334,17207721.43
1508,8,0.015,0.785,0.027,29.07407407,23.61991192,36,1544,3.16,2262.24,59.99,5.55,303.27,95.97151899,16687599.49
1508,12,0.021,0.791,0.023,34.39130435,26.82423957,69,1577,2.27,2264.85,59.65,0.24,272.04,119.8414097,1005713.128
1508,13,0.029,0.732,0.031,23.61290323,21.1678094,52,1560,2.58,2270.73,60.14,5.58,316.1,122.5193798,20626677.63
1508,8,0.02,0.714,0.023,31.04347826,26.82423957,27,1535,2.43,2268.26,60.07,4.37,276.24,113.6790123,17132363.8
1508,5,0.028,0.83,0.021,39.52380952,28.83191546,32,1540,2.42,2264.94,60.04,4.03,289.77,119.7396694,15841477.04
1508,7,0.014,0.775,0.016,48.4375,35.77449321,46,1554,2.93,2268.16,59.98,4.85,316.03,107.8600683,15768743.75
1506,9,0.024,1.055,0.017,62.05882353,34.09448306,81,1587,2.34,2267.26,59.56,0.48,279.61,119.491453,1953331.692
1506,8,0.019,1.036,0.017,60.94117647,34.09448306,42,1548,2.64,2264.94,60.35,5.05,308.82,116.9772727,18196733.86
1506,11,0.023,1.09,0.027,40.37037037,23.61991192,43,1549,3.04,2260.88,60.06,4.98,315.96,103.9342105,15555449.37
1506,8,0.019,1.021,0.016,63.8125,35.77449321,77,1583,2.28,2269.75,59.51,0.22,267.15,117.1710526,919846.0526
1508,9,0.024,0.748,0.028,26.71428571,22.94811947,66,1574,2.33,2270.1,59.53,0.38,277.6,119.1416309,1554969.785
1508,10,0.025,0.723,0.024,30.125,25.93359266,42,1550,2.61,2268.6,59.89,4.9,311.08,119.1877395,17888041.38
1508,9,0.015,0.71,0.017,41.76470588,34.09448306,62,1570,2.27,2266.69,59.77,1.31,267.7,117.9295154,5493977.26
1508,12,0.02,0.731,0.026,28.11538462,24.33786233,38,1546,2.33,2267.32,59.96,4.59,317.57,136.2961373,18759396.98
1508,11,0.02,0.72,0.022,32.72727273,27.78715793,48,1556,2.86,2267.76,60.18,4.71,284.03,99.31118881,15685604.31
1508,7,0.024,0.751,0.02,37.55,29.96988564,46,1554,2.91,2264.98,60.06,4.75,313.4,107.6975945,15527955.67
1508,13,0.03,0.755,0.027,27.96296296,23.61991192,64,1572,2.26,2269.09,59.59,0.47,269.85,119.4026549,1981939.673
1508,6,0.025,0.755,0.035,21.57142857,19.22466134,42,1550,3.11,2269.72,59.7,4.79,299.62,96.34083601,14682388.09
1508,11,0.026,0.747,0.023,32.47826087,26.82423957,39,1547,2.41,2266.58,59.9,4.58,284.22,117.93361,18091258.46
1508,7,0.035,0.737,0.027,27.2962963,23.61991192,20,1528,3,2267.51,59.92,4.1,311.3,103.7666667,13015507.4
1508,9,0.018,0.724,0.031,23.35483871,21.1678094,41,1549,2.98,2268.85,60.08,4.76,317.42,106.5167785,15221090.34
1508,6,0.016,0.76,0.024,31.66666667,25.93359266,84,1592,2.36,2267.44,59.41,0.21,279.36,118.3728814,847407.661
1508,13,0.024,0.763,0.028,27.25,22.94811947,63,1571,2.31,2268.98,59.58,0.21,278.66,120.6320346,866337.8182
1508,8,0.033,0.742,0.028,26.5,22.94811947,31,1539,2.35,2272.9,60.04,3.78,286.75,122.0212766,15355132.09
1508,8,0.022,0.732,0.024,30.5,25.93359266,57,1565,2.44,2271.6,60.11,3.61,295.83,121.2418033,14115573.44
1508,11,0.025,0.741,0.037,20.02702703,18.39547627,40,1548,2.54,2244.09,59.95,4.81,303.01,119.2952756,17848467
1508,10,0.015,0.742,0.018,41.22222222,32.58285073,32,1540,2.63,2244.24,60.01,4.63,312.48,118.8136882,16593722.83
1508,7,0.023,0.73,0.022,33.18181818,27.78715793,51,1559,2.35,2249.03,59.75,0.16,278.17,118.3702128,643126.8766
1506,8,0.021,0.72,0.024,30,25.93359266,30,1536,2.94,2249.27,59.98,4.64,298.09,101.3911565,14909446.86
1506,1,0.038,1.035,0.018,57.5,32.58285073,49,1555,2.91,2252.72,60.02,5.02,317.46,109.0927835,16321769.24
1506,2,0.022,1.036,0.02,51.8,29.96988564,45,1551,2.69,2251.93,60.09,4.61,284.31,105.6914498,16208873.11
1506,8,0.018,1.05,0.017,61.76470588,34.09448306,46,1552,2.58,2251.35,60.01,5.07,272.57,105.6472868,18581491.05
1506,5,0.028,1.03,0.022,46.81818182,27.78715793,44,1550,2.75,2244.04,60.16,5.58,310.31,112.84,19124116.89
1506,6,0.021,1.01,0.024,42.08333333,25.93359266,39,1545,2.69,2250.5,60.13,5.64,318.39,118.3605948,19817785.87
1508,13,0.03,0.72,0.02,36,29.96988564,38,1546,3.27,2246.99,60.01,6.05,316.22,96.70336391,17460555.32
1506,15,0.038,1,0.024,41.66666667,25.93359266,53,1559,2.08,2250.76,60.06,4.95,251.53,120.9278846,22496779.04
1508,14,0.029,0.7,0.029,24.13793103,22.31802259,55,1563,2.61,2251.5,59.94,5.44,319.3,122.3371648,19709682.76
1508,15,0.035,0.746,0.023,32.43478261,26.82423957,38,1546,2.58,2252.29,59.75,4.87,304.75,118.120155,17855945.6
1506,15,0.023,1.04,0.015,69.33333333,37.65403131,41,1547,2.38,2246.67,60.09,5.04,284.48,119.5294118,19982147.29
1506,12,0.023,1.05,0.02,52.5,29.96988564,77,1583,2.34,2250.73,59.57,0.23,280.27,119.7735043,929147.5128
1508,15,0.025,0.785,0.023,34.13043478,26.82423957,63,1571,2.5,2245.04,60.11,5.6,288.5,115.4,21121336.32
1506,8,0.016,1.08,0.013,83.07692308,42.18126779,46,1552,2.92,2246.56,60.09,5.52,318.15,108.9554795,17837070.9
1506,6,0.023,1.025,0.017,60.29411765,34.09448306,49,1555,2.81,2247.65,60.27,5.44,298.43,106.202847,18275554.16
1506,8,0.021,1.134,0.019,59.68421053,31.21470086,40,1546,2.84,2249.77,60.15,5.08,304.09,107.0739437,16901793.21
1506,4,0.019,1.052,0.024,43.83333333,25.93359266,44,1550,2.85,2247.41,60.17,5.45,311,109.122807,18050250.84
1506,12,0.019,1.02,0.019,53.68421053,31.21470086,63,1569,2.31,2313.86,59.65,0.12,278.77,120.6796537,504842.1818
1508,10,0.03,0.79,0.025,31.6,25.10710746,42,1550,2.92,2316.08,59.96,5.39,281.2,96.30136986,17955965.42
1508,4,0.019,0.753,0.029,25.96551724,22.31802259,39,1547,2.96,2326.88,60.04,5.52,293.15,99.03716216,18225130.38
1508,13,0.022,0.72,0.022,32.72727273,27.78715793,74,1582,2.34,2324.28,59.62,0.32,278.23,118.9017094,1334971.077
1508,9,0.025,0.77,0.02,38.5,29.96988564,62,1570,2.29,2317.21,59.84,0.35,271.34,118.489083,1487466.681
1508,12,0.019,0.789,0.022,35.86363636,27.78715793,54,1562,2.56,2328.37,60.06,5.85,307.79,120.2304688,22346894.88
1508,12,0.018,0.726,0.023,31.56521739,26.82423957,39,1547,2.41,2327.18,60.01,5.42,292.77,121.4813278,21981711.83
1508,14,0.016,0.789,0.018,43.83333333,32.58285073,66,1574,2.3,2328.52,59.61,0.18,277.2,120.5217391,765374.4
1510,7,0.016,1.015,0.025,40.6,25.10710746,35,1545,2.51,2328.52,59.99,3.96,303.82,121.0438247,15429460.02
1508,7,0.016,0.72,0.026,27.69230769,24.33786233,51,1559,2.75,2325.77,60,5.96,316.06,114.9309091,21170427.14
1508,7,0.02,0.74,0.022,33.63636364,27.78715793,58,1566,2.77,2327.81,60.01,5.28,315.23,113.801444,18635925.83
1508,6,0.023,0.725,0.027,26.85185185,23.61991192,50,1558,2.96,2329.18,59.75,5.63,302.69,102.2601351,18606685.91
1508,9,0.023,0.74,0.032,23.125,20.64126415,53,1561,2.3,2326.94,59.49,0.12,274.27,119.2478261,509903.3739
1508,8,0.02,0.75,0.021,35.71428571,28.83191546,52,1560,2.5,2322.63,60.05,4.97,301.94,120.776,19393031.45
1508,8,0.016,0.76,0.03,25.33333333,21.72572514,43,1551,2.38,2328.21,60.14,5.1,273.25,114.8109244,20953890
1508,12,0.017,0.73,0.019,38.42105263,31.21470086,45,1553,2.38,2328.21,60,5.09,272.88,114.6554622,20912803.94
1508,10,0.017,0.735,0.019,38.68421053,31.21470086,58,1566,2.26,2326.91,59.62,1.08,270.6,119.7345133,4670293.699
1508,10,0.032,0.74,0.023,32.17391304,26.82423957,51,1559,2.55,2324,60.02,5.04,319.08,125.1294118,19291934.12
1508,13,0.02,0.728,0.02,36.4,29.96988564,28,1536,2.64,2327.69,59.89,5.34,309.71,117.3143939,19774784.59
1508,10,0.017,0.71,0.023,30.86956522,26.82423957,36,1544,2.83,2322.17,59.97,4.81,271.97,96.1024735,16576847.47
1508,7,0.025,0.705,0.027,26.11111111,23.61991192,41,1549,2.82,2324.21,59.88,4.78,315.62,111.9219858,16546397.15
1508,9,0.016,0.747,0.018,41.5,32.58285073,39,1547,2.63,2323.94,59.91,5.12,281.38,106.9885932,19001523.1
1506,12,0.017,1.038,0.02,51.9,29.96988564,74,1580,2.26,2320.42,59.8,0.19,270.49,119.6858407,819334.1416
1506,7,0.04,1.018,0.022,46.27272727,27.78715793,43,1549,2.38,2320.67,60.04,5.35,317.68,133.4789916,21909855
1506,5,0.022,1.12,0.018,62.22222222,32.58285073,22,1528,2.48,2319.56,60.01,0.82,265.57,107.0846774,3221195.419
1508,9,0.02,0.75,0.019,39.47368421,31.21470086,65,1573,2.25,2338.82,59.47,0.12,268.1,119.1555556,523895.68
1508,12,0.015,0.73,0.018,40.55555556,32.58285073,42,1550,2.53,2339.06,59.96,4.76,301.23,119.0632411,18483196.65
1508,15,0.019,0.738,0.025,29.52,25.10710746,62,1570,2.24,2336.08,59.45,0.28,270.29,120.6651786,1226442
1508,14,0.019,0.758,0.023,32.95652174,26.82423957,72,1580,2.86,2337.96,60.27,5.39,304.15,106.3461538,18505852.62
1506,15,0.021,1.01,0.017,59.41176471,34.09448306,37,1543,2.76,2333.1,60.1,5.09,282.24,102.2608696,18071381.09
1508,15,0.023,0.875,0.038,23.02631579,18.01034279,36,1544,2.29,2282.48,60.04,4.74,278.31,121.5327511,19842625.26
1508,8,0.025,0.81,0.028,28.92857143,22.94811947,48,1556,2.73,2274.47,59.82,6.48,279.29,102.3040293,22674716.31
1508,11,0.027,0.735,0.023,31.95652174,26.82423957,39,1547,2.93,2273.04,60,6.13,293.72,100.2457338,19973272.3
1508,6,0.022,0.76,0.015,50.66666667,37.65403131,43,1551,2.9,2271.16,59.78,6.06,294.62,101.5931034,19932953.21
1508,6,0.03,0.756,0.022,34.36363636,27.78715793,49,1557,2.69,2270.1,59.98,5.97,295.51,109.8550186,21160032.49
1508,14,0.022,0.745,0.022,33.86363636,27.78715793,54,1562,2.81,2271.54,59.91,5.32,292.98,104.2633452,18062380.7
1508,4,0.018,0.657,0.021,31.28571429,28.83191546,50,1558,2.85,2273.84,60.06,5.26,286.43,100.5017544,17625850.27
1508,8,0.014,0.765,0.018,42.5,32.58285073,53,1561,2.79,2270.95,59.85,6.18,278.83,99.9390681,21127160.65
1508,14,0.031,0.735,0.029,25.34482759,22.31802259,40,1548,2.95,2269.1,59.9,6.33,282.96,95.91864407,20449590.71
1508,13,0.031,0.71,0.016,44.375,35.77449321,46,1554,3.15,2291.78,60.23,5.95,315.88,100.2793651,18181454.67
1508,8,0.018,0.725,0.02,36.25,29.96988564,43,1551,2.56,2289.61,59.91,5.85,307.59,120.1523438,21974889.73
1508,8,0.022,0.744,0.015,49.6,37.65403131,33,1541,2.68,2288.43,60.14,5.67,293.5,109.5149254,20334579.11
1508,5,0.016,0.787,0.025,31.48,25.10710746,36,1544,3.09,2289.05,60.1,5.79,257.71,83.4012945,18014601.26
1508,13,0.023,0.784,0.022,35.63636364,27.78715793,41,1549,2.1,2295.67,59.89,5.78,261.32,124.4380952,26537945.2
1508,6,0.016,0.765,0.032,23.90625,20.64126415,39,1547,2.18,2294.14,60.05,6.15,250.65,114.9770642,27182401.93
1508,13,0.02,0.714,0.02,35.7,29.96988564,44,1552,2.12,2293,60.02,6.08,249.99,117.9198113,27619833.96
1508,11,0.02,0.739,0.022,33.59090909,27.78715793,27,1535,3.13,2293.31,60.11,5.47,234.31,74.85942492,16832748.86
1508,15,0.018,0.793,0.027,29.37037037,23.61991192,41,1549,2.54,2291.65,59.85,5.18,207.34,81.62992126,19628794.25
1508,15,0.023,0.74,0.023,32.17391304,26.82423957,51,1559,2.61,2290.48,60.43,5.85,200.96,76.99616858,21562104.83
1508,8,0.018,0.74,0.022,33.63636364,27.78715793,32,1540,2.83,2290.53,60,5.78,198.75,70.22968198,19648376.78
1508,15,0.026,0.72,0.025,28.8,25.10710746,38,1546,3.09,2293.14,60.2,6.1,196.53,63.60194175,19013024.85
1508,23,0.018,0.749,0.02,37.45,29.96988564,48,1556,3.11,2288.43,60.03,6.03,192.27,61.82315113,18635619.99
1508,9,0.023,0.801,0.026,30.80769231,24.33786233,70,1578,2.96,2292.54,59.98,6.39,192.57,65.05743243,20786212.34
1508,6,0.018,0.72,0.021,34.28571429,28.83191546,61,1569,2.29,2217.06,59.67,0.12,269.51,117.6899563,487946.8297
1508,12,0.024,0.8,0.025,32,25.10710746,44,1552,3.13,2219.39,59.88,5.47,317.59,101.4664537,16290180.79
1508,6,0.022,0.715,0.024,29.79166667,25.93359266,37,1545,3.04,2216.55,60.01,5.96,315.53,103.7927632,18251539.34
1508,8,0.023,0.739,0.014,52.78571429,39.77262916,87,1595,2.28,2221.69,59.63,0.26,272.79,119.6447368,1064072.579
1508,5,0.016,0.744,0.026,28.61538462,24.33786233,50,1558,2.99,2216.49,60.03,5.28,311.04,104.0267559,16439091.05
1508,8,0.025,0.93,0.026,35.76923077,24.33786233,41,1549,3.09,2220.33,60.04,5.46,302.57,97.91909385,16477866.52
1508,9,0.023,0.77,0.023,33.47826087,26.82423957,56,1564,2.91,2218.26,59.92,5.7,302.54,103.9656357,18249190.52
1508,9,0.021,0.731,0.022,33.22727273,27.78715793,57,1565,2.92,2233.54,60.14,4.74,295.01,101.0308219,15227847.37
1508,12,0.026,0.787,0.022,35.77272727,27.78715793,25,1533,2.69,2227.13,60.05,5.41,294.62,109.5241636,18812211.1
1508,8,0.015,0.8,0.033,24.24242424,20.1434254,42,1550,2.86,2232.93,60.2,4.85,287.74,100.6083916,15903770.66
1508,4,0.02,0.78,0.012,65,44.94691449,53,1561,2.72,2235.19,60.15,5.32,295,108.4558824,18361428.44
1508,4,0.019,0.756,0.019,39.78947368,31.21470086,36,1544,2.67,2234.01,60.19,4.66,296.02,110.8689139,16376046.34
1508,7,0.032,0.733,0.028,26.17857143,22.94811947,51,1559,2.91,2234.16,59.85,5.26,292.26,100.4329897,16961189.94
1508,9,0.023,0.735,0.032,22.96875,20.64126415,30,1538,2.9,2234.82,60.02,5.11,293.05,101.0517241,16539209.26
1508,12,0.019,0.76,0.02,38,29.96988564,37,1545,2.84,2235.46,59.98,4.31,282.85,99.59507042,14248696.1
1508,5,0.014,0.75,0.022,34.09090909,27.78715793,48,1556,2.86,2235.48,60.17,3.96,265.97,92.9965035,13000176
1508,3,0.023,0.72,0.035,20.57142857,19.22466134,46,1554,2.6,2228.7,60.09,4.77,223.18,85.83846154,17172990.69
1508,7,0.025,0.742,0.024,30.91666667,25.93359266,50,1558,2.9,2236.16,59.87,4.52,223.06,76.91724138,14638366.01
1508,14,0.023,0.722,0.024,30.08333333,25.93359266,89,1597,2.32,2238.69,59.83,0.17,224.47,96.75431034,688976.1466
1508,7,0.018,0.744,0.024,31,25.93359266,48,1556,2.78,2237.64,60,4.5,212.02,76.26618705,15212732.37
1508,7,0.018,0.75,0.02,37.5,29.96988564,65,1573,2.27,2248.93,59.73,0.13,214.78,94.61674009,540932.0617
1508,6,0.02,0.75,0.032,23.4375,20.64126415,39,1547,3.24,2252.39,59.94,4.32,204.65,63.16358025,12613384
1508,8,0.016,0.75,0.022,34.09090909,27.78715793,73,1581,2.25,2243.35,59.61,0.11,269.57,119.8088889,460634.5333
1508,7,0.025,0.764,0.023,33.2173913,26.82423957,33,1541,2.89,2246.74,59.9,5.42,290.08,100.3737024,17697158.95
1508,8,0.017,0.826,0.025,33.04,25.10710746,51,1559,2.94,2249.79,60.21,5.4,264.14,89.84353741,17355522.86
1508,6,0.017,0.709,0.024,29.54166667,25.93359266,52,1560,3.13,2249.86,60.03,4.64,255.19,81.53035144,14008074.02
1508,7,0.024,0.768,0.03,25.6,21.72572514,51,1559,3.09,2250.15,60.08,5.66,257.44,83.31391586,17310862.72
1508,12,0.018,0.76,0.022,34.54545455,27.78715793,45,1553,2.7,2249.9,60.17,5.53,256.91,95.15185185,19354139.78
1508,8,0.035,0.78,0.015,52,37.65403131,39,1547,2.75,2249.96,59.97,6.09,231.19,84.06909091,20927082.5
1506,9,0.02,1.047,0.033,31.72727273,20.1434254,33,1539,2.42,2265.18,59.77,5.05,294.64,121.7520661,19853085.87
1508,9,0.021,0.9,0.028,32.14285714,22.94811947,25,1533,2.36,2261.65,60.03,4.77,255.5,108.2627119,19199108.52
1508,3,0.021,0.82,0.031,26.4516129,21.1678094,52,1560,2.86,2265.9,59.98,5.2,220.36,77.04895105,17303236.36
1506,13,0.035,1.035,0.02,51.75,29.96988564,43,1549,2.8,2266.28,60.2,5.96,219.58,78.42142857,20260543.2
1506,9,0.023,1.048,0.033,31.75757576,20.1434254,42,1548,3.12,2264.47,60.16,6.08,203.47,65.21474359,18533816
1506,10,0.026,1.043,0.03,34.76666667,21.72572514,40,1546,2.56,2265.34,60.03,5.65,203.31,79.41796875,20998639.92
1506,6,0.024,1.066,0.04,26.65,17.29210593,43,1549,2.85,2266.2,59.96,5.64,195.52,68.60350877,18835700.21
1506,8,0.022,1.03,0.025,41.2,25.10710746,44,1550,3.16,2266.45,59.82,5.91,181.28,57.36708861,17803108.2
1506,9,0.02,1.04,0.023,45.2173913,26.82423957,42,1548,2.81,2264.85,59.91,6.39,181.27,64.5088968,21631332.49
1506,6,0.034,1.033,0.035,29.51428571,19.22466134,32,1538,3.14,2264.84,59.98,5.61,180.55,57.5,16994955.44
1508,5,0.022,0.77,0.028,27.5,22.94811947,38,1546,3.13,2264.5,60.28,5.74,182.9,58.43450479,17441714.38
1508,7,0.02,0.748,0.02,37.4,29.96988564,55,1563,2.38,2265.55,59.94,5.7,180.76,75.94957983,22788767.65
1508,3,0.029,0.739,0.028,26.39285714,22.94811947,43,1551,2.7,2261.75,59.97,5.83,249.14,92.27407407,20511559.44
1510,3,0.025,1.065,0.024,44.375,25.93359266,38,1548,2.64,2259.92,60.11,4.86,245.64,93.04545455,17473290.55
1508,9,0.028,0.72,0.027,26.66666667,23.61991192,38,1546,3.04,2307.73,59.82,5.45,239.71,78.85197368,17376295.95
1508,7,0.022,0.756,0.022,34.36363636,27.78715793,46,1554,3.06,2261.09,60.16,5.63,217.77,71.16666667,17472462.14
1508,9,0.02,0.79,0.026,30.38461538,24.33786233,37,1545,3.21,2264.17,59.74,5.27,213.66,66.56074766,15612192.77
1508,4,0.024,0.728,0.027,26.96296296,23.61991192,42,1550,2.57,2259.63,59.7,6.47,205.36,79.90661479,23892290.12
1508,6,0.023,0.75,0.022,34.09090909,27.78715793,60,1568,2.23,2259.3,59.39,0.29,261.99,117.4843049,1234003.318
1506,8,0.032,1.029,0.03,34.3,21.72572514,37,1543,3.05,2260.26,60.21,5.54,317.83,104.2065574,17243190.06
1506,3,0.021,1.062,0.032,33.1875,20.64126415,36,1542,3.22,2259.71,59.96,5.82,315.87,98.09627329,17154146.35
1506,4,0.017,1.052,0.02,52.6,29.96988564,35,1541,3.1,2263.52,59.88,5.99,316.41,102.0677419,18369560.05
1506,10,0.023,1.005,0.018,55.83333333,32.58285073,73,1579,2.33,2260.28,59.54,0.3,278.6,119.5708155,1222297.339
1506,8,0.029,1.02,0.024,42.5,25.93359266,72,1578,2.47,2258.22,60,0.14,277.56,112.3724696,537584.3563
1506,10,0.02,1.045,0.023,45.43478261,26.82423957,57,1563,2.8,2263.08,60.1,5.47,295.25,105.4464286,18568571.4
1506,7,0.019,1.029,0.03,34.3,21.72572514,41,1547,2.81,2259.97,60.03,5,301.53,107.3060498,16889455.52
1506,8,0.021,1,0.021,47.61904762,28.83191546,43,1549,2.84,2260.28,60.13,5.58,317.14,111.6690141,18652085.24
1506,6,0.025,1.036,0.021,49.33333333,28.83191546,39,1545,2.52,2259.78,60.01,5.08,302.7,120.1190476,19132804
1506,8,0.029,1.05,0.019,55.26315789,31.21470086,44,1550,2.39,2259.36,60,5.15,298.75,125,20447680.67
1508,11,0.038,0.747,0.025,29.88,25.10710746,60,1568,2.2,2258.58,59.52,0.23,266.72,121.2363636,991721.9455
1506,7,0.023,1.04,0.021,49.52380952,28.83191546,39,1545,3.14,2258.69,59.87,4.92,303.59,96.68471338,14864194.32
1508,5,0.027,0.726,0.023,31.56521739,26.82423957,48,1556,2.84,2260.04,59.79,5.23,296.01,104.2288732,17480295.3
1508,7,0.024,0.91,0.026,35,24.33786233,52,1560,3.22,2264.58,60.07,5.47,318.33,98.86024845,16157286
1508,9,0.022,0.77,0.022,35,27.78715793,54,1562,2.55,2254.65,59.96,5.14,287.07,112.5764706,19087601.65
1508,6,0.022,0.786,0.024,32.75,25.93359266,59,1567,2.65,2261.17,60.17,4.53,299.4,112.9811321,16234347.33
1508,5,0.025,0.73,0.019,38.42105263,31.21470086,56,1564,2.71,2254.71,59.86,5.05,318.85,117.6568266,17646641.73
1508,7,0.03,0.71,0.012,59.16666667,44.94691449,55,1563,2.89,2255.19,59.89,5.38,317.1,109.7231834,17632620.5
1508,7,0.028,0.77,0.02,38.5,29.96988564,47,1555,2.86,2259.06,59.71,5.79,317.9,111.1538462,19208329.05
1508,8,0.02,0.722,0.029,24.89655172,22.31802259,53,1561,3.07,2260.83,60.1,5.96,303.39,98.82410423,18434233.41
1508,6,0.028,0.755,0.02,37.75,29.96988564,70,1578,2.41,2246.71,59.57,0.19,295.96,122.8049793,743931.361
1508,9,0.028,0.715,0.03,23.83333333,21.72572514,49,1557,2.83,2246.59,60.28,5.42,313.98,110.9469965,18071157.16
1508,8,0.016,0.76,0.017,44.70588235,34.09448306,55,1563,3.14,2246.96,59.89,5.56,296.94,94.56687898,16710512.71
1508,5,0.018,0.72,0.012,60,44.94691449,40,1548,2.66,2238.29,59.99,5.22,293.47,110.3270677,18448221.79
1508,4,0.023,0.738,0.023,32.08695652,26.82423957,71,1579,2.37,2237.19,59.59,0.12,265.98,112.2278481,475756.8608
1508,4,0.017,0.76,0.025,30.4,25.10710746,64,1572,2.29,2224.72,59.41,0.15,296.26,129.371179,612040.8734
1508,6,0.026,0.755,0.022,34.31818182,27.78715793,34,1542,2.11,2228.74,60,5.36,319.92,151.6208531,23778860.13
