grade,grade,seq_no,dd,p,mn,s,mn_s,mn_s_t,l_temp,s_temp,super_heat,tt,f_temp,cs,mcwf,mould_level,mcwd_temp,new_var,sczfr,m_factor
2,909,S05,17,0.017,1.1,0.024,45.83333333,25.93359266,1506,1542,36,1542,1547,3.02,2250.98,61.93,5.16,16153390.25,294.89,291.87
2,909,S10,15,0.028,1.039,0.024,43.29166667,25.93359266,1506,1548,42,1548,1538,2.96,2254.61,62.19,5.05,16155499.36,303.03,300.07
2,909,S15,17,0.023,1.015,0.022,46.13636364,27.78715793,1506,1564,58,1564,1553,2.99,2253.22,62.11,4.93,15603736.9,306.53,303.54
2,909,S21,16,0.028,1.056,0.027,39.11111111,23.61991192,1506,NA,36,1542,1542,2.5,2253.88,62.19,0.01,37865.184,314.68,312.18
2,909,S25,15,0.031,1.048,0.019,55.15789474,31.21470086,1506,1561,55,1561,1561,2.53,2255.28,61.99,5.15,19281306.88,299,296.47
2,909,M,7,0.019,1.012,0.02,50.6,29.96988564,1506,1567,61,1567,1581,2.31,2236.83,61.67,0.02,81339.27273,289.4,287.09
2,909,S05,7,0.02,1.064,0.017,62.58823529,34.09448306,1506,1553,47,1553,1553,2.35,2235.29,61.85,4.55,18177188.04,299.8,297.45
2,909,S10,15,0.022,1.197,0.025,47.88,25.10710746,1506,NA,45,1551,1551,2.38,2233.99,61.88,4.36,17188581.88,305.35,302.97
2,909,S20,17,0.04,1.047,0.015,69.8,37.65403131,1506,1561,55,1561,1561,2.79,2236.72,61.98,4.7,15825395.27,450.03,447.24
2,909,M,13,0.029,1.022,0.023,44.43478261,26.82423957,1506,NA,79,1585,1585,2.34,2232.36,61.73,0.04,160272,272.17,269.83
2,909,S03,16,0.027,1.043,0.025,41.72,25.10710746,1506,1562,56,1562,1563,2.41,2234.78,62.06,4.12,16045905.86,305.75,303.34
2,909,S13,15,0.02,1.075,0.024,44.79166667,25.93359266,1506,NA,33,1539,1539,2.55,2236.92,62.02,4.75,17500609.41,302.58,300.03
2,980,S18,13,0.027,0.971,0.022,44.13636364,27.78715793,1508,1547,39,1547,1551,2.53,2235.37,62.16,5.19,19259523.82,316.93,314.4
2,909,S28,10,0.024,1.1,0.023,47.82608696,26.82423957,1506,1545,39,1545,1545,2.44,2236.79,61.93,5.2,20021103.93,313.33,310.89
2,909,M,16,0.025,1.009,0.024,42.04166667,25.93359266,1506,1588,82,1588,1585,2.2,2233.64,61.43,0.12,511706.6182,299.25,297.05
2,909,S05,6,0.018,1.044,0.026,40.15384615,24.33786233,1506,1548,42,1548,1546,2.83,2234.21,61.96,5.12,16976838.11,272.3,269.47
2,980,S10,13,0.021,0.761,0.019,40.05263158,31.21470086,1508,1544,36,1544,1544,2.99,2235.61,62.2,5.05,15858624.78,319.19,316.2
2,980,S15,6,0.032,0.757,0.03,25.23333333,21.72572514,1508,1556,48,1556,1542,2.92,2236.12,61.92,4.86,15631397.75,357.26,354.34
2,980,S25,16,0.025,0.727,0.026,27.96153846,24.33786233,1508,1541,33,1541,1520,2.87,2234.62,62.1,4.69,15337123.61,272.29,269.42
2,980,M,3,0.028,0.745,0.019,39.21052632,31.21470086,1508,NA,81,1589,1589,2.35,2299.16,61.44,0.61,2506573.583,298.45,296.1
2,980,S10,4,0.036,0.779,0.026,29.96153846,24.33786233,1508,1540,32,1540,1529,2.69,2319.83,61.94,4.54,16444058.9,310.01,307.32
2,980,S20,4,0.034,0.794,0.013,61.07692308,42.18126779,1508,NA,51,1559,1559,2.53,2320.61,62.12,4.43,17066114.49,303.47,300.94
2,980,S05,7,0.026,0.76,0.028,27.14285714,22.94811947,1508,1561,53,1561,1559,2.89,2234.45,61.97,3.74,12144892.94,319.29,316.4
2,909,S10,6,0.024,1.023,0.018,56.83333333,32.58285073,1506,1550,44,1550,1554,2.82,2232.19,61.83,5.06,16822163.79,270.03,267.21
2,909,S20,6,0.023,1.026,0.028,36.64285714,22.94811947,1506,1552,46,1552,1553,2.76,2240.68,62.12,5.37,18310252.43,299.67,296.91
2,976,M,4,0.019,1.037,0.017,61,34.09448306,1510,1590,80,1590,1590,2.26,2238.07,61.65,0.1,415924.5133,298.37,296.11
2,909,M,11,0.022,1.12,0.025,44.8,25.10710746,1506,NA,85,1591,1591,2.26,2241.81,61.49,0.3,1249858.673,254.99,252.73
2,909,S05,6,0.027,1.067,0.025,42.68,25.10710746,1506,1550,44,1550,1550,2.98,2243.72,61.91,5.41,17107988.54,371.28,368.3
2,909,S09,5,0.019,1.053,0.016,65.8125,35.77449321,1506,1524,18,1524,1536,2.69,2242.04,61.95,0.01,35005.829,264.07,261.38
2,909,S14,5,0.022,1.045,0.019,55,31.21470086,1506,NA,52,1558,1558,2.97,2242.67,61.9,5.44,17252701.74,284.45,281.48
2,909,S19,8,0.021,1.025,0.03,34.16666667,21.72572514,1506,NA,52,1558,1558,2.91,2246.25,61.97,5,16210051.55,303.27,300.36
2,909,S23,9,0.021,1.022,0.023,44.43478261,26.82423957,1506,1554,48,1554,1554,2.78,2241.61,61.66,4.57,15476785.01,310.92,308.14
2,909,S27,6,0.017,1,0.014,71.42857143,39.77262916,1506,1559,53,1559,1559,3.06,2241.13,62.09,4.82,14826612.98,317.43,314.37
2,909,S20,9,0.019,1.047,0.02,52.35,29.96988564,1506,1555,49,1555,1561,2.61,2242.38,62.13,4.76,17176115.31,299.92,297.31
2,909,S25,5,0.018,1.015,0.015,67.66666667,37.65403131,1506,NA,45,1551,1551,2.8,2242.89,61.86,4.71,15846017.85,309.25,306.45
2,909,M,4,0.024,1.048,0.016,65.5,35.77449321,1506,1587,81,1587,1587,2.33,2248.29,61.42,0.08,324216.927,300.59,298.26
2,909,S06,5,0.02,1.017,0.022,46.22727273,27.78715793,1506,NA,64,1570,1570,2.84,2252.42,61.99,5.12,17054943.55,147.18,144.34
2,909,S10,9,0.026,1.015,0.016,63.4375,35.77449321,1506,1550,44,1550,1549,3.01,2248.7,61.98,5.21,16347526.05,449.77,446.76
2,909,S15,13,0.017,1.024,0.026,39.38461538,24.33786233,1506,1544,38,1544,1546,2.97,2249.57,61.97,4.94,15715177.9,286.69,283.72
2,909,S19,9,0.023,1.087,0.025,43.48,25.10710746,1506,1553,47,1553,1546,2.99,2250.94,62.09,5.42,17137256.91,270.23,267.24
2,909,S24,9,0.032,1.03,0.022,46.81818182,27.78715793,1506,1564,58,1564,1564,2.88,2249.95,62.03,4.59,15060602.81,293.35,290.47
2,909,M,8,0.031,1.048,0.02,52.4,29.96988564,1506,1566,60,1566,1581,2.28,2249.92,61.45,3.7,15334981.05,301.08,298.8
2,909,S05,6,0.034,1.029,0.021,49,28.83191546,1506,1558,52,1558,1553,2.91,2250.27,62.02,5.42,17603143.05,289.29,286.38
2,980,S20,8,0.019,0.715,0.017,42.05882353,34.09448306,1508,1550,42,1550,1541,3.02,2251.93,62.06,4.74,14844841.87,303.81,300.79
2,909,S24,8,0.018,1.046,0.017,61.52941176,34.09448306,1506,1542,36,1542,1699,3.13,2247.47,62.26,6.8,20507266.2,313.89,310.76
2,1116,S05,10,0.022,1.33,0.027,49.25925926,23.61991192,1502,1553,51,1553,1519,2.9,2252.16,62.09,4.62,15069280.22,312.92,310.02
2,909,M,12,0.03,1.027,0.014,73.35714286,39.77262916,1506,1586,80,1586,1586,2.26,2250.07,61.51,0.27,1129017.425,249.05,246.79
2,909,S05,8,0.028,1.055,0.021,50.23809524,28.83191546,1506,1548,42,1548,1539,2.56,2251.89,61.86,4.56,16846952.06,292.7,290.14
2,1116,S10,10,0.034,1.387,0.018,77.05555556,32.58285073,1502,1562,60,1562,1562,2.4,2251.82,62.07,5.02,19782238.7,296.48,294.08
2,909,S20,6,0.022,1.02,0.02,51,29.96988564,1506,1547,41,1547,1559,3,2251.45,61.98,4.84,15255825.2,292.14,289.14
2,909,S25,10,0.019,1.026,0.018,57,32.58285073,1506,1558,52,1558,1558,2.87,2249.32,62.03,5.07,16688857.17,292.56,289.69
2,980,S05,6,0.02,0.722,0.027,26.74074074,23.61991192,1508,1539,31,1539,1554,2.75,2248.84,62.11,4.18,14356594.56,319.3,316.55
2,980,S20,8,0.02,0.745,0.019,39.21052632,31.21470086,1508,1553,45,1553,1553,2.79,2250.49,62.01,4.95,16769780.32,276.29,273.5
2,980,S25,6,0.022,0.745,0.024,31.04166667,25.93359266,1508,1561,53,1561,1555,2.84,2248.16,61.89,4.89,16257996.51,316.02,313.18
2,980,M,10,0.016,0.752,0.014,53.71428571,39.77262916,1508,NA,80,1588,1588,2.34,2244.76,61.66,0.3,1208716.923,291.36,289.02
2,980,S05,9,0.019,0.739,0.015,49.26666667,37.65403131,1508,1556,48,1556,1556,2.79,2244.15,62.02,5.06,17094149.03,289.79,287
2,980,S10,13,0.02,0.748,0.028,26.71428571,22.94811947,1508,1564,56,1564,1564,2.83,2246.14,62.02,4.58,15267402.49,319.5,316.67
2,980,S15,8,0.022,0.838,0.027,31.03703704,23.61991192,1508,1561,53,1561,1550,2.72,2247.96,61.79,4.72,16383661.41,312.25,309.53
2,980,S20,8,0.018,0.776,0.019,40.84210526,31.21470086,1508,1563,55,1563,1553,2.93,2244.66,62.02,5.01,16120182.84,295.28,292.35
2,980,S30,14,0.026,0.72,0.023,31.30434783,26.82423957,1508,1557,49,1557,1557,3.06,2241.24,61.97,4.71,14488957.41,298.88,295.82
2,980,S05,8,0.02,0.753,0.019,39.63157895,31.21470086,1508,1562,54,1562,1557,2.92,2246.3,62.06,4.78,15444081.78,287.85,284.93
2,980,S10,6,0.017,0.751,0.027,27.81481481,23.61991192,1508,NA,34,1542,1542,2.91,2245.87,62.1,4.53,14683822.21,319.01,316.1
2,980,S19,15,0.019,0.728,0.02,36.4,29.96988564,1508,1559,51,1559,1559,2.88,2246.18,61.94,5.29,17328342.79,313.92,311.04
2,980,S25,10,0.022,0.742,0.026,28.53846154,24.33786233,1508,1555,47,1555,1555,2.9,2245.31,62.22,5.28,17169653.3,277.13,274.23
2,980,S30,7,0.021,0.777,0.019,40.89473684,31.21470086,1508,1560,52,1560,1554,3.05,2244.21,62.03,5.23,16162726.84,318.09,315.04
2,1116,S14,6,0.026,1.351,0.018,75.05555556,32.58285073,1502,1551,49,1551,1551,2.87,2248.72,61.97,5.28,17375475.51,288.17,285.3
2,980,S19,7,0.026,0.759,0.018,42.16666667,32.58285073,1508,1556,48,1556,1556,2.82,2247.85,62.16,4.96,16605394.04,314.8,311.98
2,980,M,4,0.022,0.77,0.01,77,51.94243253,1508,1567,59,1567,1567,2.25,2243.22,61.52,0.08,334987.52,302.81,300.56
2,980,S11,11,0.017,0.75,0.018,41.66666667,32.58285073,1508,1554,46,1554,1554,3.33,2247.36,61.9,5.2,14739442.16,291.49,288.16
2,980,M,6,0.015,0.745,0.016,46.5625,35.77449321,1508,NA,68,1576,1576,2.35,2235.83,61.54,0.25,998987.8723,294.89,292.54
2,980,S05,9,0.02,0.708,0.026,27.23076923,24.33786233,1508,NA,34,1542,1542,2.56,2236.11,61.85,4.3,15775057.27,267.14,264.58
2,980,S14,8,0.019,0.757,0.016,47.3125,35.77449321,1508,NA,44,1552,1552,2.57,2232.43,62.19,0.01,36483.29183,305.04,302.47
2,980,M,8,0.019,0.725,0.018,40.27777778,32.58285073,1508,1588,80,1588,1577,2.38,2233.78,61.57,0.11,433616.1176,297.63,295.25
2,980,S05,11,0.015,0.798,0.016,49.875,35.77449321,1508,1566,58,1566,1566,2.39,2236.5,61.86,4.46,17528919.67,318.58,316.19
2,909,S05,5,0.03,1.037,0.02,51.85,29.96988564,1506,NA,53,1559,1559,2.73,2234.63,61.95,5.35,18392723.85,314.05,311.32
2,909,S10,7,0.021,1.038,0.019,54.63157895,31.21470086,1506,1566,60,1566,1559,2.64,2233.96,62.08,5.37,19085126.45,315.14,312.5
2,909,S15,10,0.022,1.028,0.022,46.72727273,27.78715793,1506,NA,50,1556,1556,2.56,2234.14,61.95,4.9,17960391.09,303.53,300.97
2,909,S20,8,0.025,1.023,0.026,39.34615385,24.33786233,1506,1569,63,1569,1569,3.1,2232.55,62.04,5.19,15698427.39,317.48,314.38
2,909,S25,8,0.02,1.085,0.027,40.18518519,23.61991192,1506,NA,64,1570,1570,2.74,2233.05,61.72,5.16,17662284.53,296.64,293.9
2,909,S19,8,0.018,1.027,0.019,54.05263158,31.21470086,1506,NA,42,1548,1548,2.97,2242.53,61.82,5.45,17283337.27,295.63,292.66
2,909,S25,7,0.026,1.119,0.021,53.28571429,28.83191546,1506,1550,44,1550,1540,3.01,2241.54,62,5.26,16451861.02,258.56,255.55
2,909,S30,6,0.031,1.049,0.023,45.60869565,26.82423957,1506,NA,41,1547,1547,2.52,2243.01,61.87,4.61,17233793.5,296.46,293.94
2,909,M,3,0.021,1.026,0.011,93.27272727,48.15942887,1506,1574,68,1574,1586,2.29,2241.1,61.5,0.04,164412.5764,299.88,297.59
2,909,S05,13,0.019,1.049,0.017,61.70588235,34.09448306,1506,1545,39,1545,1544,2.84,2243.68,62.1,4.84,16059692.62,318.4,315.56
2,909,S10,10,0.022,1.025,0.014,73.21428571,39.77262916,1506,1557,51,1557,1547,2.47,2243.16,62.16,4.42,16859118.32,318.31,315.84
2,909,S20,9,0.029,1.026,0.013,78.92307692,42.18126779,1506,1562,56,1562,1562,2.47,2241.71,62.13,0.02,76236.2915,301.85,299.38
2,909,S25,6,0.03,1.017,0.016,63.5625,35.77449321,1506,1560,54,1560,1561,3.04,2240.34,61.99,0.01,30952.06579,311.31,308.27
2,980,S10,8,0.022,0.82,0.013,63.07692308,42.18126779,1508,1565,57,1565,1538,2.4,2241.61,61.96,0.01,39228.175,301.19,298.79
2,909,S20,6,0.019,1.014,0.017,59.64705882,34.09448306,1506,1696,190,1696,1549,2.93,2239.91,61.96,0.01,32107.92491,298.75,295.82
2,909,S25,9,0.028,1.042,0.013,80.15384615,42.18126779,1506,1546,40,1546,1538,2.93,2242.98,62.04,0.01,32151.93174,289.38,286.45
2,909,M,15,0.016,1.032,0.016,64.5,35.77449321,1506,1565,59,1565,1703,2.38,2234.87,61.35,0.05,197194.4118,303.53,301.15
2,909,S05,8,0.02,1.02,0.011,92.72727273,48.15942887,1506,1552,46,1552,1552,2.88,2240.96,61.92,4.61,15065787.33,310.8,307.92
2,909,S10,10,0.026,1.051,0.023,45.69565217,26.82423957,1506,1544,38,1544,1536,2.93,2241.18,61.98,4.47,14360379.97,302.89,299.96
2,909,S15,9,0.026,1.04,0.02,52,29.96988564,1506,1554,48,1554,1557,2.96,2237.96,61.92,5.17,16417251.16,316.52,313.56
2,909,S20,9,0.024,1.061,0.02,53.05,29.96988564,1506,1554,48,1554,1554,2.53,2240.36,62.03,4.46,16587519.18,312.71,310.18
2,909,S25,8,0.018,1.038,0.017,61.05882353,34.09448306,1506,1532,26,1532,1529,2.62,2233.55,62.06,4.26,15252930,292.16,289.54
2,909,S30,2,0.022,1.06,0.014,75.71428571,39.77262916,1506,1548,42,1548,1553,3.02,2240.11,61.96,0.52,1620000.079,449.97,446.95
2,909,M,5,0.028,1.015,0.017,59.70588235,34.09448306,1506,NA,88,1594,1594,2.29,2239.03,61.51,0.04,164260.7162,243.06,240.77
2,909,M,6,0.017,1.033,0.014,73.78571429,39.77262916,1506,NA,62,1568,1568,2.35,2237.48,61.73,0.1,399890.0426,300.79,298.44
2,909,S05,8,0.018,1.026,0.018,57,32.58285073,1506,NA,38,1544,1544,2.89,2242.5,61.86,4.46,14535124.57,295.08,292.19
2,909,S10,8,0.017,1.031,0.016,64.4375,35.77449321,1506,1548,42,1548,1542,2.94,2240.57,62.14,4.58,14659729.43,317.39,314.45
2,909,S15,8,0.016,1.045,0.022,47.5,27.78715793,1506,1691,185,1691,1691,2.61,2239.98,61.93,4.87,17554234.07,180.95,178.34
2,1116,S25,8,0.017,1.313,0.021,62.52380952,28.83191546,1502,1550,48,1550,1550,2.7,2242.28,61.84,0.01,34879.91111,307.55,304.85
2,1116,S30,12,0.025,1.38,0.025,55.2,25.10710746,1502,1551,49,1551,1544,3.06,2238.66,61.76,0.02,61453.41176,449.97,446.91
2,909,S15,7,0.021,1.031,0.014,73.64285714,39.77262916,1506,NA,58,1564,1564,2.57,2224.95,62.01,4.89,17780553.74,292.78,290.21
2,909,S20,12,0.016,1.025,0.018,56.94444444,32.58285073,1506,1556,50,1556,1568,2.54,2219.21,61.97,4.61,16916670.87,303.14,300.6
2,909,S10,9,0.02,1.04,0.013,80,42.18126779,1506,1691,185,1691,1564,2.96,2223.87,62.02,4.93,15556571.7,313.4,310.44
2,980,S15,8,0.021,0.738,0.019,38.84210526,31.21470086,1508,1564,56,1564,1563,2.61,2220.19,62.06,4.57,16327328.3,305.32,302.71
2,909,S25,10,0.02,1,0.029,34.48275862,22.31802259,1506,1693,187,1693,1546,3.05,2223.03,62.09,4.87,14908149.38,300.41,297.36
2,980,M,7,0.025,0.746,0.023,32.43478261,26.82423957,1508,1574,66,1574,1583,2.31,2219.71,61.43,0.04,161433.4545,304.06,301.75
2,909,S05,12,0.02,1.039,0.026,39.96153846,24.33786233,1506,1553,47,1553,1552,2.8,2222.52,62.09,5.11,17035615.8,317.38,314.58
2,980,S10,12,0.017,0.752,0.018,41.77777778,32.58285073,1508,NA,47,1555,1555,2.79,2223.08,62.09,4.56,15260368.52,315.56,312.77
2,980,S25,9,0.021,0.78,0.024,32.5,25.93359266,1508,NA,39,1547,1547,2.84,2222.66,61.96,4.95,16270810.35,310.56,307.72
2,980,S05,5,0.018,0.726,0.018,40.33333333,32.58285073,1508,1553,45,1553,1553,2.93,2282.64,61.96,5.22,17080068.04,313.65,310.72
2,980,S10,6,0.02,0.886,0.023,38.52173913,26.82423957,1508,1551,43,1551,1546,2.54,2283.21,62.05,4.91,18537148.28,312.47,309.93
2,980,S15,8,0.017,0.74,0.024,30.83333333,25.93359266,1508,1547,39,1547,1547,2.98,2282.62,61.94,4.84,15570838.71,313.84,310.86
2,980,S20,3,0.014,0.741,0.018,41.16666667,32.58285073,1508,NA,56,1564,1564,2.67,2281.59,62.19,0.01,35890.17978,318.79,316.12
2,980,S25,7,0.029,0.757,0.025,30.28,25.10710746,1508,1552,44,1552,1553,2.67,2284.38,61.99,4.48,16098462.2,307.03,304.36
2,976,S30,6,0.02,1.03,0.019,54.21052632,31.21470086,1510,1566,56,1566,1566,2.8,2282.16,62.11,4.12,14103748.8,296.28,293.48
2,976,M,6,0.026,0.968,0.014,69.14285714,39.77262916,1510,1576,66,1576,1578,2.33,2279.06,61.58,0.14,575144.7554,305.86,303.53
2,980,S05,7,0.029,0.73,0.023,31.73913043,26.82423957,1508,1547,39,1547,1557,2.8,2287.53,62.02,5.31,18220176.45,298.94,296.14
2,980,S10,5,0.021,0.732,0.023,31.82608696,26.82423957,1508,1549,41,1549,1543,2.79,2288.59,61.99,4.65,16020130,291.34,288.55
2,980,S15,4,0.024,0.749,0.012,62.41666667,44.94691449,1508,1691,183,1691,1702,3.03,2287.55,61.98,4.61,14617670.99,280.76,277.73
2,980,S20,7,0.018,0.757,0.015,50.46666667,37.65403131,1508,1544,36,1544,1544,2.47,2286.62,61.69,4.69,18235563.06,277.74,275.27
2,909,S25,6,0.026,1.054,0.014,75.28571429,39.77262916,1506,1559,53,1559,1559,2.68,2284.39,62.18,5.11,18293872.46,217.58,214.9
2,909,M,2,0.019,1.076,0.004,269,107.4602601,1506,NA,75,1581,1581,2.32,2171.3,61.49,0.06,235848.1034,280.47,278.15
2,909,S10,6,0.025,1.041,0.015,69.4,37.65403131,1506,1565,59,1565,1564,2.94,2157.35,61.88,4.86,14978172.86,240.55,237.61
2,980,S20,8,0.016,0.958,0.012,79.83333333,44.94691449,1508,1552,44,1552,1548,2.48,2161.5,62,4.65,17021812.5,224.91,222.43
2,909,S25,8,0.024,1.027,0.015,68.46666667,37.65403131,1506,1704,198,1704,1704,3.03,2161.78,61.97,5.09,15252321.07,213.67,210.64
2,909,M,9,0.029,1.082,0.015,72.13333333,37.65403131,1506,1591,85,1591,1591,2.3,2163.39,61.55,0.26,1027139.948,297.15,294.85
2,909,S05,6,0.019,1.034,0.02,51.7,29.96988564,1506,1558,52,1558,1542,2.97,2163.15,62.05,4.67,14285530,266.45,263.48
2,909,S15,5,0.022,1.1,0.014,78.57142857,39.77262916,1506,1545,39,1545,1551,3.2,2163.12,62.03,5.37,15245940.15,248.69,245.49
2,909,S25,4,0.021,1.019,0.015,67.93333333,37.65403131,1506,1553,47,1553,1539,2.94,2165.59,61.97,4.79,14818823,248.76,245.82
2,909,S30,6,0.022,1.001,0.021,47.66666667,28.83191546,1506,1566,60,1566,1560,3.02,2164.72,61.96,5.05,15203215.63,244.96,241.94
2,909,S05,10,0.019,1.05,0.015,70,37.65403131,1506,1559,53,1559,1545,2.67,2162.77,62.09,4.31,14663094.58,319.71,317.04
2,980,M,8,0.017,0.735,0.017,43.23529412,34.09448306,1508,1555,47,1555,1703,2.34,2172.08,61.42,0.2,779721.0256,300.43,298.09
2,909,S05,6,0.038,1.07,0.024,44.58333333,25.93359266,1506,1552,46,1552,1552,2.92,2172.71,61.89,4.62,14438104.4,291.57,288.65
2,1116,M,2,0.018,1.381,0.012,115.0833333,44.94691449,1502,1583,81,1583,1583,2.49,2170.94,61.54,0.35,1281639.277,298.54,296.05
2,980,S15,9,0.022,0.766,0.017,45.05882353,34.09448306,1508,NA,45,1553,1553,2.65,2171.48,61.88,4.43,15246247.88,317.49,314.84
2,909,M,8,0.02,1.031,0.019,54.26315789,31.21470086,1506,NA,67,1573,1573,2.32,2169.79,61.61,0.47,1846192.009,304.68,302.36
2,909,S05,15,0.028,1.02,0.029,35.17241379,22.31802259,1506,1572,66,1572,1561,3.21,2170.24,62.08,4.67,13260774.88,304.24,301.03
2,909,S10,4,0.025,1.027,0.013,79,42.18126779,1506,1553,47,1553,1548,3.38,2173.25,62.02,5.24,14150557.99,317.91,314.53
2,909,S15,8,0.022,1.056,0.024,44,25.93359266,1506,1543,37,1543,1548,2.74,2174.08,62.01,4.78,15929500.03,319.47,316.73
2,909,S29,6,0.018,1.099,0.017,64.64705882,34.09448306,1506,1697,191,1697,1564,2.64,2169.44,62,4.87,16808229.45,449.97,447.33
2,909,M,5,0.016,1.03,0.013,79.23076923,42.18126779,1506,1588,82,1588,1587,2.32,2169.81,61.63,0.34,1335555.466,299.08,296.76
2,909,S05,4,0.025,1.01,0.023,43.91304348,26.82423957,1506,1550,44,1550,1548,3.33,2173.66,61.91,5.08,13927090.02,295.13,291.8
2,909,S20,5,0.015,1.024,0.014,73.14285714,39.77262916,1506,1554,48,1554,1554,2.96,2169.47,62.05,0.01,30783.02027,307.16,304.2
2,980,S25,7,0.021,0.71,0.017,41.76470588,34.09448306,1508,NA,43,1551,1551,2.82,2175.03,61.99,3.89,12601290.83,306.5,303.68
2,1116,S05,6,0.017,1.363,0.021,64.9047619,28.83191546,1502,1567,65,1567,1704,3.15,2173.84,62.04,4.03,11680766.93,295.13,291.98
2,1116,S10,6,0.016,1.316,0.017,77.41176471,34.09448306,1502,1695,193,1695,1692,2.57,2171.88,62.02,4.06,14410466.05,293.72,291.15
2,980,M,10,0.022,0.737,0.017,43.35294118,34.09448306,1508,1577,69,1577,1578,2.41,2171.22,61.67,0.12,454064.2656,280.06,277.65
2,980,S05,7,0.017,0.768,0.021,36.57142857,28.83191546,1508,1544,36,1544,1544,2.4,2178.16,62.09,4.26,16238182.8,280.66,278.26
2,980,S10,8,0.017,0.83,0.02,41.5,29.96988564,1508,1553,45,1553,1553,2.47,2186.1,62.03,4.55,16913510.53,279.39,276.92
2,976,S15,4,0.026,1.021,0.021,48.61904762,28.83191546,1510,1700,190,1700,1555,3.04,2173.76,61.95,4.68,14055074.53,279.34,276.3
2,980,S20,9,0.02,0.76,0.023,33.04347826,26.82423957,1508,1563,55,1563,1561,3.11,2174.47,61.62,5.25,15417062.22,278.14,275.03
2,980,S25,10,0.028,0.763,0.014,54.5,39.77262916,1508,1566,58,1566,1566,3.27,2168.5,62.03,5.25,14622454.13,276.87,273.6
2,980,S29,8,0.016,0.8,0.022,36.36363636,27.78715793,1508,1549,41,1549,1549,2.8,2172.05,61.61,4.91,15997148.25,269.41,266.61
2,980,M,10,0.015,0.711,0.018,39.5,32.58285073,1508,1552,44,1552,1552,2.44,2175.54,61.67,1.46,5467381.672,271.7,269.26
2,980,S05,2,0.039,0.72,0.03,24,21.72572514,1508,1551,43,1551,1551,3.25,2177.07,62.32,4.73,13307591.58,272.36,269.11
2,980,S15,8,0.024,0.738,0.027,27.33333333,23.61991192,1508,1570,62,1570,1574,2.8,2177,62.01,4.83,15772365,271.04,268.24
2,980,S10,8,0.018,0.74,0.027,27.40740741,23.61991192,1508,NA,49,1557,1557,2.83,2182.59,61.98,4.33,14025647.26,267.61,264.78
2,980,S25,11,0.029,0.75,0.029,25.86206897,22.31802259,1508,1545,37,1545,1551,2.66,2179.02,61.66,3.95,13590203.68,262.26,259.6
2,980,M,9,0.029,0.733,0.018,40.72222222,32.58285073,1508,1580,72,1580,1580,2.33,2177.37,61.57,0.24,941969.5107,262.23,259.9
2,980,S05,9,0.019,0.773,0.02,38.65,29.96988564,1508,1553,45,1553,1553,2.94,2177.95,62.03,4.24,13192154.29,258.99,256.05
2,980,S10,11,0.024,0.752,0.03,25.06666667,21.72572514,1508,1540,32,1540,1529,2.45,2177.36,62.04,4.44,16572820.11,256.58,254.13
2,980,S15,14,0.017,0.76,0.012,63.33333333,44.94691449,1508,1533,25,1533,1536,2.97,2175.25,62.07,5,15380555.56,256.57,253.6
2,980,S20,12,0.023,0.761,0.03,25.36666667,21.72572514,1508,1544,36,1544,1543,2.63,2177.73,61.75,4.81,16727947.32,256.3,253.67
2,980,S22,9,0.03,0.797,0.03,26.56666667,21.72572514,1508,1555,47,1555,1557,2.79,2177.96,62.06,5.21,17081763.7,255.87,253.08
2,980,S27,14,0.033,0.731,0.033,22.15151515,20.1434254,1508,NA,21,1529,1529,2.69,2177.87,61.89,4.59,15607798.46,254.76,252.07
2,980,M,7,0.016,0.757,0.016,47.3125,35.77449321,1508,1587,79,1587,1691,2.46,2188.76,61.75,0.5,1868453.659,253.66,251.2
2,980,S10,8,0.022,0.73,0.022,33.18181818,27.78715793,1508,NA,34,1542,1542,3.25,2186.68,61.93,4.46,12603350.7,252.99,249.74
2,980,S15,6,0.025,0.787,0.015,52.46666667,37.65403131,1508,1544,36,1544,1544,2.77,2189.48,61.66,4.93,16366560.61,252.87,250.1
2,980,S20,9,0.023,0.771,0.027,28.55555556,23.61991192,1508,1553,45,1553,1553,3.02,2187.23,61.99,4.3,13079925.1,252.46,249.44
2,980,M,8,0.02,0.831,0.016,51.9375,35.77449321,1508,NA,93,1601,1601,2.34,2184.05,61.63,0.13,509611.6667,253.56,251.22
2,980,S15,11,0.024,0.79,0.019,41.57894737,31.21470086,1508,1565,57,1565,1565,2.74,2189.6,62.32,5.13,17217927.59,256.33,253.59
2,980,S25,8,0.024,0.726,0.024,30.25,25.93359266,1508,1704,196,1704,1549,2.44,2190.36,61.98,4.45,16777798.52,254.93,252.49
2,980,M,12,0.037,0.74,0.02,37,29.96988564,1508,1585,77,1585,1587,2.53,2210.06,61.87,0.02,73377.48617,302.73,300.2
2,980,S05,10,0.031,0.744,0.021,35.42857143,28.83191546,1508,1564,56,1564,1560,2.61,2192.03,61.95,4.56,16084964.97,319.22,316.61
2,980,M,6,0.033,0.993,0.017,58.41176471,34.09448306,1508,NA,75,1583,1583,2.47,2203.96,61.47,5.13,19225312.62,299.21,296.74
2,980,S05,6,0.025,0.7,0.017,41.17647059,34.09448306,1508,1555,47,1555,1560,2.85,2206.08,61.75,4.45,14467240.42,301.93,299.08
