grade,grade,seq_no,dd,p,mn,s,mn_s,mn_s_t,l_temp,s_temp,super_heat,tt,f_temp,cs,mcwf,mould_level,mcwd_temp,new_var,sczfr,m_factor
3,909,S05,4,0.019,1.023,0.027,37.88888889,23.61991192,1506,1565,59,1565,1566,2.84,2269.25,59.3,0.69,2315593.838,181.03,178.19
3,909,S10,6,0.021,1.036,0.027,38.37037037,23.61991192,1506,1562,56,1562,1562,2.98,2271.45,58.87,8.93,28588256.28,180.68,177.7
3,909,S15,4,0.025,1.04,0.025,41.6,25.10710746,1506,1564,58,1564,1561,3.39,2270.58,58.72,9.61,27033967.54,180.73,177.34
3,980,M,12,0.017,0.739,0.027,27.37037037,23.61991192,1508,1569,61,1569,1569,2.99,2283.69,58.85,9.03,28966965.53,271.19,268.2
3,980,M,8,0.023,0.736,0.029,25.37931034,22.31802259,1508,NA,62,1570,1570,2.24,2272.42,58.97,8.55,36429733.13,183.03,180.79
3,909,S10,6,0.025,1.03,0.025,41.2,25.10710746,1506,1552,46,1552,1529,2.87,2272.65,59.06,8.44,28069999.02,277.91,275.04
3,909,S15,6,0.028,1.034,0.024,43.08333333,25.93359266,1506,1541,35,1541,1541,2.32,2272.27,59.07,0.6,2468155.345,244.21,241.89
3,980,S25,4,0.021,0.743,0.025,29.72,25.10710746,1508,1575,67,1575,1575,2.94,2275.05,59.01,9.1,29575650,301.61,298.67
3,980,M,5,0.014,0.743,0.021,35.38095238,28.83191546,1508,1573,65,1573,1568,2.26,2274.16,58.61,8.8,37191572.39,377.05,374.79
3,980,S05,5,0.028,0.734,0.025,29.36,25.10710746,1508,1533,25,1533,1557,2.85,2277.51,58.93,8.58,28797315.92,247.42,244.57
3,980,S15,5,0.024,0.777,0.022,35.31818182,27.78715793,1508,NA,51,1559,1559,2.94,2277.64,59.09,8.91,28991103.43,144.27,141.33
3,980,S20,7,0.022,0.75,0.015,50,37.65403131,1508,1566,58,1566,1561,2.88,2277.97,59.05,8.89,29532931.9,317.7,314.82
3,980,M,5,0.024,0.729,0.022,33.13636364,27.78715793,1508,1576,68,1576,1585,2.3,2274.25,58.85,8.96,37210685.22,328.29,325.99
3,909,S05,7,0.018,1.04,0.022,47.27272727,27.78715793,1506,1553,47,1553,1553,2.91,2274.46,58.73,8.7,28559714.23,311.76,308.85
3,909,S10,9,0.029,1.04,0.03,34.66666667,21.72572514,1506,NA,48,1554,1554,2.86,2277.33,59.16,8.67,28995347.77,273.74,270.88
3,909,S15,8,0.022,1.017,0.029,35.06896552,22.31802259,1506,1564,58,1564,1551,3.02,2275.47,58.9,9.2,29113960.53,248.1,245.08
3,909,S20,3,0.019,1.029,0.027,38.11111111,23.61991192,1506,NA,31,1537,1537,3.06,2276.29,59.41,9.01,28150119.67,307.23,304.17
3,909,S24,8,0.021,1.03,0.034,30.29411765,19.67192734,1506,1514,8,1514,1550,2.98,2273.1,59.21,8.97,28737170.94,280.69,277.71
3,909,M,8,0.028,1.02,0.024,42.5,25.93359266,1506,1703,197,1703,1559,2.27,2270.61,58.75,8.93,37516078.7,259.89,257.62
3,909,S05,9,0.021,1.01,0.022,45.90909091,27.78715793,1506,1548,42,1548,1535,2.91,2273.67,58.74,9.08,29796796.95,180.22,177.31
3,909,S15,8,0.019,1.02,0.024,42.5,25.93359266,1506,1546,40,1546,1546,3.04,2274.45,58.99,0.75,2356749.178,187.87,184.83
3,980,S30,5,0.025,0.71,0.027,26.2962963,23.61991192,1508,1548,40,1548,1544,2.92,2271.1,58.95,9.04,29530522.19,265.49,262.57
3,980,S10,8,0.016,0.743,0.021,35.38095238,28.83191546,1508,1549,41,1549,1549,2.89,2265.95,59.06,8.87,29209585.22,180.53,177.64
3,980,S15,4,0.019,0.75,0.019,39.47368421,31.21470086,1508,1555,47,1555,1553,2.95,2267.67,58.84,8.76,28282072.76,312.35,309.4
3,980,S20,7,0.027,0.74,0.02,37,29.96988564,1508,1551,43,1551,1551,2.92,2270.94,58.78,8.65,28254537.74,243.78,240.86
3,980,S24,7,0.043,0.735,0.031,23.70967742,21.1678094,1508,1524,16,1524,1520,2.77,2269.96,58.96,8.15,28050805.34,309.6,306.83
3,980,S29,6,0.021,0.744,0.026,28.61538462,24.33786233,1508,1544,36,1544,1524,2.77,2271.67,59.08,7.46,25695294.02,236.93,234.16
3,976,S34,4,0.023,1.027,0.024,42.79166667,25.93359266,1510,1564,54,1564,1564,2.88,2270.02,58.9,8.19,27112551.38,224.42,221.54
3,980,M,4,0.019,0.763,0.015,50.86666667,37.65403131,1508,1573,65,1573,1573,2.31,2270.04,58.88,8.93,36857194.91,307.69,305.38
3,980,S05,9,0.021,0.75,0.016,46.875,35.77449321,1508,1556,48,1556,1556,3.04,2270.21,58.87,9.06,28416457.54,181.22,178.18
3,980,S10,10,0.018,0.74,0.027,27.40740741,23.61991192,1508,NA,46,1554,1554,2.69,2271.93,58.96,8.13,28839153.08,241.84,239.15
3,980,S15,6,0.016,0.73,0.032,22.8125,20.64126415,1508,1539,31,1539,1539,2.97,2270.36,58.86,8.36,26840700.44,283.56,280.59
3,980,S20,5,0.02,0.724,0.03,24.13333333,21.72572514,1508,1567,59,1567,1549,3.23,2269.45,58.92,8.19,24168588.58,290.27,287.04
3,980,M,3,0.027,0.745,0.013,57.30769231,42.18126779,1508,1583,75,1583,1579,2.35,2265.36,58.55,8.88,35952709.17,209.34,206.99
3,980,S05,6,0.027,0.73,0.027,27.03703704,23.61991192,1508,NA,32,1540,1540,3.03,2267.62,58.75,8.49,26686070.61,248.64,245.61
3,980,S10,8,0.023,0.75,0.029,25.86206897,22.31802259,1508,1536,28,1536,1536,3.33,2268.4,58.97,8.5,24318882.88,279.78,276.45
3,980,S14,7,0.015,0.753,0.016,47.0625,35.77449321,1508,1547,39,1547,1551,3.26,2271.1,58.73,8.89,26011758.22,317.75,314.49
3,980,S05,6,0.015,0.738,0.008,92.25,62.00271238,1508,1556,48,1556,1559,2.7,2274.98,58.84,8.88,31425057.07,180.15,177.45
3,980,M,5,0.018,0.75,0.018,41.66666667,32.58285073,1508,1586,78,1586,1592,2.3,2270.9,58.48,8.62,35745940.7,224.63,222.33
3,980,S10,2,0.04,0.71,0.03,23.66666667,21.72572514,1508,1554,46,1554,1554,2.63,2270.68,59.08,8.47,30713752.97,230.33,227.7
3,980,S15,3,0.025,0.77,0.025,30.8,25.10710746,1508,1551,43,1551,1536,2.69,2268.71,58.97,8.73,30923613.7,180.4,177.71
3,980,S20,4,0.019,0.73,0.029,25.17241379,22.31802259,1508,NA,53,1561,1561,2.95,2271.13,59.27,9.2,29747953.63,259.27,256.32
3,980,S25,7,0.014,0.8,0.03,26.66666667,21.72572514,1508,1553,45,1553,1514,2.74,2273.77,58.63,8.79,30636146.3,253.95,251.21
3,980,S04,9,0.026,0.727,0.026,27.96153846,24.33786233,1508,1552,44,1552,1552,2.93,2270.34,59.18,8.85,28801548.74,257.15,254.22
3,980,S15,7,0.035,0.739,0.024,30.79166667,25.93359266,1508,NA,43,1551,1551,2.97,2268.19,58.81,8.4,26943347.88,230.98,228.01
3,980,S20,9,0.029,0.728,0.03,24.26666667,21.72572514,1508,1561,53,1561,1556,2.65,2272.93,59,7.9,28458799.02,322.43,319.78
3,980,S25,5,0.027,0.747,0.03,24.9,21.72572514,1508,1536,28,1536,1541,2.89,2270.84,58.65,8.43,27820540.15,254.1,251.21
3,980,S30,8,0.018,0.77,0.022,35,27.78715793,1508,1546,38,1546,1527,2.76,2268.57,58.67,8.82,30448154.74,266.33,263.57
3,976,M,14,0.017,1.018,0.021,48.47619048,28.83191546,1510,NA,71,1581,1581,2.39,2274.26,57.87,8.66,34610621.22,217.56,215.17
3,976,M,3,0.025,0.997,0.015,66.46666667,37.65403131,1510,1571,61,1571,1575,2.34,2271.93,59.01,8.32,33927488,262.23,259.89
3,980,S05,2,0.019,0.737,0.027,27.2962963,23.61991192,1508,1558,50,1558,1559,3.08,2273.31,58.9,9.03,27992712.68,290.23,287.15
3,980,S10,6,0.031,0.74,0.017,43.52941176,34.09448306,1508,1561,53,1561,1549,3.07,2268.34,58.97,9.1,28239724.69,301.54,298.47
3,980,S15,8,0.02,0.73,0.028,26.07142857,22.94811947,1508,1559,51,1559,1547,2.97,2267.34,58.92,8.88,28472293.82,256.98,254.01
3,980,S25,6,0.032,0.725,0.018,40.27777778,32.58285073,1508,1548,40,1548,1553,2.88,2275.93,58.82,8.65,28709908.65,266.54,263.66
3,980,S30,4,0.027,0.749,0.021,35.66666667,28.83191546,1508,1560,52,1560,1693,2.86,2281.5,59.14,9.09,30455631.82,259.95,257.09
3,980,M,5,0.029,0.71,0.009,78.88888889,56.47110389,1508,NA,74,1582,1582,2.28,2276.65,58.77,8.89,37283139.34,236.58,234.3
3,980,S05,6,0.023,0.73,0.021,34.76190476,28.83191546,1508,1558,50,1558,1541,2.68,2280.5,59.05,8.37,29913692.91,240.4,237.72
3,980,S10,5,0.028,0.73,0.027,27.03703704,23.61991192,1508,1564,56,1564,1564,2.8,2282.92,58.75,8.25,28251135,264.42,261.62
3,980,S15,3,0.022,0.718,0.023,31.2173913,26.82423957,1508,1566,58,1566,1558,2.82,2284.58,59.07,8.86,30146734.38,238.53,235.71
3,980,S20,7,0.027,0.746,0.019,39.26315789,31.21470086,1508,1557,49,1557,1557,2.99,2284.6,59.07,9.18,29459878.8,312.79,309.8
3,980,S25,7,0.019,0.73,0.021,34.76190476,28.83191546,1508,1561,53,1561,1561,2.87,2282.66,59,8.98,29997492.88,225.32,222.45
3,980,S05,2,0.039,0.763,0.025,30.52,25.10710746,1508,1553,45,1553,1553,2.86,2280.66,58.93,9.01,30176481.02,281.7,278.84
3,980,S10,4,0.029,0.737,0.028,26.32142857,22.94811947,1508,1545,37,1545,1545,2.93,2279.43,59.18,8.75,28590120.31,261.75,258.82
3,980,S14,4,0.029,0.732,0.026,28.15384615,24.33786233,1508,1554,46,1554,1554,2.95,2283.92,58.81,8.74,28419706.9,181.17,178.22
3,980,S25,6,0.036,0.737,0.028,26.32142857,22.94811947,1508,1544,36,1544,1542,2.93,2283.43,58.81,8.71,28509363.91,257.27,254.34
3,980,S30,6,0.023,0.73,0.032,22.8125,20.64126415,1508,1561,53,1561,1555,2.79,2282.7,59.01,8.51,29243105.16,260.81,258.02
3,980,M,9,0.023,0.743,0.03,24.76666667,21.72572514,1508,1578,70,1578,1590,2.25,2281.03,58.77,8.73,37171664.88,218.84,216.59
3,980,S05,5,0.015,0.715,0.021,34.04761905,28.83191546,1508,NA,47,1555,1555,2.9,2281.29,59.16,8.62,28479939.02,242.79,239.89
3,980,S10,5,0.02,0.726,0.031,23.41935484,21.1678094,1508,1549,41,1549,1549,2.88,2281.67,59.17,8.41,27983731.85,300.02,297.14
3,980,S15,7,0.019,0.802,0.023,34.86956522,26.82423957,1508,1554,46,1554,1554,2.91,2283.54,59.13,8.97,29563603.42,281.45,278.54
3,980,S20,4,0.017,0.76,0.022,34.54545455,27.78715793,1508,NA,46,1554,1554,2.97,2285.05,59.26,8.5,27466762.63,282.7,279.73
3,980,S25,5,0.024,0.754,0.025,30.16,25.10710746,1508,1571,63,1571,1558,2.88,2286.02,59.15,8.79,29303918.88,339.76,336.88
3,909,S35,6,0.022,1.08,0.019,56.84210526,31.21470086,1506,1547,41,1547,1531,3,2281.69,58.89,8.83,28206251.78,192.85,189.85
3,980,M,10,0.017,0.751,0.009,83.44444444,56.47110389,1508,1582,74,1582,1574,2.32,2281.76,58.64,8.38,34615872.83,311.84,309.52
3,909,S10,6,0.022,1.036,0.027,38.37037037,23.61991192,1506,1553,47,1553,1555,2.56,2291.31,59,8.11,30486953.6,293.74,291.18
3,980,S20,8,0.027,0.79,0.032,24.6875,20.64126415,1508,1563,55,1563,1563,2.76,2284.53,59.01,8.62,29967073.96,234.63,231.87
3,909,S25,6,0.03,1,0.029,34.48275862,22.31802259,1506,1565,59,1565,1545,2.97,2282.95,58.85,9.01,29088011.41,274.63,271.66
3,909,S04,5,0.022,1.032,0.024,43,25.93359266,1506,NA,52,1558,1558,2.83,2262.18,58.85,8.82,29611376.65,257.13,254.3
3,909,M,7,0.023,1.049,0.02,52.45,29.96988564,1506,1574,68,1574,1574,2.29,2263.23,58.57,8.45,35075123.45,238.54,236.25
3,909,S05,3,0.015,1.025,0.016,64.0625,35.77449321,1506,1561,55,1561,1561,3.01,2265.93,59.31,8.83,27918365.44,266.55,263.54
3,909,S10,4,0.025,1.056,0.024,44,25.93359266,1506,1570,64,1570,1559,2.41,2263.81,58.88,8.29,32705948.79,180.36,177.95
3,909,S25,7,0.026,1.032,0.025,41.28,25.10710746,1506,1548,42,1548,1548,2.94,2267.89,59.25,8.75,28348625,245.6,242.66
3,909,S30,3,0.022,1.009,0.028,36.03571429,22.94811947,1506,NA,39,1545,1545,3,2273.18,58.93,8.44,26859894.88,148.94,145.94
3,980,S35,3,0.029,0.72,0.022,32.72727273,27.78715793,1508,1550,42,1550,1550,2.83,2269.78,59.11,8.78,29576115.65,273.07,270.24
3,980,M,7,0.03,0.772,0.03,25.73333333,21.72572514,1508,NA,66,1574,1574,2.74,2261.03,58.74,8.59,29771328.59,268.47,265.73
3,909,S05,2,0.035,1.042,0.03,34.73333333,21.72572514,1506,1555,49,1555,1555,3.13,2266.66,59.04,0.59,1794499.514,254.33,251.2
3,909,S10,5,0.02,1.02,0.024,42.5,25.93359266,1506,NA,24,1530,1530,3.04,2268.84,59.01,0.59,1849403.132,319.92,316.88
3,909,M,8,0.024,1.06,0.026,40.76923077,24.33786233,1506,1571,65,1571,1582,2.48,2264.72,58.86,8.45,32409239.03,236.78,234.3
3,980,S05,5,0.027,0.76,0.026,29.23076923,24.33786233,1508,1531,23,1531,1534,2.92,2265.53,58.92,0.58,1890010.644,319.08,316.16
3,909,S10,2,0.024,1.044,0.027,38.66666667,23.61991192,1506,1555,49,1555,1538,2.84,2262.08,59.04,0.63,2107557.634,307.81,304.97
3,909,S15,5,0.023,1.04,0.029,35.86206897,22.31802259,1506,1559,53,1559,1559,2.8,2259.22,59.03,0.65,2202739.5,313.49,310.69
3,980,S25,9,0.024,0.8,0.024,33.33333333,25.93359266,1508,1551,43,1551,1539,2.93,2260.37,59.03,0.61,1976473.7,257.12,254.19
3,909,S30,6,0.021,1.07,0.028,38.21428571,22.94811947,1506,1555,49,1555,1555,2.97,2260.75,59.01,0.53,1694420.707,301.3,298.33
3,909,M,7,0.017,1.023,0.028,36.53571429,22.94811947,1506,1571,65,1571,1572,2.4,2265.23,58.63,8.99,35637730.98,295.66,293.26
3,980,S10,6,0.023,0.763,0.026,29.34615385,24.33786233,1508,1545,37,1545,1545,2.65,2263.7,58.97,8.42,30208862.94,210.58,207.93
3,980,S15,6,0.02,0.731,0.027,27.07407407,23.61991192,1508,1553,45,1553,1553,2.86,2266.89,58.59,8.18,27231214.28,265.16,262.3
3,980,S20,3,0.024,0.736,0.028,26.28571429,22.94811947,1508,1566,58,1566,1565,2.76,2267.83,59.15,8.56,29540950.78,233.93,231.17
3,980,S25,6,0.018,0.753,0.03,25.1,21.72572514,1508,1545,37,1545,1552,2.73,2266.13,58.77,8.5,29634007.69,281.65,278.92
3,980,S30,2,0.015,0.762,0.024,31.75,25.93359266,1508,1542,34,1542,1542,2.86,2265.17,59.07,8.63,28707465.67,257.1,254.24
3,980,M,8,0.024,0.73,0.025,29.2,25.10710746,1508,1565,57,1565,1565,2.25,2261.58,58.75,9.05,38205624.8,181.81,179.56
3,980,S05,6,0.023,0.74,0.034,21.76470588,19.67192734,1508,1545,37,1545,1545,3.06,2265.59,59.2,8.37,26027631,273.53,270.47
3,980,S10,6,0.031,0.746,0.026,28.69230769,24.33786233,1508,1557,49,1557,1557,3.07,2264.21,58.99,8.13,25183620.41,316.97,313.9
3,980,S14,6,0.028,0.745,0.027,27.59259259,23.61991192,1508,1554,46,1554,1561,3.16,2265.29,59.13,8.23,24779118.4,302.85,299.69
3,980,S19,5,0.017,0.743,0.033,22.51515152,20.1434254,1508,NA,47,1555,1555,3.08,2266.16,59.06,7.97,24629038.91,275.71,272.63
3,980,M,7,0.035,0.745,0.019,39.21052632,31.21470086,1508,1703,195,1703,1586,2.33,2261.34,58.88,9.28,37827462.59,328.29,325.96
3,980,S05,7,0.028,0.735,0.03,24.5,21.72572514,1508,1561,53,1561,1547,2.83,2258.67,58.82,8.31,27855865.84,299.57,296.74
3,980,S10,8,0.03,0.76,0.033,23.03030303,20.1434254,1508,1553,45,1553,1553,2.87,2260.6,59.1,8.62,28516641.95,269.64,266.77
3,909,S15,5,0.032,1.018,0.036,28.27777778,18.79974161,1506,1556,50,1556,1556,2.89,2256.63,58.75,8.72,28597514.57,262.46,259.57
3,909,S20,5,0.028,1.02,0.04,25.5,17.29210593,1506,1525,19,1525,1522,2.65,2255.25,58.92,8.87,31704559.81,259.77,257.12
3,909,S25,9,0.022,1.07,0.028,38.21428571,22.94811947,1506,NA,39,1545,1545,2.54,2258.43,58.88,9.04,33759082.77,322.43,319.89
3,909,S29,6,0.021,0.982,0.025,39.28,25.10710746,1506,1698,192,1698,1552,2.53,2258.49,58.91,9.23,34605779.98,245.98,243.45
3,909,S35,6,0.034,1.034,0.032,32.3125,20.64126415,1506,1558,52,1558,1558,2.72,2257.6,58.88,8.85,30851100,207.15,204.43
3,909,M,5,0.022,1.035,0.025,41.4,25.10710746,1506,NA,89,1595,1595,2.27,2250.03,58.54,9.27,38591483.71,192.16,189.89
3,909,S10,4,0.022,1.074,0.027,39.77777778,23.61991192,1506,1692,186,1692,1544,3.03,2248.34,59.09,9.3,28983551.29,317.57,314.54
3,909,S15,13,0.026,1.047,0.019,55.10526316,31.21470086,1506,1545,39,1545,1545,3.34,2243.06,59.28,9.4,26513775.09,291.28,287.94
3,909,S20,7,0.032,1.07,0.029,36.89655172,22.31802259,1506,1555,49,1555,1555,2.87,2248.87,58.76,8.94,29421801.66,259.07,256.2
3,909,M,5,0.025,1.05,0.011,95.45454545,48.15942887,1506,NA,79,1585,1585,2.17,2248.63,58.61,9.14,39778990.06,242,239.83
3,909,S05,5,0.035,1.042,0.028,37.21428571,22.94811947,1506,1549,43,1549,1558,2.93,2246.53,59.11,9.21,29658796.4,259.98,257.05
3,909,S10,4,0.023,1.11,0.027,41.11111111,23.61991192,1506,NA,59,1565,1565,3,2246.06,58.82,9.11,28646249.24,304.64,301.64
3,909,S19,8,0.03,1.076,0.028,38.42857143,22.94811947,1506,1566,60,1566,1566,2.74,2248.56,59.32,9.33,32157690.57,254.1,251.36
3,909,S25,3,0.027,1.052,0.021,50.0952381,28.83191546,1506,1550,44,1550,1548,2.93,2245.8,58.69,9.14,29423812.42,312.17,309.24
3,909,M,5,0.023,1.07,0.026,41.15384615,24.33786233,1506,1575,69,1575,1584,2.3,2244.73,55.71,8.32,34104280.49,181.81,179.51
3,980,S05,8,0.019,0.744,0.026,28.61538462,24.33786233,1508,1563,55,1563,1546,2.83,2246.45,56.03,0.53,1766995.654,241.54,238.71
3,909,S15,11,0.025,1.064,0.028,38,22.94811947,1506,1549,43,1549,1554,2.86,2242.14,55.83,0.69,2271930.671,302.28,299.42
3,909,S20,5,0.037,1.008,0.028,36,22.94811947,1506,NA,19,1525,1525,2.95,2243.72,55.72,0.72,2300003.146,294.29,291.34
3,909,S25,7,0.024,1.052,0.033,31.87878788,20.1434254,1506,NA,29,1535,1535,3.04,2244.24,56.06,0.73,2263434.158,262.06,259.02
3,909,S30,7,0.021,1.035,0.034,30.44117647,19.67192734,1506,NA,53,1559,1559,2.94,2241.25,55.98,0.62,1985107.143,252.3,249.36
3,976,M,5,0.024,0.994,0.026,38.23076923,24.33786233,1510,NA,78,1588,1588,2.35,2244.13,55.85,7.85,31484666.43,280.29,277.94
3,909,S05,15,0.019,1.027,0.036,28.52777778,18.79974161,1506,1542,36,1542,1542,1.94,2243.67,56.05,7.91,38422270.48,182.64,180.7
3,980,S09,3,0.02,0.768,0.025,30.72,25.10710746,1508,1528,20,1528,1531,2.41,2242.35,56.16,7.96,31106325.81,216.21,213.8
3,980,S20,6,0.018,0.752,0.025,30.08,25.10710746,1508,1558,50,1558,1558,2.98,2241.18,56,8.83,27891409.89,173.66,170.68
3,976,M,5,0.028,1.013,0.012,84.41666667,44.94691449,1510,1594,84,1594,1594,2.35,2246.83,55.62,8.5,34132694.04,208.64,206.29
3,980,S05,11,0.032,0.742,0.027,27.48148148,23.61991192,1508,1563,55,1563,1558,2.9,2250.24,56.2,9.05,29493662.9,181.95,179.05
3,980,S10,2,0.021,0.752,0.026,28.92307692,24.33786233,1508,1554,46,1554,1554,3,2254.46,56.06,8.62,27206823.28,275.25,272.25
3,980,S20,7,0.018,0.7,0.032,21.875,20.64126415,1508,1539,31,1539,1539,2.42,2252.4,56.08,0.7,2736386.777,215.68,213.26
3,980,S24,8,0.021,0.75,0.03,25,21.72572514,1508,1566,58,1566,1566,2.98,2252.98,56.02,9.19,29181383.23,261.34,258.36
3,980,S09,6,0.019,0.723,0.026,27.80769231,24.33786233,1508,1554,46,1554,1543,2.9,2312.19,55.68,8.55,28631290.66,305.44,302.54
3,980,S14,8,0.031,0.772,0.027,28.59259259,23.61991192,1508,1548,40,1548,1545,2.96,2309.79,55.99,8.98,29431094.47,189.53,186.57
3,980,S20,6,0.025,0.754,0.026,29,24.33786233,1508,1560,52,1560,1538,2.87,2309.7,56.34,8.88,30014833.17,182.59,179.72
3,980,S25,5,0.019,0.81,0.033,24.54545455,20.1434254,1508,NA,46,1554,1554,2.31,2313.47,56.1,7.69,32346516.91,265.09,262.78
3,980,S30,7,0.033,0.741,0.029,25.55172414,22.31802259,1508,1551,43,1551,1551,2.34,2312.6,56.12,8.23,34161252.82,239.36,237.02
3,980,M,6,0.025,0.758,0.021,36.0952381,28.83191546,1508,NA,67,1575,1575,2.27,2310.34,55.57,9.34,39925117.85,297.1,294.83
3,980,S05,11,0.031,0.751,0.032,23.46875,20.64126415,1508,1550,42,1550,1697,2.6,2310.86,55.76,8.9,33223056.46,237.59,234.99
3,980,S10,9,0.02,0.746,0.028,26.64285714,22.94811947,1508,NA,64,1572,1572,2.3,2313.08,55.81,8.47,35776307.79,141.81,139.51
3,909,M,23,0.027,1.045,0.023,45.43478261,26.82423957,1506,1576,70,1576,1590,2.3,2310.43,55.34,9.1,38393319.39,193.93,191.63
3,980,S05,6,0.017,0.73,0.027,27.03703704,23.61991192,1508,1561,53,1561,1551,2.83,2313.68,55.93,8.78,30148149.71,276.82,273.99
3,980,S10,6,0.023,0.715,0.034,21.02941176,19.67192734,1508,1564,56,1564,1549,2.53,2310.79,55.99,8.47,32491716.78,273.16,270.63
3,980,S15,4,0.026,0.737,0.032,23.03125,20.64126415,1508,1574,66,1574,1574,2.77,2314.55,55.93,0.64,2246032.635,182.14,179.37
3,980,S20,8,0.013,0.733,0.023,31.86956522,26.82423957,1508,1559,51,1559,1559,2.93,2312.97,56.06,9.16,30370164.45,182.42,179.49
3,980,S30,5,0.024,0.745,0.028,26.60714286,22.94811947,1508,1555,47,1555,1560,2.93,2318.2,55.84,8.87,29475161.37,280.41,277.48
3,980,S05,4,0.02,0.69,0.031,22.25806452,21.1678094,1508,1556,48,1556,1556,2.48,2310.13,55.5,8.22,32159245.21,223.3,220.82
3,980,S15,5,0.024,0.737,0.029,25.4137931,22.31802259,1508,1555,47,1555,1550,2.95,2310.75,56.03,8.96,29477336.95,236.39,233.44
3,980,S25,6,0.022,0.744,0.031,24,21.1678094,1508,1703,195,1703,1545,2.93,2315.7,57.93,8.97,29775318.02,181.28,178.35
3,980,M,3,0.022,0.726,0.032,22.6875,20.64126415,1508,1590,82,1590,1590,2.22,2316.31,55.63,8.68,38037566.38,248.76,246.54
3,980,S05,5,0.035,0.751,0.032,23.46875,20.64126415,1508,1560,52,1560,1560,2.8,2321.64,55.99,8.67,30192928.2,127.03,124.23
3,980,S10,5,0.017,0.72,0.025,28.8,25.10710746,1508,1552,44,1552,1552,2.41,2322.64,55.79,8.57,34689254.84,180.42,178.01
3,980,S15,4,0.019,0.729,0.028,26.03571429,22.94811947,1508,NA,48,1556,1556,2.91,2321.32,56.43,8.96,30019214.52,230.66,227.75
3,980,S25,10,0.024,0.74,0.028,26.42857143,22.94811947,1508,NA,37,1545,1545,2.63,2318.74,56.11,8.67,32104410.02,235.58,232.95
3,980,M,6,0.033,0.78,0.021,37.14285714,28.83191546,1508,NA,82,1590,1590,2.24,2319.44,55.95,8.86,38531697,180.13,177.89
3,980,S05,6,0.025,0.741,0.025,29.64,25.10710746,1508,1558,50,1558,1549,2.92,2319.72,56.17,8.77,29261837.84,290.83,287.91
3,980,S09,7,0.023,0.734,0.028,26.21428571,22.94811947,1508,1561,53,1561,1561,2.93,2315.04,55.81,8.64,28671730.89,190.64,187.71
3,980,S25,7,0.023,0.75,0.031,24.19354839,21.1678094,1508,1559,51,1559,1559,2.55,2319.44,56.01,8.81,33656438.78,259.29,256.74
3,980,S30,8,0.027,0.773,0.026,29.73076923,24.33786233,1508,1563,55,1563,1702,2.69,2317.71,55.97,9.48,34305554.41,180.33,177.64
3,980,M,11,0.028,0.732,0.028,26.14285714,22.94811947,1508,1586,78,1586,1580,2.28,2318.57,55.71,8.59,36688319.5,261.22,258.94
3,980,S05,10,0.025,0.96,0.02,48,29.96988564,1508,1552,44,1552,1552,2.89,2322.32,55.56,8.8,29699981.73,181.44,178.55
3,980,S15,7,0.025,0.747,0.026,28.73076923,24.33786233,1508,1546,38,1546,1546,2.91,2324.19,55.96,8.33,27942993.59,214.8,211.89
3,980,S20,9,0.033,0.764,0.035,21.82857143,19.22466134,1508,1550,42,1550,1550,2.79,2323.36,55.89,8.55,29903891.61,284.31,281.52
3,980,S30,5,0.028,0.773,0.027,28.62962963,23.61991192,1508,NA,195,1703,1703,2.92,2322.93,55.93,9.23,30839282.32,242.95,240.03
3,909,M,8,0.022,1.048,0.027,38.81481481,23.61991192,1506,1593,87,1593,1587,2.21,2320.59,55.65,8.95,39471030.81,181.08,178.87
3,980,S05,9,0.03,0.733,0.035,20.94285714,19.22466134,1508,1544,36,1544,1550,2.79,2323.27,55.71,9.04,31616457.12,284.77,281.98
3,980,S10,6,0.027,0.75,0.028,26.78571429,22.94811947,1508,1558,50,1558,1539,2.34,2324.41,56.01,8.45,35253551.67,262.58,260.24
3,909,S30,9,0.02,1.053,0.027,39,23.61991192,1506,1553,47,1553,1553,2.81,2322.25,55.84,0.69,2394975.267,281.91,279.1
3,976,M,22,0.02,1,0.021,47.61904762,28.83191546,1510,1572,62,1572,1591,2.39,2318.9,55.85,8.3,33822951.46,263.79,261.4
3,976,S01,11,0.021,0.991,0.023,43.08695652,26.82423957,1510,1703,193,1703,1576,2.72,2319.25,56.07,8.6,30798275.74,222.37,219.65
3,980,S05,13,0.018,0.72,0.016,45,35.77449321,1508,1562,54,1562,1558,2.89,2318.57,56.15,8.71,29348763.92,290.58,287.69
3,909,S10,8,0.015,1.016,0.023,44.17391304,26.82423957,1506,1563,57,1563,1551,2.74,2322.71,55.96,8.72,31046325.2,249.9,247.16
3,909,S15,7,0.024,1.04,0.023,45.2173913,26.82423957,1506,1538,32,1538,1527,2.72,2324.23,55.74,7.96,28567521.09,266.72,264
3,909,S29,7,0.037,1.043,0.027,38.62962963,23.61991192,1506,1561,55,1561,1561,2.89,2326.56,55.84,8.68,29348467.6,277.74,274.85
3,909,M,7,0.018,1.042,0.022,47.36363636,27.78715793,1506,1592,86,1592,1592,2.24,2321.33,55.59,8.39,36517422.56,269.84,267.6
3,909,S05,10,0.019,1.48,0.008,185,62.00271238,1506,NA,34,1540,1540,2.8,2322.84,56.03,8.51,29651052.6,275.16,272.36
