grade,grade_s,seq_no,dd,p,mn,s,mn_s,mn_s_t,l_temp,super_heat,s_temp,tt,f_temp,cs,mcwf,mould_level,mcwd_temp,new_var,sczfr,m_f
2,980,S05,15,0.031,0.751,0.032,23.46875,20.64126415,1508,42,1550,1550,1697,2.56,2316.01,58.94,0,0,311.54,121.6953125
2,980,S10,8,0.02,0.746,0.028,26.64285714,22.94811947,1508,64,0,1572,1572,2.32,2315.59,59.08,0,0,300.73,129.625
2,980,S15,9,0.022,0.781,0.034,22.97058824,19.67192734,1508,42,1550,1550,1536,2.57,2313.31,58.86,0,0,281.39,109.4902724
2,980,S20,10,0.02,0.752,0.027,27.85185185,23.61991192,1508,50,1558,1558,1550,3.08,2316.74,58.96,0,0,0,0
2,980,S25,15,0.028,0.786,0.031,25.35483871,21.1678094,1508,54,1562,1562,1556,2.75,2316.96,58.86,0,0,0,0
2,980,S05,18,0.034,0.752,0.029,25.93103448,22.31802259,1508,62,1570,1570,1560,2.84,2315.28,59.05,0,0,0,0
2,909,M,15,0.027,1.045,0.023,45.43478261,26.82423957,1506,70,1576,1576,1590,2.31,2312.2,58.47,0,0,293.73,127.1558442
2,980,S05,8,0.017,0.73,0.027,27.03703704,23.61991192,1508,53,1561,1561,1551,2.88,2313.61,59.06,0,0,0,0
2,980,S10,12,0.023,0.715,0.034,21.02941176,19.67192734,1508,56,1564,1564,1549,2.57,2312.37,58.7,0,0,316.83,123.2801556
2,980,S15,4,0.026,0.737,0.032,23.03125,20.64126415,1508,66,1574,1574,1574,2.94,2314.97,59.02,0,0,0,0
2,980,S20,17,0.013,0.733,0.023,31.86956522,26.82423957,1508,51,1559,1559,1559,3.06,2312.9,58.75,0,0,0,0
2,980,S30,11,0.024,0.745,0.028,26.60714286,22.94811947,1508,47,1555,1555,1560,2.52,2315.36,59.04,0,0,291.75,115.7738095
2,980,S05,14,0.02,0.69,0.031,22.25806452,21.1678094,1508,48,1556,1556,1556,2.7,2308.61,59.12,0,0,0,0
2,980,S15,13,0.024,0.737,0.029,25.4137931,22.31802259,1508,47,1555,1555,1550,2.44,2310.28,58.83,0,0,0,0
2,980,S25,5,0.022,0.744,0.031,24,21.1678094,1508,195,1703,1703,1545,2.43,2311.08,59.15,0,0,267.24,109.9753086
2,980,M,7,0.022,0.726,0.032,22.6875,20.64126415,1508,82,1590,1590,1590,2.21,2229.42,58.58,0,0,271.72,122.9502262
2,980,S05,8,0.035,0.751,0.032,23.46875,20.64126415,1508,52,1560,1560,1560,2.79,2220.61,59.12,0,0,0,0
2,980,S10,5,0.017,0.72,0.025,28.8,25.10710746,1508,44,1552,1552,1552,2.49,2222.54,58.8,0,0,264.47,106.2128514
2,980,S15,4,0.019,0.729,0.028,26.03571429,22.94811947,1508,48,0,1556,1556,2.83,2222.48,59.12,0,0,0,0
2,980,S25,8,0.024,0.74,0.028,26.42857143,22.94811947,1508,37,0,1545,1545,2.53,2220.02,58.82,0,0,0,0
2,980,M,8,0.033,0.78,0.021,37.14285714,28.83191546,1508,82,0,1590,1590,2.61,2218.03,58.58,0,0,262.19,100.4559387
2,980,S05,9,0.025,0.741,0.025,29.64,25.10710746,1508,50,1558,1558,1549,2.87,2218.52,59.05,0,0,0,0
2,980,S09,6,0.023,0.734,0.028,26.21428571,22.94811947,1508,53,1561,1561,1561,2.94,2213.23,59.21,0,0,0,0
2,980,S25,9,0.023,0.75,0.031,24.19354839,21.1678094,1508,51,1559,1559,1559,2.58,2217.45,58.74,0,0,0,0
2,980,S30,8,0.027,0.773,0.026,29.73076923,24.33786233,1508,55,1563,1563,1702,2.89,2216.38,59.03,0,0,0,0
2,980,M,10,0.028,0.732,0.028,26.14285714,22.94811947,1508,78,1586,1586,1580,2.27,2216.24,58.41,0,0,294.03,129.5286344
2,980,S05,4,0.025,0.96,0.02,48,29.96988564,1508,44,1552,1552,1552,2.93,2219.43,58.9,0,0,0,0
2,980,S15,5,0.025,0.747,0.026,28.73076923,24.33786233,1508,38,1546,1546,1546,2.82,2219.12,59.1,0,0,0,0
2,980,S20,6,0.033,0.764,0.035,21.82857143,19.22466134,1508,42,1550,1550,1550,2.71,2221.47,58.86,0,0,0,0
2,980,S30,10,0.028,0.773,0.027,28.62962963,23.61991192,1508,195,0,1703,1703,2.92,2220.16,58.99,0,0,0,0
2,909,M,7,0.022,1.048,0.027,38.81481481,23.61991192,1506,87,1593,1593,1587,2.32,2217.42,58.59,0,0,302.8,130.5172414
2,980,S05,4,0.03,0.733,0.035,20.94285714,19.22466134,1508,36,1544,1544,1550,2.81,2217.83,59.15,0,0,0,0
2,980,S10,10,0.027,0.75,0.028,26.78571429,22.94811947,1508,50,1558,1558,1539,2.78,2217.56,58.88,0,0,0,0
2,909,S30,9,0.02,1.053,0.027,39,23.61991192,1506,47,1553,1553,1553,2.61,2216.61,59.04,0,0,0,0
2,976,M,20,0.02,1,0.021,47.61904762,28.83191546,1510,62,1572,1572,1591,2.51,2222,58.05,0,0,283.77,113.0557769
2,976,S01,10,0.021,0.991,0.023,43.08695652,26.82423957,1510,193,1703,1703,1576,2.93,2212.34,59.27,0,0,276.01,94.20136519
2,980,S05,11,0.018,0.72,0.016,45,35.77449321,1508,54,1562,1562,1558,3.11,2212.05,58.83,0,0,0,0
2,909,S10,6,0.015,1.016,0.023,44.17391304,26.82423957,1506,57,1563,1563,1551,2.78,2215.72,58.94,0,0,0,0
2,909,S15,10,0.024,1.04,0.023,45.2173913,26.82423957,1506,32,1538,1538,1527,2.81,2218.97,58.95,0,0,0,0
2,909,S29,5,0.037,1.043,0.027,38.62962963,23.61991192,1506,55,1561,1561,1561,2.93,2219,58.95,0,0,0,0
2,909,M,7,0.018,1.042,0.022,47.36363636,27.78715793,1506,86,1592,1592,1592,2.22,2213.71,58.64,0,0,265.71,119.6891892
2,909,S05,8,0.019,1.48,0.008,185,62.00271238,1506,34,0,1540,1540,3.05,2212.49,58.91,0,0,0,0
2,909,S10,7,0.027,1.081,0.031,34.87096774,21.1678094,1506,55,1561,1561,1561,2.76,2213.69,59.11,0,0,0,0
2,909,S20,5,0.028,1.04,0.029,35.86206897,22.31802259,1506,50,1556,1556,1554,2.31,2215.57,58.96,0,0,296.61,128.4025974
2,909,S25,14,0.029,1,0.029,34.48275862,22.31802259,1506,45,1551,1551,1551,2.48,2219.71,59,0,0,305.11,123.0282258
2,980,M,8,0.024,0.745,0.027,27.59259259,23.61991192,1508,75,0,1583,1583,2.3,2209.61,58.57,0,0,296.47,128.9
2,909,S05,10,0.023,1.08,0.031,34.83870968,21.1678094,1506,50,1556,1556,1556,2.19,2213.67,59,0,0,252.01,115.0730594
2,909,S10,10,0.026,1.03,0.03,34.33333333,21.72572514,1506,36,0,1542,1542,2.69,2213.76,59.12,0,0,0,0
2,909,S14,13,0.037,1.051,0.027,38.92592593,23.61991192,1506,59,1565,1565,1565,2.98,2210.57,58.83,0,0,0,0
2,909,M,15,0.03,1.053,0.021,50.14285714,28.83191546,1506,71,1577,1577,1577,2.48,2208.33,58.66,0,0,261.54,105.4596774
2,909,S05,5,0.018,1.065,0.02,53.25,29.96988564,1506,45,1551,1551,1551,2.82,2208.4,58.9,0,0,0,0
2,909,S10,10,0.025,1.045,0.034,30.73529412,19.67192734,1506,42,1548,1548,1551,2.52,2211.59,58.97,0,0,302.67,120.1071429
2,909,S25,14,0.02,1.04,0.029,35.86206897,22.31802259,1506,41,1547,1547,1547,2.55,2208.49,59.11,0,0,0,0
2,980,M,10,0.021,0.778,0.015,51.86666667,37.65403131,1508,69,1577,1577,1582,2.21,2192.61,58.42,0,0,259.16,117.2669683
2,1071,S05,12,0.031,1.033,0.023,44.91304348,26.82423957,1505,32,1537,1537,1538,2.81,2197.43,59.05,0,0,0,0
2,909,S10,7,0.025,1.046,0.025,41.84,25.10710746,1506,195,1701,1701,1554,2.87,2195.84,59.21,0,0,0,0
2,909,S15,10,0.031,1.033,0.026,39.73076923,24.33786233,1506,41,1547,1547,1547,2.75,2197.67,58.89,0,0,0,0
2,909,S20,5,0.026,1.021,0.025,40.84,25.10710746,1506,42,1548,1548,1548,2.35,2195.09,59.02,0,0,299.85,127.5957447
2,980,S25,7,0.024,0.74,0.03,24.66666667,21.72572514,1508,50,1558,1558,1557,2.48,2193.35,59.02,0,0,0,0
2,909,S30,6,0.031,1.015,0.028,36.25,22.94811947,1506,52,1558,1558,1558,2.83,2198.07,58.96,0,0,0,0
2,909,M,7,0.032,1.036,0.024,43.16666667,25.93359266,1506,76,1582,1582,1586,2.41,2191.73,58.64,0,0,262.41,108.8838174
2,980,S05,12,0.032,0.727,0.032,22.71875,20.64126415,1508,47,1555,1555,1534,2.81,2195.29,58.98,0,0,0,0
2,980,S10,8,0.026,0.715,0.028,25.53571429,22.94811947,1508,35,1543,1543,1543,2.82,2194.82,59.11,0,0,0,0
2,980,S15,10,0.028,0.765,0.027,28.33333333,23.61991192,1508,29,1537,1537,1544,2.75,2198.11,59.03,0,0,0,0
2,980,S20,7,0.025,0.735,0.029,25.34482759,22.31802259,1508,47,1555,1555,1555,2.79,2191.98,58.85,0,0,0,0
2,980,S30,7,0.035,0.758,0.028,27.07142857,22.94811947,1508,42,1550,1550,1546,2.71,2196.59,58.75,0,0,0,0
2,980,M,11,0.02,0.734,0.018,40.77777778,32.58285073,1508,85,1593,1593,1593,2.23,2192.03,58.72,0,0,257.17,115.32287
2,980,S05,11,0.021,0.731,0.028,26.10714286,22.94811947,1508,42,1550,1550,1533,2.63,2195.49,59.08,0,0,0,0
2,980,S10,11,0.04,0.732,0.023,31.82608696,26.82423957,1508,37,0,1545,1545,2.35,2196.93,58.96,0,0,282.5,120.212766
2,980,S15,12,0.022,0.732,0.031,23.61290323,21.1678094,1508,55,1563,1563,1563,3,2195.15,58.99,0,0,0,0
2,980,S25,10,0.021,0.78,0.033,23.63636364,20.1434254,1508,40,1548,1548,1538,3.11,2192.41,58.95,0,0,0,0
2,909,S30,3,0.019,1.055,0.033,31.96969697,20.1434254,1506,55,1561,1561,1560,3.08,2189.07,59.03,0,0,0,0
2,980,S10,5,0.022,0.753,0.024,31.375,25.93359266,1508,59,1567,1567,1567,2.8,2196.22,58.77,0,0,0,0
2,909,S25,5,0.018,1.049,0.02,52.45,29.96988564,1506,59,1565,1565,1565,2.69,2195.56,59.14,0,0,0,0
2,909,M,10,0.03,1.046,0.023,45.47826087,26.82423957,1506,77,0,1583,1583,2.26,2193.1,58.58,0,0,278.01,123.0132743
2,909,S05,2,0.022,1.046,0.024,43.58333333,25.93359266,1506,41,1547,1547,1547,2.97,2193.28,59.01,0,0,0,0
2,909,S10,7,0.015,1.068,0.019,56.21052632,31.21470086,1506,42,1548,1548,1556,2.56,2192.12,58.94,0,0,0,0
2,909,S15,8,0.027,1.028,0.026,39.53846154,24.33786233,1506,54,1560,1560,1552,2.52,2192.36,59.03,0,0,0,0
2,909,S25,14,0.03,1.044,0.027,38.66666667,23.61991192,1506,38,0,1544,1544,2.3,2190.72,59.11,0,0,300.25,130.5434783
2,909,S30,9,0.02,1.057,0.026,40.65384615,24.33786233,1506,43,1549,1549,1544,2.36,2192.95,58.96,0,0,314.39,133.2161017
2,980,M,6,0.018,0.773,0.024,32.20833333,25.93359266,1508,134,1642,1642,1568,2.3,2242.53,58.61,0,0,302.73,131.6217391
2,909,S15,6,0.025,1.067,0.027,39.51851852,23.61991192,1506,45,0,1551,1551,3.13,2255.41,58.97,0,0,0,0
2,909,S20,4,0.024,1.026,0.029,35.37931034,22.31802259,1506,39,1545,1545,1550,3.11,2256.83,59.01,0,0,0,0
2,909,S05,7,0.019,1.041,0.025,41.64,25.10710746,1506,36,1542,1542,1540,2.85,2254.94,58.97,0,0,0,0
2,909,S10,9,0.021,1.022,0.021,48.66666667,28.83191546,1506,38,1544,1544,1538,2.48,2257.78,58.92,0,0,0,0
2,909,S15,5,0.021,1.135,0.022,51.59090909,27.78715793,1506,42,1548,1548,1548,2.38,2256.6,59.02,0,0,308.42,129.5882353
2,909,S33,5,0.031,1.04,0.03,34.66666667,21.72572514,1506,46,1552,1552,1552,2.83,2254.27,59.17,0,0,0,0
2,909,M,8,0.024,1.074,0.02,53.7,29.96988564,1506,74,1580,1580,1580,2.19,2254.56,58.36,0,0,253.57,115.7853881
2,909,S05,5,0.026,1.045,0.022,47.5,27.78715793,1506,34,1540,1540,1540,3.1,2254.66,59.18,0,0,0,0
2,909,S10,5,0.023,1.039,0.028,37.10714286,22.94811947,1506,42,1548,1548,1545,2.92,2253.11,58.82,0,0,0,0
2,980,S15,5,0.029,0.951,0.028,33.96428571,22.94811947,1508,26,0,1534,1534,2.63,2253.82,58.92,0,0,0,0
2,909,S20,4,0.018,1.043,0.025,41.72,25.10710746,1506,60,1566,1566,1566,2.88,2252.36,58.93,0,0,0,0
2,909,S30,2,0.023,1.066,0.03,35.53333333,21.72572514,1506,52,1558,1558,1558,2.95,2254,58.93,0,0,0,0
2,909,M,5,0.029,1.064,0.032,33.25,20.64126415,1506,70,0,1576,1576,2.26,2250.88,58.5,0,0,278.17,123.0840708
2,980,S10,3,0.028,0.751,0.025,30.04,25.10710746,1508,54,1562,1562,1562,3.11,2256.17,58.65,0,0,0,0
2,980,S15,4,0.03,0.74,0.021,35.23809524,28.83191546,1508,63,1571,1571,1563,2.95,2257,58.92,0,0,0,0
2,980,S20,3,0.022,0.756,0.028,27,22.94811947,1508,47,1555,1555,1555,2.77,2255.12,59.01,0,0,0,0
2,980,S25,5,0.024,0.74,0.027,27.40740741,23.61991192,1508,38,1546,1546,1546,2.78,2258.25,58.78,0,0,0,0
2,980,M,8,0.019,0.753,0.023,32.73913043,26.82423957,1508,61,0,1569,1569,2.21,2256.55,58.63,0,0,266.76,120.7058824
2,980,S05,3,0.026,0.743,0.03,24.76666667,21.72572514,1508,46,1554,1554,1552,2.76,2257.65,59.19,0,0,0,0
2,980,S10,3,0.015,0.715,0.021,34.04761905,28.83191546,1508,46,1554,1554,1554,2.42,2259.05,59.05,0,0,315.28,130.2809917
2,980,S15,6,0.024,0.785,0.024,32.70833333,25.93359266,1508,37,1545,1545,1545,2.34,2257.01,58.8,0,0,316.4,135.2136752
2,980,S20,4,0.027,0.754,0.021,35.9047619,28.83191546,1508,42,1550,1550,1555,2.9,2257.62,59.2,0,0,0,0
2,980,S30,8,0.016,0.8,0.018,44.44444444,32.58285073,1508,38,0,1546,1546,2.94,2253.02,58.84,0,0,291.96,99.30612245
2,976,M,9,0.023,1.046,0.015,69.73333333,37.65403131,1510,71,1581,1581,1581,2.41,2254.2,58.81,0,0,0,0
2,980,S05,0,0.023,0.744,0.023,32.34782609,26.82423957,1508,54,1562,1562,1548,2.47,2253.7,59.02,0,0,310.29,125.6234818
2,980,S15,2,0.021,0.75,0.02,37.5,29.96988564,1508,42,1550,1550,1542,3.01,2257.57,58.92,0,0,0,0
2,980,M,13,0.014,0.748,0.014,53.42857143,39.77262916,1508,57,0,1565,1565,2.2,2277.34,58.49,0,0,259.29,117.8590909
2,980,S10,11,0.026,0.734,0.026,28.23076923,24.33786233,1508,46,1554,1554,1643,2.6,2280.2,58.78,0,0,0,0
2,980,S15,6,0.025,0.742,0.032,23.1875,20.64126415,1508,58,1566,1566,1557,2.4,2280.15,59.09,0,0,311.77,129.9041667
2,980,S30,15,0.035,0.768,0.032,24,20.64126415,1508,25,1533,1533,1527,2.74,2282.27,59.34,0,0,251.17,91.66788321
2,980,M,15,0.022,0.747,0.02,37.35,29.96988564,1508,67,1575,1575,1575,2.23,2286.38,58.18,0,0,258.33,115.8430493
2,980,S15,7,0.025,0.742,0.028,26.5,22.94811947,1508,50,1558,1558,1553,2.35,2294.13,58.85,0,0,287.71,122.4297872
2,980,S25,14,0.022,0.79,0.028,28.21428571,22.94811947,1508,46,1554,1554,1553,2.42,2290.92,59.16,0,0,313.93,129.7231405
2,980,S30,11,0.024,0.756,0.026,29.07692308,24.33786233,1508,41,0,1549,1549,2.46,2289.26,59.17,0,0,306.37,124.5406504
2,980,S10,3,0.024,0.752,0.031,24.25806452,21.1678094,1508,40,1548,1548,1548,2.71,2291.85,59.27,0,0,0,0
2,980,S20,13,0.019,0.793,0.027,29.37037037,23.61991192,1508,192,1700,1700,1556,3.06,2289.51,58.91,0,0,315.14,102.9869281
2,980,S30,14,0.023,0.764,0.027,28.2962963,23.61991192,1508,45,1553,1553,1536,2.36,2291.92,58.87,0,0,311.36,131.9322034
2,980,S05,14,0.017,0.785,0.018,43.61111111,32.58285073,1508,23,1531,1531,1703,2.82,2294.87,59,0,0,0,0
2,980,S09,16,0.038,0.79,0.033,23.93939394,20.1434254,1508,21,1529,1529,1536,2.76,2290.78,59.23,0,0,0,0
2,980,M,9,0.02,0.757,0.022,34.40909091,27.78715793,1508,64,1572,1572,1580,2.25,2286.97,58.29,0,0,258.4,114.8444444
2,980,S05,15,0.033,0.746,0.029,25.72413793,22.31802259,1508,89,0,1597,1597,2.53,2292.22,59.15,0,0,0,0
2,980,S10,14,0.024,0.689,0.026,26.5,24.33786233,1508,54,0,1562,1562,2.7,2291.35,59,0,0,279.76,103.6148148
2,980,S15,9,0.029,0.756,0.023,32.86956522,26.82423957,1508,46,1554,1554,1554,3.15,2286.95,58.91,0,0,0,0
2,980,S20,14,0.023,0.73,0.027,27.03703704,23.61991192,1508,33,1541,1541,1537,3.43,2289.51,58.88,0,0,315.75,92.05539359
2,980,S25,17,0.02,0.741,0.021,35.28571429,28.83191546,1508,51,1559,1559,1559,2.61,2290.49,58.94,0,0,0,0
2,980,S29,17,0.023,0.787,0.035,22.48571429,19.22466134,1508,57,1565,1565,1565,2.48,2288.87,58.95,0,0,307.17,123.858871
2,980,S06,14,0.018,0.725,0.026,27.88461538,24.33786233,1508,189,1697,1697,1550,2.79,2291,59.25,0,0,250.59,89.8172043
2,980,S14,10,0.022,0.734,0.028,26.21428571,22.94811947,1508,57,1565,1565,1565,2.29,2291.57,58.89,0,0,304.59,133.0087336
2,980,S20,5,0.025,0.862,0.036,23.94444444,18.79974161,1508,38,1546,1546,1553,2.23,2295.05,59.11,0,0,269.07,120.6591928
2,980,S29,7,0.034,0.803,0.027,29.74074074,23.61991192,1508,48,1556,1556,1556,2.57,2293.59,59.21,0,0,0,0
2,980,S05,12,0.032,0.723,0.028,25.82142857,22.94811947,1508,52,1560,1560,1560,2.69,2294.58,58.85,0,0,0,0
2,909,S15,10,0.023,1.067,0.023,46.39130435,26.82423957,1506,59,1565,1565,1565,2.41,2292.59,58.76,0,0,281.5,116.8049793
2,909,S05,9,0.027,1.078,0.029,37.17241379,22.31802259,1506,52,1558,1558,1532,2.61,2292.03,58.89,0,0,0,0
2,909,S10,7,0.031,1.007,0.023,43.7826087,26.82423957,1506,37,1543,1543,1533,2.34,2291.49,58.99,0,0,311.99,133.3290598
2,909,S15,14,0.029,1.057,0.024,44.04166667,25.93359266,1506,57,1563,1563,1552,2.67,2295,59.04,0,0,302.23,113.1947566
2,909,S20,8,0.025,1.035,0.015,69,37.65403131,1506,53,1559,1559,1559,2.84,2297.41,59.04,0,0,0,0
2,909,M,11,0.029,1.04,0.019,54.73684211,31.21470086,1506,59,0,1565,1565,2.31,2313.51,58.46,0,0,255.56,110.6320346
2,909,S01,15,0.029,1.043,0.026,40.11538462,24.33786233,1506,35,0,1541,1541,2.71,2321.91,58.91,0,0,0,0
2,909,S15,7,0.027,1.023,0.029,35.27586207,22.31802259,1506,50,1556,1556,1556,2.24,2319.98,59.17,0,0,278.73,124.4330357
2,909,M,9,0.031,1.07,0.029,36.89655172,22.31802259,1506,67,1573,1573,1573,2.14,2319.67,58.76,0,0,256.87,120.0327103
2,909,M,0,0.028,1.028,0.029,35.44827586,22.31802259,1506,189,0,1695,1695,2.47,2320.9,57.75,0,0,284.21,115.0647773
2,909,M,6,0.035,1.055,0.017,62.05882353,34.09448306,1506,76,1582,1582,1703,2.13,2325.97,58.45,0,0,266.97,125.3380282
2,980,S05,9,0.03,0.754,0.027,27.92592593,23.61991192,1508,195,1703,1703,1550,2.8,2331.95,59.16,0,0,315.19,112.5678571
2,980,S10,12,0.024,0.715,0.035,20.42857143,19.22466134,1508,50,1558,1558,1558,2.62,2327.53,59.04,0,0,315.63,120.4694656
2,980,S15,16,0.026,0.779,0.028,27.82142857,22.94811947,1508,42,0,1550,1550,3,2331.61,58.99,0,0,314.85,104.95
2,909,S24,6,0.036,1.1,0.018,61.11111111,32.58285073,1506,34,1540,1540,1540,3.11,2329.49,59.01,0,0,315.22,101.3569132
2,909,S10,4,0.027,1.05,0.028,37.5,22.94811947,1506,38,1544,1544,1544,2.34,2342.05,59.01,0,0,311.71,133.2094017
2,909,M,10,0.025,1.055,0.025,42.2,25.10710746,1506,57,0,1563,1563,2.24,2327.36,58.51,0,0,264.25,117.96875
2,909,M,8,0.027,1.1,0.012,91.66666667,44.94691449,1506,83,1589,1589,1589,2.18,2327.29,58.4,0,0,256.85,117.8211009
2,909,M,20,0.019,1.025,0.017,60.29411765,34.09448306,1506,59,0,1565,1565,2.62,2329.61,58.49,0,0,312.72,119.3587786
2,909,S05,11,0.038,1.08,0.023,46.95652174,26.82423957,1506,49,1555,1555,1555,2.81,2333.52,59.05,0,0,315.33,112.2170819
2,909,S10,9,0.024,1.04,0.019,54.73684211,31.21470086,1506,16,0,1522,1522,2.55,2332.99,58.9,0,0,316.32,124.0470588
2,909,S15,6,0.028,1.048,0.028,37.42857143,22.94811947,1506,41,1547,1547,1547,2.62,2335.02,59.1,0,0,315.32,120.351145
2,909,S20,7,0.036,1.04,0.028,37.14285714,22.94811947,1506,38,1544,1544,1544,2.39,2334.31,59.04,0,0,300.93,125.9121339
2,909,S25,6,0.027,1.075,0.029,37.06896552,22.31802259,1506,43,1549,1549,1549,2.92,2336.23,58.85,0,0,314.37,107.6609589
2,909,M,11,0.021,1.044,0.022,47.45454545,27.78715793,1506,73,1579,1579,1577,2.22,2329.1,58.12,0,0,259.52,116.9009009
2,1071,S05,9,0.022,1.04,0.032,32.5,20.64126415,1505,33,0,1538,1538,2.78,2333.76,59.07,0,0,313.07,112.6151079
2,909,S10,13,0.024,1.034,0.031,33.35483871,21.1678094,1506,54,1560,1560,1560,2.41,2332.83,59.14,0,0,311.84,129.3941909
2,980,S19,3,0.028,0.75,0.023,32.60869565,26.82423957,1508,34,1542,1542,1542,2.93,2330.12,59.16,0,0,313.86,107.1194539
2,909,S24,10,0.021,1.039,0.035,29.68571429,19.22466134,1506,39,1545,1545,1548,3.03,2331.68,58.96,0,0,312.99,103.2970297
2,909,S05,6,0.025,1.042,0.029,35.93103448,22.31802259,1506,48,1554,1554,1554,2.78,2330.37,58.63,0,0,313.03,112.6007194
2,909,S10,4,0.021,1.052,0.033,31.87878788,20.1434254,1506,35,0,1541,1541,3.19,2332.45,59.07,0,0,313.63,98.31661442
2,909,S15,13,0.031,1.085,0.029,37.4137931,22.31802259,1506,37,1543,1543,1543,2.92,2331.38,58.76,0,0,313.51,107.3664384
2,976,M,2,0.019,0.995,0.024,41.45833333,25.93359266,1510,76,1586,1586,1640,2.34,2306.96,58.47,0,0,289.43,123.6880342
2,980,S11,13,0.017,0.746,0.024,31.08333333,25.93359266,1508,50,1558,1558,1550,2.74,2310.44,59.06,0,0,0,0
2,980,S15,4,0.018,0.722,0.027,26.74074074,23.61991192,1508,49,1557,1557,1561,2.74,2308.74,58.9,0,0,0,0
2,980,S20,13,0.028,0.743,0.027,27.51851852,23.61991192,1508,45,1553,1553,1547,2.86,2311.55,59.09,0,0,0,0
2,980,S24,13,0.024,0.735,0.029,25.34482759,22.31802259,1508,49,1557,1557,1554,2.91,2307.07,59.15,0,0,0,0
2,980,M,10,0.032,0.736,0.019,38.73684211,31.21470086,1508,73,1581,1581,1585,2.43,2303.19,58.47,0,0,266.16,109.5308642
2,980,S05,7,0.025,0.724,0.023,31.47826087,26.82423957,1508,37,1545,1545,1535,2.88,2307.59,59.05,0,0,0,0
2,980,S15,9,0.023,0.753,0.017,44.29411765,34.09448306,1508,50,0,1558,1558,3.27,2309.98,59.04,0,0,0,0
2,980,S25,14,0.023,0.779,0.017,45.82352941,34.09448306,1508,62,0,1570,1570,3.07,2308.21,58.98,0,0,0,0
2,980,S05,14,0.034,0.742,0.022,33.72727273,27.78715793,1508,63,1571,1571,1571,2.65,2311.02,59.1,0,0,0,0
2,980,S05,12,0.03,0.713,0.023,31,26.82423957,1508,48,1556,1556,1559,2.65,2313.22,58.83,0,0,0,0
2,909,M,9,0.022,1.045,0.023,45.43478261,26.82423957,1506,61,1567,1567,1547,2.39,2304.24,58.57,0,0,274.47,114.8410042
2,909,S15,3,0.029,1.038,0.025,41.52,25.10710746,1506,58,1564,1564,1560,3.19,2307.55,58.86,0,0,0,0
2,909,S20,8,0.024,1.038,0.027,38.44444444,23.61991192,1506,27,0,1533,1533,2.94,2307.6,58.8,0,0,0,0
2,909,M,8,0.024,1.08,0.021,51.42857143,28.83191546,1506,72,1578,1578,1584,2.29,2302.58,58.36,0,0,305.52,133.4148472
2,909,S10,5,0.026,1.09,0.025,43.6,25.10710746,1506,54,1560,1560,1560,2.67,2310.73,59.01,0,0,0,0
2,909,S20,7,0.033,1.045,0.026,40.19230769,24.33786233,1506,44,1550,1550,1550,2.85,2307.11,58.91,0,0,0,0
2,909,S24,7,0.021,1.013,0.03,33.76666667,21.72572514,1506,50,1556,1556,1550,2.93,2308.38,58.88,0,0,0,0
2,909,S30,9,0.023,1.056,0.025,42.24,25.10710746,1506,50,1556,1556,1556,2.99,2310.27,59.44,0,0,0,0
2,909,M,6,0.034,1.087,0.011,98.81818182,48.15942887,1506,66,1572,1572,1566,2.43,2303.34,58.79,0,0,311.37,128.1358025
2,909,S10,6,0.03,1.055,0.028,37.67857143,22.94811947,1506,49,1555,1555,1555,2.49,2309.73,59.16,0,0,0,0
2,909,S20,9,0.026,1.074,0.017,63.17647059,34.09448306,1506,49,1555,1555,1555,2.47,2308.85,59.06,0,0,0,0
2,909,S25,9,0.027,1.03,0.033,31.21212121,20.1434254,1506,35,0,1541,1541,2.64,2307.77,58.85,0,0,0,0
2,980,S05,7,0.024,0.763,0.02,38.15,29.96988564,1508,50,1558,1558,1555,2.9,2309.32,59.07,0,0,0,0
2,980,S10,7,0.014,0.701,0.018,38.94444444,32.58285073,1508,26,0,1534,1534,2.7,2303.27,59.09,0,0,0,0
2,980,S20,4,0.024,0.76,0.025,30.4,25.10710746,1508,51,1559,1559,1559,2.83,2303.98,58.84,0,0,0,0
2,980,S25,5,0.018,0.783,0.027,29,23.61991192,1508,23,1531,1531,1529,3.14,2305.87,59.03,0,0,0,0
2,980,M,5,0.024,0.728,0.018,40.44444444,32.58285073,1508,73,1581,1581,1581,2.42,2299.36,58.74,0,0,285.96,118.1652893
2,980,S05,4,0.019,0.75,0.025,30,25.10710746,1508,54,1562,1562,1562,2.73,2307.47,58.89,0,0,0,0
2,980,M,10,0.025,0.787,0.028,28.10714286,22.94811947,1508,59,1567,1567,1567,2.35,2297.68,58.57,0,0,310.72,132.2212766
2,980,M,3,0.018,0.724,0.016,45.25,35.77449321,1508,56,1564,1564,1589,2.26,2294.97,58.8,0,0,271.91,120.3141593
2,980,M,0,0.02,0.763,0.02,38.15,29.96988564,1508,54,1562,1562,1548,2.41,2293.2,55.32,0,0,274.96,114.0912863
2,980,S05,8,0.033,0.73,0.017,42.94117647,34.09448306,1508,44,1552,1552,1552,2.55,2303.16,59.26,0,0,0,0
2,980,S10,8,0.016,0.8,0.008,100,62.00271238,1508,45,0,1553,1553,2.8,2306.48,58.63,0,0,0,0
2,980,S19,6,0.034,0.735,0.03,24.5,21.72572514,1508,59,1567,1567,1555,2.69,2300.71,58.67,0,0,0,0
