grade,grade_s,seq_no,grade_mn,l_temp,dd,p,mn,s,mn_s,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,980,S15,B,1.184268149,1.398225354,1.438796991,-1.174306785,0.1670652188,-0.5783247836,-1.544467924,-1.451233459,1.654516869,1.209551075,-0.2235703414,0.6806920929,-0.2235703414,-0.2235703414,-0.06934357842
F,980,S20,B,1.184268149,1.494765758,1.680152916,-1.269289985,0.01918863611,-0.4534520526,0.4037855791,0.4997294752,1.246365514,1.256277099,-0.1713905957,0.6982680626,-0.1713905957,-0.1713905957,0.0966204011
F,980,S25,B,1.184268149,1.67119889,1.301440841,-0.2227507068,0.3125471872,-0.56827385,1.04371087,1.147642182,0.2952436201,1.251597506,-0.2115637736,0.5925587316,-0.2115637736,-0.2115637736,0.4661890848
F,976,S30,C,1.22964243,1.294505161,1.227010189,0.2791361573,-0.1589634887,0.5051717206,-0.2224775285,0.01812248062,1.358336941,1.227467223,-0.3344506171,0.08618364244,-0.3344506171,-0.3344506171,-0.3656178907
F,909,M,C,1.140568197,0.7473830949,1.987983746,0.4958081585,-0.8787350101,1.062736773,1.114301405,1.147642182,-1.123270662,1.144558504,-0.7502319272,0.1118933983,-0.7502319272,-0.7502319272,1.112320378
F,909,S10,C,1.140568197,0.7473830949,1.438796991,0.3355781168,-0.6955501243,0.8854198,-1.174306785,-1.269886601,-0.7922116181,1.217341323,-0.7050856059,0.02638581697,-0.7050856059,-0.7050856059,0.874821065
F,980,S10,B,1.184268149,1.585438488,1.564137239,0.2304065296,2.948862976,-1.919994446,-1.278890629,-1.180168426,-1.123270662,0.1979567714,-0.7896611137,0.08618364244,-0.7896611137,-0.7896611137,0.9441385088
F,980,M,B,1.184268149,0.9153534948,1.062621986,-0.490391186,0.3125471872,-0.6178431816,0.9835755309,1.077381642,-2.199328665,0.1762604846,-0.867033092,0.1735544821,-0.867033092,-0.867033092,1.321073923
F,980,S23,B,1.184268149,1.294505161,1.680152916,0.1795093939,1.207338727,-0.9784014245,-0.1492551191,-0.05545885189,-1.061799757,0.2099289133,-0.8631587669,0.2091116938,-0.8631587669,-0.8631587669,1.037300136
F,980,M,B,1.184268149,1.905459871,1.438796991,-0.3724644207,-0.1589634887,-0.1957831136,0.4664861886,0.5607732007,-1.370504572,0.1379463757,-0.8477891796,0.2183818343,-0.8477891796,-0.8477891796,1.134357319
F,980,S10,B,1.184268149,1.398225354,1.940073482,-1.462787957,0.3125471872,-0.7748242012,-0.7726672591,-0.681700344,-0.8258521908,0.1686868645,-0.8281030145,-0.1846573923,-0.8281030145,-0.8281030145,0.5369173783
F,980,S15,B,1.184268149,1.398225354,1.438796991,-0.2331440048,1.207338727,-1.249849706,-0.6072341778,-0.4876880963,-0.2791361573,0.1865552503,-0.8787350101,0.2183818343,-0.8787350101,-0.8787350101,0.4425509353
F,980,S20,B,1.184268149,1.752768171,1.680152916,-0.6405815356,2.015982281,-1.890538735,-1.363719858,-1.269886601,-0.240269679,0.1654440123,-0.8616126606,0.5057773362,-0.8616126606,-0.8616126606,0.6207486054
F,980,S25,B,1.184268149,1.494765758,1.788659369,-0.7973281563,0.3125471872,-0.6563664871,-0.9651546428,-0.8608403793,1.442127439,0.1778847045,-0.9105461547,0.8666450743,-0.9105461547,-0.9105461547,0.04211826126
F,980,M,B,1.184268149,1.585438488,2.169068098,-0.9643058242,0.3125471872,-0.6850662004,1.079288178,1.179633874,-1.123270662,0.1903529903,-0.8608403793,0.1735544821,-0.8608403793,-0.8608403793,1.019214357
F,980,S10,B,1.184268149,1.494765758,1.502774448,-0.1870976186,-1.065553435,0.5421575551,-0.6072341778,-0.4876880963,0.1979567714,0.1627429653,-0.8949250935,0.597330042,-0.8949250935,-0.8949250935,0.3827671653
F,980,S15,B,1.184268149,1.294505161,1.940073482,-0.244386178,0.1670652188,-0.4410818652,-0.07575626323,0.01812248062,-0.0234534883,0.1800510621,-0.8826624631,0.6517458005,-0.8826624631,-0.8826624631,0.5780098113
F,980,S20,B,1.184268149,1.67119889,1.502774448,-0.490391186,0.1670652188,-0.4843891499,0.2819080281,0.3616320024,0.229312024,0.1919814307,-0.884237261,0.7136539186,-0.884237261,-0.884237261,0.4567032853
F,980,S25,A,1.184268149,1.181716159,1.227010189,-1.628880614,0.01918863611,-0.7309499967,-0.0005329849869,0.09046418936,0.6908060492,0.1990439505,-0.9170194109,0.4238174985,-0.9170194109,-0.9170194109,0.01279198794
F,980,M,B,1.184268149,1.585438488,1.438796991,-0.05305688599,-1.435375591,0.8759938393,0.7701553609,0.850847002,-1.940598155,0.1546468623,-0.8470259621,-0.06346779445,-0.8470259621,-0.8470259621,1.012962579
F,980,S10,B,1.184268149,1.585438488,0.8676272047,-0.1027802769,-0.5106289695,0.1387535412,0.2175631371,0.2971927317,1.39688053,0.1903529903,-0.9049131957,0.9831433501,-0.9049131957,-0.9049131957,0.2170174199
F,980,S20,B,1.184268149,1.494765758,1.987983746,-0.7973281563,1.419870682,-1.520327592,-0.8639325942,-0.7737452801,0.5729780162,0.1530288744,-0.8873934548,0.8288542218,-0.8873934548,-0.8873934548,0.4174124079
F,980,M,B,1.184268149,1.398225354,2.034766236,-0.6887776302,0.6445126823,-0.9214921533,0.9550142575,1.035931945,-2.424976517,0.2159261794,-0.8795194152,-0.03518426541,-0.8795194152,-0.8795194152,1.16532644
F,980,S05,B,1.184268149,1.752768171,1.680152916,-0.5452469715,0.1670652188,-0.4885887294,-0.2224775285,-0.1333741194,0.3367060432,0.2339655872,-0.9057161441,0.1457528211,-0.9057161441,-0.9057161441,-0.04158480931
F,980,S10,B,1.184268149,0.7473830949,1.502774448,-0.3724644207,0.9883417018,-1.132331205,0.3403747726,0.4317021574,0.3367060432,0.228491325,-0.9178312708,-0.06346779445,-0.9178312708,-0.9178312708,-0.2039391884
F,980,S15,B,1.184268149,1.398225354,1.987983746,-1.462787957,-0.8787350101,0.237801737,-0.3080729924,-0.2164717674,0.1979567714,0.2405439849,-0.9276212276,0.5814776716,-0.9276212276,-0.9276212276,0.375322284
F,980,S19,B,1.184268149,1.294505161,1.227010189,-1.118774783,-0.1589634887,-0.2988642975,-0.6072341778,-0.4876880963,-0.4727349389,0.2115637736,-0.9470555733,0.2183818343,-0.9470555733,-0.9470555733,0.6008376596
F,980,S24,B,1.184268149,1.585438488,1.502774448,-0.5164059483,-1.065553435,0.4982203702,-1.544467924,-1.451233459,1.048316355,0.2023069052,-0.9630338975,0.8183794563,-0.9630338975,-0.9630338975,0.1800510621
F,980,S30,B,1.184268149,1.585438488,1.062621986,0.07762720487,0.6445126823,-0.716406851,-1.278890629,-1.180168426,1.281309287,0.1968698262,-1.108371363,0.8183794563,-1.108371363,-1.108371363,0.05332375572
F,980,M,B,1.184268149,1.181716159,1.564137239,-0.5164059483,-0.8787350101,0.3446136258,0.5234222889,0.6078751939,-1.061799757,-0.8432172494,-0.4145066702,-0.1846573923,-0.4145066702,-0.4145066702,0.5412317397
F,980,S05,B,1.184268149,1.181716159,1.564137239,0.05198944467,0.1670652188,-0.3533936797,-0.7726672591,-0.681700344,0.2952436201,-0.8554487133,-0.3400924006,0.6043526853,-0.3400924006,-0.3400924006,0.2427390853
F,980,S10,B,1.184268149,1.294505161,1.062621986,-0.1027802769,2.015982281,-1.760943733,-0.9651546428,-0.8608403793,-0.0495879164,-0.9214921533,-0.3392454471,0.5871674985,-0.3392454471,-0.3392454471,0.4296554279
F,980,S14,B,1.184268149,1.294505161,1.371839102,-1.395467991,-0.1589634887,-0.3465938736,-0.5112362673,-0.3965678592,-0.3499917538,-0.9182374277,-0.337270167,0.3556639021,-0.337270167,-0.337270167,0.4967123991
F,980,S05,B,1.184268149,1.752768171,1.371839102,-0.6887776302,0.1670652188,-0.5039610447,-2.018019808,-1.965726476,1.281309287,-0.8600686112,-0.3423521384,0.5689003438,-0.3423521384,-0.3423521384,-0.2553839884
F,980,M,B,1.184268149,1.585438488,1.438796991,-0.2600673503,0.3125471872,-0.5802158244,1.114301405,1.216782426,-1.763461611,0.4650010809,-0.8401790644,0.5539252214,-0.8401790644,-0.8401790644,1.63392241
F,980,S05,B,1.184268149,1.752768171,1.227010189,0.1151119751,0.9883417018,-0.9383283469,-0.7726672591,-0.681700344,-0.1946966321,0.5667085901,-0.3514087285,0.3641936955,-0.3514087285,-0.3514087285,0.5307712703
F,980,S10,B,1.184268149,1.494765758,1.564137239,-0.6405815356,0.3125471872,-0.6353553483,0.07735991101,0.1670652188,-0.1551862814,0.5957380991,-0.2997003934,0.6043526853,-0.2997003934,-0.2997003934,0.6908060492
F,980,S15,B,1.184268149,1.905459871,1.227010189,-0.6405815356,0.1670652188,-0.4979186855,-1.641051468,-1.555094968,-0.3499917538,0.6017955652,-0.3948386904,0.3556639021,-0.3948386904,-0.3948386904,0.6686464586
F,980,S20,B,1.184268149,2.746059858,1.735254471,-1.269289985,0.6445126823,-0.9918221581,-1.068850263,-0.9541736558,1.111825803,0.6389464785,0.07415281025,0.9487260911,0.07415281025,0.07415281025,0.3519757158
F,980,S25,B,1.184268149,2.478788432,1.227010189,-0.411604428,-0.1589634887,-0.2004032554,-0.1492551191,-0.05545885189,0.2952436201,0.581793278,-0.1357943723,0.8288542218,-0.1357943723,-0.1357943723,0.5906539843
F,980,S30,B,1.184268149,1.905459871,1.564137239,0.1611229081,0.8057795411,-0.7849380354,0.9835755309,1.077381642,-0.3002579071,0.6454970249,-0.3839144066,0.9227151947,-0.3839144066,-0.3839144066,1.18660954
F,980,M,B,1.184268149,1.585438488,1.227010189,-1.269289985,0.01918863611,-0.4534520526,0.6600068784,0.7358321177,-1.657667248,0.7157181095,-0.8386628769,0.4343363281,-0.8386628769,-0.8386628769,1.5245735
F,980,S05,B,1.184268149,1.294505161,1.227010189,-0.4311171934,1.207338727,-1.286778852,-1.830393262,-1.752217949,2.051820455,0.6996289672,-0.6699800495,0.8666450743,-0.6699800495,-0.6699800495,-0.04585276903
F,980,S10,B,1.184268149,1.585438488,1.14776293,-0.7449457993,-0.3347324521,-0.1017087205,-1.278890629,-1.180168426,1.281309287,0.7030369142,-0.6773362391,1.025055462,-0.6773362391,-0.6773362391,0.3850621535
F,980,S15,B,1.184268149,0.9153534948,1.987983746,-1.419140828,1.207338727,-1.492968394,-0.9651546428,-0.8608403793,1.020559214,0.7403812715,-0.6894534546,0.9702622308,-0.6894534546,-0.6894534546,0.4431388307
F,980,S25,B,1.184268149,1.398225354,1.735254471,0.0733511555,0.6445126823,-0.7202010245,-0.2224775285,-0.1333741194,0.2952436201,0.7566030914,-0.7030369142,0.8228575841,-0.7030369142,-0.7030369142,0.614299174
F,980,S30,B,1.184268149,1.67119889,1.623181925,0.147638449,0.6445126823,-0.6491116487,-0.5112362673,-0.3965678592,0.08431140424,0.7312981411,-0.7672905569,0.7769847541,-0.7672905569,-0.7672905569,0.6894534546
F,980,S35,B,1.184268149,1.294505161,1.502774448,-1.368462539,0.4778069945,-0.9021074582,-1.174306785,-1.066964941,0.1662545609,0.6827092885,-0.7889333413,0.7922116181,-0.7889333413,-0.7889333413,0.6514162845
F,980,M,B,1.184268149,0.9153534948,1.564137239,-0.6887776302,-1.251597506,0.6405815356,1.468247531,1.661893515,-1.657667248,0.7129665306,-0.8303580415,0.1554560079,-0.8303580415,-0.8303580415,1.252764833
F,980,S05,B,1.184268149,1.181716159,1.062621986,-0.5164059483,0.8057795411,-1.011183615,-0.0005329849869,0.09046418936,-0.0733511555,0.6586820901,-0.8258521908,0.6894534546,-0.8258521908,-0.8258521908,0.7037194832
F,980,S09,C,1.184268149,1.67119889,1.680152916,0.2419157861,0.8057795411,-0.3352962019,-0.7726672591,-0.681700344,-0.2159261794,0.7319946958,-0.859297355,0.6415633922,-0.859297355,-0.859297355,0.7947672864
F,980,S20,B,1.184268149,1.585438488,1.564137239,-0.05305688599,0.3125471872,-0.5157970364,0.4037855791,0.4997294752,0.08431140424,0.7009911689,-0.9017072182,0.8375270004,-0.9017072182,-0.9017072182,0.7467055228
F,980,M,B,1.184268149,1.585438488,1.438796991,-1.151253656,0.01918863611,-0.4334579372,0.5234222889,0.6078751939,-0.7626486293,-0.8965171767,-0.68405563,0.3821937336,-0.68405563,-0.68405563,0.8953229015
F,980,S05,B,1.184268149,1.585438488,1.438796991,-0.9073237955,0.1670652188,-0.5363018578,0.4664861886,0.5607732007,0.9913864443,-1.024604905,-0.3451792727,0.7769847541,-0.3451792727,-0.3451792727,0.03198455029
F,980,S10,B,1.184268149,1.830706637,1.735254471,0.07762720487,0.1670652188,-0.3341688087,-2.119824626,-2.07649512,0.08431140424,-1.104439558,-0.3988752646,0.08618364244,-0.3988752646,-0.3988752646,-0.08538121803
F,980,S20,B,1.184268149,1.398225354,0.9700367136,0.147638449,2.233505496,-1.726811216,-0.6897914849,-0.579900507,0.1979567714,-0.9651546428,-0.4531567241,0.3913838852,-0.4531567241,-0.4531567241,0.1067996746
F,980,S05,B,1.184268149,1.752768171,1.371839102,0.03065143418,-1.609116365,1.117778766,0.2175631371,0.2971927317,-0.0495879164,-0.8953229015,-0.3853491694,0.7867525266,-0.3853491694,-0.3853491694,0.6078751939
F,980,M,B,1.184268149,1.752768171,1.788659369,-1.151253656,-0.1589634887,-0.3044422488,1.225770837,1.347687615,-0.897314071,-0.867033092,-0.753767686,0.5139714464,-0.753767686,-0.753767686,1.095654839
F,980,S10,B,1.184268149,0.5284798581,1.301440841,-0.244386178,-0.3347324521,-0.03491760918,-1.278890629,-1.180168426,-0.3002579071,-0.9375009082,-0.4156685439,0.1887250544,-0.4156685439,-0.4156685439,0.324883854
F,980,S20,B,1.184268149,1.181716159,2.034766236,-0.8512297892,1.207338727,-1.402558754,0.07735991101,0.1670652188,0.3367060432,-0.9121608847,-0.4255673521,0.6517458005,-0.4255673521,-0.4255673521,0.2570362949
F,980,S25,B,1.184268149,1.294505161,1.564137239,-0.7973281563,2.015982281,-1.93536983,-1.830393262,-1.752217949,0.1382154209,-0.8654818031,-0.4343363281,0.3641936955,-0.4343363281,-0.4343363281,0.1368702948
F,980,M,B,1.184268149,1.752768171,1.502774448,0.03065143418,0.4778069945,-0.6081957956,0.9268020065,0.9961896974,-1.370504572,-0.8386628769,-0.8102118747,0.2091116938,-0.8102118747,-0.8102118747,1.008521154
F,980,S05,B,1.184268149,1.585438488,1.301440841,-0.1870976186,-0.1589634887,-0.162202899,-1.174306785,-1.066964941,0.4191575421,-0.8535291373,-0.7608676445,0.3485754816,-0.7608676445,-0.7608676445,-0.02558606953
F,980,S10,B,1.184268149,1.494765758,0.8676272047,-0.3724644207,0.1670652188,-0.4679723259,-0.1492551191,-0.05545885189,0.2600673503,-0.8740398835,-0.7730264996,0.1033160992,-0.7730264996,-0.7730264996,-0.1551862814
F,980,S20,B,1.184268149,1.67119889,1.301440841,-0.490391186,0.9883417018,-1.150220275,1.840446289,2.502483032,-0.2606187073,-0.8035693019,-0.9516558859,0.7054273422,-0.9516558859,-0.9516558859,0.7030369142
F,980,M,B,1.184268149,1.752768171,1.564137239,-1.196364555,0.4778069945,-0.8566019734,1.50196353,1.708176178,-2.060648421,-0.7347844754,-1.334587223,0.4121845984,-1.334587223,-1.334587223,1.416228945
F,980,M,B,1.184268149,2.113917905,1.227010189,-0.3724644207,-0.1589634887,-0.1957831136,0.8116928591,0.8977127319,-1.561376084,-0.8191246698,-1.317256985,0.240269679,-1.317256985,-1.317256985,1.087916578
F,980,S05,B,1.184268149,2.178976696,1.680152916,-0.1167217086,0.3125471872,-0.5384570704,-1.544467924,-1.451233459,0.05545885189,-1.289834206,-0.8116928591,0.5761211796,-0.8116928591,-0.8116928591,0.2969142182
F,980,S10,B,1.184268149,2.113917905,1.14776293,0.2074776731,0.6445126823,-0.5613970455,0.07735991101,0.1670652188,0.229312024,-1.216223908,-0.9609174748,0.806886138,-0.9609174748,-0.9609174748,0.4087056488
F,980,S14,B,1.184268149,0.7473830949,1.14776293,-1.495409627,0.4778069945,-0.9239396178,0.1497940956,0.2394468698,-0.4727349389,-1.158000815,-1.564086948,-0.1898102891,-1.564086948,-1.564086948,0.08431140424
F,980,S19,B,1.184268149,2.113917905,1.623181925,-0.07602352422,1.628880614,-1.466683189,0.07735991101,0.1670652188,-0.5900195448,-1.151770807,-1.708176178,0.2183818343,-1.708176178,-1.708176178,0.5617090497
F,980,M,B,1.184268149,1.494765758,0.9700367136,-0.1870976186,0.6445126823,-0.8337485225,0.8925412127,0.9643058242,-2.750323442,-0.0966204011,-0.9041108302,0.4970139028,-0.9041108302,-0.9041108302,1.790600471
F,980,S05,B,1.184268149,1.056959105,1.371839102,-1.338493246,0.01918863611,-0.4626270383,-0.4069680298,-0.3010943526,0.229312024,0.03945111833,-0.6827092885,0.6415633922,-0.6827092885,-0.6827092885,0.3867847259
F,980,S14,B,1.184268149,1.494765758,1.371839102,-0.4311171934,-0.1589634887,-0.2058442062,0.3403747726,0.4317021574,0.1662545609,1.036387793,-0.1084079134,0.4238174985,-0.1084079134,-0.1084079134,0.375894224
F,980,M,B,1.184268149,1.398225354,2.125244022,-0.7136539186,-0.5106289695,0.02958498062,1.137914267,1.257451304,-1.123270662,-2.018019808,-0.7312981411,0.597330042,-0.7312981411,-0.7312981411,1.09468397
F,980,S04,B,1.184268149,1.181716159,1.840515308,-1.269289985,0.9883417018,-1.302177766,-1.068850263,-0.9541736558,-0.0234534883,-2.153789995,-0.8356362702,0.5871674985,-0.8356362702,-0.8356362702,0.2399953912
F,980,S19,B,1.184268149,1.181716159,1.502774448,-0.244386178,0.1670652188,-0.4410818652,-0.3080729924,-0.2164717674,0.4546337627,0.1903529903,-1.116286816,0.1887250544,-1.116286816,-1.116286816,-0.06400186305
F,980,S24,B,1.184268149,1.398225354,1.371839102,0.09635266525,0.8057795411,-0.8367703494,-1.174306785,-1.066964941,0.7712312928,0.2304065296,-1.743623572,0.09394335106,-1.743623572,-1.743623572,-0.2460339339
F,980,M,B,1.184268149,1.294505161,1.564137239,-0.3724644207,0.1670652188,-0.4679723259,0.62819753,0.6962291266,-1.763461611,0.513667348,-0.8493170981,0.5356865405,-0.8493170981,-0.8493170981,1.619908346
F,980,S05,B,1.184268149,0.5284798581,1.438796991,-0.3724644207,1.207338727,-1.269289985,0.1497940956,0.2394468698,1.39688053,0.5467936315,0.1059956591,0.5539252214,0.1059956591,0.1059956591,-0.1854706782
F,909,S15,C,1.140568197,1.494765758,1.564137239,1.09857366,-0.1589634887,0.6491116487,-1.363719858,-1.451233459,1.39688053,0.6104417616,0.02398662323,0.4798990585,0.02398662323,0.02398662323,-0.2235703414
F,909,S25,C,1.140568197,1.181716159,1.438796991,1.131319889,2.015982281,-0.5399980402,-1.278890629,-1.356997345,1.871776665,0.5811621231,-0.1765311555,0.6043526853,-0.1765311555,-0.1765311555,-0.2361572476
F,909,S30,C,1.140568197,1.905459871,1.14776293,0.9741095942,-0.1589634887,0.6350292885,-1.363719858,-1.451233459,1.358336941,0.6213949664,-0.2252100619,0.6356814756,-0.2252100619,-0.2252100619,-0.08698612234
F,909,M,C,1.140568197,1.585438488,1.564137239,0.3142266198,-0.5106289695,0.7651460802,1.079288178,1.112815225,-1.001896069,0.6285221854,-0.7509383277,0.3485754816,-0.7509383277,-0.7509383277,1.204031241
F,909,M,C,1.140568197,1.905459871,1.735254471,0.4807963002,0.3125471872,0.249606371,0.07735991101,0.01812248062,-1.561376084,0.5900195448,-0.8311106559,0.1955114716,-0.8311106559,-0.8311106559,1.243473536
F,909,M,C,1.140568197,1.905459871,1.890949724,0.4130551142,0.4778069945,0.1387535412,1.04371087,1.077381642,-1.123270662,0.6268995701,-0.7744644607,0.4437268793,-0.7744644607,-0.7744644607,1.363044832
F,909,S05,C,1.140568197,1.830706637,1.680152916,0.7023546725,0.01918863611,0.4936998377,-0.5112362673,-0.579900507,0.229312024,0.6191338358,-0.1600431051,0.5139714464,-0.1600431051,-0.1600431051,0.3508418541
F,909,S10,C,1.140568197,1.398225354,1.371839102,0.8139176802,0.3125471872,0.2949652673,0.4664861886,0.4317021574,-0.6301464571,0.6369866617,-0.3209532746,-0.1282672437,-0.3209532746,-0.3209532746,0.4882884743
F,909,S15,C,1.140568197,1.294505161,1.301440841,0.5255628057,1.628880614,-0.4481421555,-0.7726672591,-0.8608403793,-0.545556199,0.5849525388,-0.1990439505,-0.3153467338,-0.1990439505,-0.1990439505,0.1670652188
F,909,S22,C,1.140568197,1.056959105,1.438796991,0.9741095942,1.628880614,-0.3928228173,0.4664861886,0.4317021574,0.6152649547,0.6330743453,-0.2421902009,0.4970139028,-0.2421902009,-0.2421902009,0.1665247681
F,909,S05,C,1.140568197,1.294505161,1.062621986,0.4958081585,-0.3347324521,0.6948714426,-0.2224775285,-0.3010943526,0.1118933983,0.5944656312,-0.2446607577,0.2298592424,-0.2446607577,-0.2446607577,0.2104738042
F,980,S10,B,1.184268149,1.752768171,1.438796991,-0.452861435,0.3125471872,-0.6110840317,-0.6897914849,-0.579900507,1.493781149,0.5970115324,-0.2691749911,0.6806920929,-0.2691749911,-0.2691749911,-0.1110889365
F,909,S15,C,1.140568197,1.398225354,1.623181925,0.7551846298,0.4778069945,0.1870976186,-1.068850263,-1.180168426,0.4546337627,0.5881176489,-0.2874582974,0.3913838852,-0.2874582974,-0.2874582974,0.1578840575
F,909,S20,C,1.140568197,1.494765758,1.564137239,0.3355781168,0.4778069945,0.1143072204,-0.07575626323,-0.1333741194,0.4546337627,0.6085164599,-0.2958003944,0.3344506171,-0.2958003944,-0.2958003944,0.1100164325
F,909,S25,C,1.140568197,1.294505161,1.438796991,0.2913487514,0.01918863611,0.4006072127,-0.6072341778,-0.681700344,0.003997397858,0.5874841564,-0.2899588003,0.1735544821,-0.2899588003,-0.2899588003,0.2350612763
F,909,S30,C,1.140568197,0.9153534948,1.680152916,0.6285221854,0.01918863611,0.4843891499,-0.9651546428,-1.066964941,-0.4979186855,0.604672603,-0.2849595905,-0.1368702948,-0.2849595905,-0.2849595905,0.3576518512
F,909,S34,C,1.140568197,1.294505161,1.890949724,0.9214921533,-0.3347324521,0.7435396798,-0.5112362673,-0.579900507,-0.5900195448,0.5764358087,-0.3024888971,-0.2085669585,-0.3024888971,-0.3024888971,0.3542447991
F,980,M,B,1.184268149,2.046792217,2.295525907,-0.452861435,0.6445126823,-0.8993088044,0.62819753,0.6962291266,-2.199328665,0.6252786037,-0.8447392639,0.06507005516,-0.8447392639,-0.8447392639,1.287388962
F,980,S05,B,1.184268149,1.97738915,1.502774448,-0.8512297892,2.508633286,-2.246607735,-0.4069680298,-0.3010943526,0.5313849758,0.6114052612,-0.1908957474,0.4691619802,-0.1908957474,-0.1908957474,0.1811345573
F,909,S10,C,1.140568197,1.056959105,1.987983746,0.7723081182,0.3125471872,0.2866251964,-0.3080729924,-0.3965678592,-0.2791361573,0.6027540233,-0.1778847045,0.2485068223,-0.1778847045,-0.1778847045,0.513667348
F,909,S20,C,1.140568197,1.181716159,1.564137239,0.7023546725,0.01918863611,0.4936998377,-0.9651546428,-1.066964941,-0.4469638976,0.6008376596,-0.1773432459,-0.2014909659,-0.1773432459,-0.1773432459,0.2493314556
F,909,M,C,1.140568197,1.830706637,1.680152916,0.7907535571,-0.5106289695,0.8397998365,1.671512686,1.969419361,-2.424976517,0.5582799996,-0.8678095193,0.2298592424,-0.8678095193,-0.8678095193,1.497859804
F,980,S10,B,1.184268149,1.181716159,1.788659369,-1.086472892,0.3125471872,-0.7122794792,-0.1492551191,-0.05545885189,-0.6301464571,0.6233356099,-0.3744646042,0.06507005516,-0.3744646042,-0.3744646042,0.6719826735
F,980,S15,B,1.184268149,0.5284798581,1.564137239,-0.01172593787,0.3125471872,-0.4946031345,-0.6072341778,-0.4876880963,1.172715141,0.5986046869,-0.2372535026,0.7566030914,-0.2372535026,-0.2372535026,0.09073177777
F,980,S20,B,1.184268149,1.056959105,1.623181925,0.2386242227,0.8057795411,-0.3974328882,0.1497940956,0.2394468698,0.4191575421,0.6570277283,-0.2504312304,0.4882884743,-0.2504312304,-0.2504312304,0.2553839884
F,980,S30,B,1.184268149,1.830706637,1.502774448,-0.05305688599,0.1670652188,-0.3974328882,0.2819080281,0.3616320024,-0.7922116181,0.5567235103,-0.6448407271,-0.04371868963,-0.6448407271,-0.6448407271,0.7098774418
F,980,M,B,1.184268149,1.67119889,0.9700367136,-0.1027802769,0.3125471872,-0.5316919036,0.5234222889,0.6078751939,-2.060648421,0.6040328294,-0.8516127011,0.1033160992,-0.8516127011,-0.8516127011,1.297216614
F,980,S05,B,1.184268149,2.113917905,1.14776293,-0.4311171934,1.207338727,-1.286778852,-1.174306785,-1.066964941,1.358336941,0.6606697071,-0.2279442779,0.806886138,-0.2279442779,-0.2279442779,0.07468727319
F,976,M,C,1.22964243,1.494765758,1.502774448,0.5443196013,-1.802646436,1.996053213,0.8116928591,0.9643058242,-1.657667248,0.6059528934,-0.7991605547,-0.2375276109,-0.7991605547,-0.7991605547,0.7940365664
F,980,S05,B,1.184268149,1.398225354,1.502774448,0.0733511555,0.4778069945,-0.5827404452,0.5802158244,0.6517458005,-0.3968561692,0.634051514,-0.3108686356,0.1033160992,-0.3108686356,-0.3108686356,0.502751107
F,980,S20,B,1.184268149,1.056959105,1.890949724,-0.1027802769,1.419870682,-1.371186521,1.7736466,2.223924579,0.2600673503,0.5868508996,-0.1949682309,0.3913838852,-0.1949682309,-0.1949682309,0.2482319822
F,980,S25,B,1.184268149,1.181716159,1.438796991,-0.4311171934,0.3125471872,-0.6059528934,-0.4069680298,-0.3010943526,0.3367060432,0.634051514,-0.2039391884,0.008794365227,-0.2039391884,-0.2039391884,-0.1003694391
F,980,M,B,1.184268149,1.905459871,1.227010189,-0.1460221646,0.6445126823,-0.8217365077,0.9835755309,1.077381642,-0.8577563738,0.5887513775,-0.6510868392,-0.05732726811,-0.6510868392,-0.6510868392,0.7460013562
F,980,S05,B,1.184268149,1.830706637,1.680152916,-0.9643058242,-0.3347324521,-0.1304170917,0.4037855791,0.4997294752,0.906921663,0.5526829297,-0.243562549,0.4798990585,-0.243562549,-0.243562549,-0.001598955566
F,980,S15,B,1.184268149,1.056959105,1.940073482,-1.462787957,-1.609116365,0.8724791183,0.3403747726,0.4317021574,1.358336941,0.5298510866,-0.280799021,0.6415633922,-0.280799021,-0.280799021,-0.09180219659
F,980,S20,B,1.184268149,2.046792217,1.840515308,-0.05305688599,-0.1589634887,-0.1188684914,-0.2224775285,-0.1333741194,1.442127439,0.6065934111,-0.2777510271,0.7208919878,-0.2777510271,-0.2777510271,-0.0575942009
F,980,S30,B,1.184268149,2.113917905,1.371839102,-1.196364555,1.419870682,-1.59946553,0.2175631371,0.2971927317,-0.4979186855,0.6314470724,-0.2899588003,-0.05092206258,-0.2899588003,-0.2899588003,0.4519758047
F,980,M,B,1.184268149,1.056959105,1.735254471,-0.8277275861,0.8057795411,-1.06979435,-0.1492551191,-0.05545885189,-1.001896069,0.1870976186,-0.7488202482,0.4691619802,-0.7488202482,-0.7488202482,1.248105716
F,980,M,B,1.184268149,1.294505161,1.840515308,-0.2600673503,-0.1589634887,-0.1786969903,0.9835755309,1.077381642,-0.6481250028,0.08805618278,-0.09554949906,0.5206737139,-0.09554949906,-0.09554949906,0.9944404054
F,980,S05,B,1.184268149,1.056959105,1.371839102,-0.3724644207,0.6445126823,-0.8822691056,0.07735991101,0.1670652188,1.542713617,0.09340802245,0.7958641629,0.8183794563,0.7958641629,0.7958641629,-0.05812807881
F,980,S10,B,1.184268149,0.7473830949,1.623181925,-0.6405815356,0.8057795411,-1.033655926,-0.7726672591,-0.681700344,1.246365514,0.05919588448,0.5849525388,0.5814776716,0.5849525388,0.5849525388,-0.1627429653
