grade,grade_s,seq_no,grade_mn,l_temp,dd,p,mn,s,mn_s,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,980,S30,B,1.184268149,1.294505161,1.301440841,-1.269289985,0.8057795411,-1.140974579,-1.363719858,-1.269886601,1.208997433,-0.4918944509,0.2121088525,0.4691619802,0.2121088525,0.2121088525,-0.2647564235
F,909,M,B,1.140568197,1.398225354,1.680152916,-0.9643058242,-1.435375591,0.7737452801,0.8925412127,0.8977127319,-1.472962246,-1.086472892,-0.8061482971,0.257862711,-0.8061482971,-0.8061482971,1.049240123
F,909,S5,C,1.140568197,1.294505161,1.371839102,0.7023546725,0.4778069945,0.1824892254,-0.8639325942,-0.9541736558,0.906921663,-1.07168539,-0.00559637131,0.3344506171,-0.00559637131,-0.00559637131,-0.2564854483
F,909,S10,C,1.140568197,1.494765758,0.7513871885,0.7023546725,-0.6955501243,0.9529140158,-0.0005329849869,-0.05545885189,1.318527164,-1.016530159,-0.02078791061,0.5814776716,-0.02078791061,-0.02078791061,-0.2669650558
F,909,S15,C,1.140568197,1.056959105,1.623181925,0.5884344837,-0.6955501243,0.9313154537,0.4037855791,0.3616320024,1.654516869,-0.949980719,-0.04371868963,0.7769847541,-0.04371868963,-0.04371868963,-0.2175631371
F,909,S20,C,1.140568197,1.585438488,1.14776293,1.518636879,0.9883417018,0.1043878331,-0.5112362673,-0.579900507,0.4915937091,-0.9354351137,-0.01225896116,0.127461204,-0.01225896116,-0.01225896116,-0.2273972991
F,909,S25,C,1.140568197,1.398225354,1.502774448,1.152806036,-0.1589634887,0.6583510736,0.3403747726,0.2971927317,0.1382154209,-0.9129691422,-0.140906426,-0.05732726811,-0.140906426,-0.140906426,-0.2093840848
F,909,S30,C,1.140568197,1.585438488,1.14776293,0.4807963002,-0.6955501243,0.9145874492,-0.4069680298,-0.4876880963,0.08431140424,-0.8724791183,-0.1627429653,0.257862711,-0.1627429653,-0.1627429653,0.08003310152
F,980,M,B,1.184268149,1.752768171,0.613505051,-1.269289985,0.01918863611,-0.4534520526,0.8925412127,0.9643058242,-1.657667248,-0.970689006,-0.8273522743,0.5356865405,-0.8273522743,-0.8273522743,1.39194877
F,909,M,C,1.140568197,2.046792217,1.14776293,0.9214921533,-0.3347324521,0.7435396798,0.9268020065,0.9333733036,-1.561376084,-1.04739348,-0.8109521446,0.5433926991,-0.8109521446,-0.8109521446,1.36982326
F,909,S5,D,1.140568197,1.294505161,0.9700367136,1.611064619,0.8057795411,0.2905147134,-0.5112362673,-0.579900507,1.281309287,-1.045550403,0.138484476,0.2921829921,0.138484476,0.138484476,-0.3982982146
F,909,S10,C,1.140568197,1.905459871,0.9700367136,1.052016815,2.015982281,-0.562645391,1.671512686,1.969419361,-0.3243220367,-0.9741095942,-0.3913838852,-0.1435984518,-0.3913838852,-0.3913838852,0.03251781252
F,909,S15,C,1.140568197,1.97738915,1.564137239,0.3355781168,-0.6955501243,0.8854198,-0.3080729924,-0.3965678592,-0.545556199,-0.9408145272,-0.5717223359,0.2183818343,-0.5717223359,-0.5717223359,0.545556199
F,909,M,C,1.140568197,1.97738915,1.301440841,0.5443196013,0.8057795411,-0.04585276903,0.8925412127,0.8977127319,-1.763461611,-1.037300136,-0.7766244103,0.3344506171,-0.7766244103,-0.7766244103,1.210659472
F,909,S5,C,1.140568197,1.494765758,0.4338135409,1.172715141,0.4778069945,0.2408183088,-2.214543559,-2.303281255,1.208997433,-0.9685568941,0.01519065561,0.806886138,0.01519065561,0.01519065561,-0.04638632113
F,909,S10,C,1.140568197,2.046792217,1.623181925,1.527990122,-0.3347324521,0.9049131957,0.1497940956,0.09046418936,1.281309287,-0.931726708,-0.06560417898,0.6982680626,-0.06560417898,-0.06560417898,-0.1795093939
F,909,S15,C,1.140568197,1.752768171,1.502774448,0.6104417616,-0.3347324521,0.7122794792,-0.3080729924,-0.3965678592,1.729183195,-0.9508179689,-0.1339118854,0.8341258342,-0.1339118854,-0.1339118854,-0.1838442285
F,909,S34,C,1.140568197,2.178976696,1.502774448,1.22295134,0.8057795411,0.03705093017,0.1497940956,0.09046418936,1.048316355,-1.011628056,-0.1487161859,0.6982680626,-0.1487161859,-0.1487161859,-0.07415281025
F,909,M,C,1.140568197,2.363432045,1.623181925,0.6285221854,0.4778069945,0.1697682079,1.277684101,1.347687615,-1.192014987,-1.062268149,-0.775184042,0.4798990585,-0.775184042,-0.775184042,1.169540736
F,909,S4,C,1.140568197,1.97738915,1.371839102,0.6285221854,-0.6955501243,0.9403997602,0.2175631371,0.1670652188,0.9333733036,-0.982279539,-0.1930673403,0.9284410716,-0.1930673403,-0.1930673403,0.2559346796
F,909,S9,C,1.140568197,1.398225354,1.788659369,0.8728691102,0.1670652188,0.4055209523,0.3403747726,0.2971927317,-0.3738929706,-1.041874862,-0.4349221082,0.5623332225,-0.4349221082,-0.4349221082,0.6646527965
F,909,S12,C,1.140568197,1.97738915,0.7513871885,0.4807963002,-0.5106289695,0.8035693019,-0.4069680298,-0.4876880963,-0.692498572,-1.00145596,-0.6673140557,0.4970139028,-0.6673140557,-0.6673140557,0.9041108302
F,980,S17,B,1.184268149,1.905459871,1.564137239,-1.269289985,0.01918863611,-0.4534520526,0.1497940956,0.2394468698,0.1382154209,-1.115293561,-0.1903529903,0.6894534546,-0.1903529903,-0.1903529903,0.3656178907
F,980,S22,B,1.184268149,1.97738915,0.8676272047,-0.2896808774,0.4778069945,-0.7264321484,-0.9651546428,-0.8608403793,0.2952436201,-0.8929381738,-0.2219312218,0.4121845984,-0.2219312218,-0.2219312218,0.07308394776
F,980,S27,B,1.184268149,1.905459871,1.680152916,-0.1027802769,-0.3347324521,-0.01678981509,0.2175631371,0.2971927317,0.4915937091,-0.9292615402,-0.1314922412,0.884237261,-0.1314922412,-0.1314922412,0.4058102997
F,980,S32,B,1.184268149,1.752768171,1.227010189,-1.269289985,0.1670652188,-0.5878008732,-2.018019808,-1.965726476,0.229312024,-0.9870396134,-0.1735544821,0.2838496259,-0.1735544821,-0.1735544821,-0.002664927963
F,909,S5,C,1.140568197,2.113917905,1.227010189,0.3355781168,2.233505496,-0.8024656533,0.2175631371,0.1670652188,1.172715141,-0.8562174268,-0.1132343292,0.8666450743,-0.1132343292,-0.1132343292,0.05012156415
F,980,S10,B,1.184268149,2.113917905,1.062621986,-0.490391186,0.01918863611,-0.3593569329,0.4664861886,0.5607732007,0.9604947065,-0.8168903911,-0.1613928882,0.7987938605,-0.1613928882,-0.1613928882,0.09929814376
F,980,S29,B,1.184268149,2.113917905,0.8676272047,-0.6405815356,1.207338727,-1.358336941,-0.6897914849,-0.579900507,-0.3968561692,-0.7622922389,-0.4478475328,0.3063967628,-0.4478475328,-0.4478475328,0.5069891244
F,976,M,C,1.22964243,1.294505161,1.438796991,0.2655845087,0.9883417018,-0.2871805749,0.4664861886,0.6517458005,-2.060648421,-0.6291716948,-0.8539128007,-0.2375276109,-0.8539128007,-0.8539128007,0.7354828139
F,980,S5,B,1.184268149,1.752768171,1.564137239,-0.452861435,1.419870682,-1.456601363,-0.3080729924,-0.2164717674,0.229312024,-0.4861879194,-0.08939390028,0.3641936955,-0.08939390028,-0.08939390028,0.1132343292
F,980,S10,B,1.184268149,1.752768171,0.9700367136,-0.8277275861,1.628880614,-1.679102632,-1.363719858,-1.269886601,-0.0495879164,-0.4930978636,-0.2383500429,0.4970139028,-0.2383500429,-0.2383500429,0.3821937336
F,980,S20,B,1.184268149,1.830706637,2.376095055,-1.329410657,0.1670652188,-0.597330042,-0.4069680298,-0.3010943526,-0.1298795736,-0.6471389875,-0.275812739,0.5761211796,-0.275812739,-0.275812739,0.4918944509
F,976,M,C,1.22964243,1.181716159,1.502774448,0.4130551142,0.01918863611,0.4484368172,0.9835755309,1.147642182,-1.192014987,-0.6037130353,-0.7701553609,-0.1776139687,-0.7701553609,-0.7701553609,0.6110840317
F,909,S10,C,1.140568197,1.294505161,1.623181925,0.517624347,1.628880614,-0.4587747658,-0.5112362673,-0.579900507,2.127447162,-0.7382797637,0.3237603217,0.7566030914,0.3237603217,0.3237603217,-0.3075141532
F,909,M,C,1.140568197,1.585438488,1.438796991,0.2677936282,-0.1589634887,0.4784045133,1.04371087,1.077381642,-0.2791361573,-0.6537243853,-0.3678981478,0.6210717535,-0.3678981478,-0.3678981478,0.6780067987
F,909,S5,C,1.140568197,2.113917905,1.840515308,0.4807963002,-0.1589634887,0.5598378426,-0.0005329849869,-0.05545885189,-0.3002579071,-0.6037130353,-0.4081263056,0.4970139028,-0.4081263056,-0.4081263056,0.581793278
F,909,S10,C,1.140568197,1.830706637,2.034766236,0.4130551142,-0.5106289695,0.7918469451,-1.830393262,-1.881074931,-0.692498572,-0.5919235773,-0.6666482984,0.4121845984,-0.6666482984,-0.6666482984,0.8740398835
F,909,S19,C,1.140568197,2.046792217,1.840515308,0.4697570563,0.9883417018,-0.1673354625,0.07735991101,0.01812248062,-0.6481250028,-0.709534628,-0.6117265539,0.3344506171,-0.6117265539,-0.6117265539,0.7551846298
F,909,S24,C,1.140568197,2.113917905,1.502774448,1.452762877,0.8057795411,0.1317610523,0.2175631371,0.1670652188,-0.733737639,-0.6537243853,-0.670647292,0.257862711,-0.670647292,-0.670647292,0.7838505802
F,980,M,B,1.184268149,1.181716159,1.371839102,-0.1870976186,0.3125471872,-0.558902974,1.251597506,1.389845485,-1.657667248,-1.221826259,-0.8206164632,0.6517458005,-0.8206164632,-0.8206164632,1.48489454
F,980,S05,B,1.184268149,1.398225354,1.371839102,0.06266672545,-0.3347324521,0.05012156415,0.6600068784,0.7358321177,-0.1759898266,-1.199641645,-0.2966357278,0.8736494927,-0.2966357278,-0.2966357278,0.7594445926
F,980,S10,B,1.184268149,1.752768171,0.8676272047,0.06266672545,0.6445126823,-0.7222749484,-2.521226254,-2.473072275,-0.2159261794,-1.238867884,-0.3316337236,0.4596631456,-0.3316337236,-0.3316337236,0.4168309791
F,980,M,B,1.184268149,1.905459871,1.680152916,-0.244386178,0.01918863611,-0.3173078867,0.7701553609,0.850847002,-0.897314071,-1.213993623,-0.6901295941,0.4882884743,-0.6901295941,-0.6901295941,1.028215206
F,980,S05,B,1.184268149,1.905459871,1.735254471,-0.1460221646,0.3125471872,-0.5545466879,0.5802158244,0.6517458005,-0.0733511555,-1.189848636,-0.2339655872,0.7987938605,-0.2339655872,-0.2339655872,0.604672603
F,980,S10,B,1.184268149,1.97738915,0.7513871885,-0.9643058242,0.1670652188,-0.545556199,-0.6897914849,-0.579900507,1.39688053,-1.217341323,0.1879112743,0.5206737139,0.1879112743,0.1879112743,-0.3491419064
F,980,S15,B,1.184268149,1.294505161,0.9700367136,-1.511081863,-0.5106289695,-0.07361836849,0.2819080281,0.3616320024,1.281309287,-1.105420907,0.3268510238,0.4798990585,0.3268510238,0.3268510238,-0.3282569194
F,980,S20,B,1.184268149,1.181716159,1.062621986,-0.1027802769,-1.065553435,0.5517517704,-0.6072341778,-0.4876880963,1.281309287,-1.219580725,0.2564854483,0.806886138,0.2564854483,0.2564854483,-0.1148437152
F,980,S25,B,1.184268149,1.294505161,1.14776293,-0.5452469715,-0.5106289695,0.0477202595,-0.1492551191,-0.05545885189,1.318527164,-1.175901408,0.2819080281,0.8477891796,0.2819080281,0.2819080281,-0.06720666336
F,980,S30,B,1.184268149,1.398225354,0.9700367136,-1.118774783,0.1670652188,-0.5695270609,0.3403747726,0.4317021574,1.358336941,-1.174837994,0.2211118858,0.7288629875,0.2211118858,0.2211118858,-0.2023069052
F,980,M,B,1.184268149,1.752768171,0.7513871885,-0.6405815356,-0.3347324521,-0.0928727206,1.644132475,1.940598155,-1.061799757,0.07361836849,-0.7594445926,0.5433926991,-0.7594445926,-0.7594445926,1.339146238
F,980,S14,B,1.184268149,1.585438488,1.438796991,-0.1460221646,0.3125471872,-0.5545466879,-0.5112362673,-0.3965678592,0.08431140424,0.1325675428,-0.1632830791,0.6639882173,-0.1632830791,-0.1632830791,0.5033559838
F,980,S10,B,1.184268149,1.97738915,0.9700367136,-1.174306785,2.37738922,-2.202331075,0.07735991101,0.1670652188,0.4191575421,0.0966204011,0.02931837253,0.597330042,0.02931837253,0.02931837253,0.2741521738
F,980,S20,B,1.184268149,1.294505161,1.623181925,-1.196364555,1.628880614,-1.743623572,-0.6072341778,-0.4876880963,1.358336941,0.09474639451,0.3114280553,0.806886138,0.3114280553,0.3114280553,-0.005862868166
F,980,S30,B,1.184268149,1.830706637,0.8676272047,-1.503612125,-0.1589634887,-0.3767523646,-1.641051468,-1.555094968,0.9913864443,0.0928727206,0.1822182651,0.5623332225,0.1822182651,0.1822182651,-0.05118890261
F,909,M,C,1.140568197,1.752768171,1.623181925,1.09857366,0.4778069945,0.2279442779,1.531424675,1.731564943,-1.001896069,0.213744468,-0.7424860543,0.6415633922,-0.7424860543,-0.7424860543,1.447424693
F,909,S05,C,1.140568197,1.585438488,1.564137239,0.6285221854,0.6445126823,0.06106470757,0.4664861886,0.4317021574,1.143020738,0.2033950339,0.2416413895,0.7382797637,0.2416413895,0.2416413895,0.02931837253
F,980,S10,B,1.184268149,1.494765758,1.062621986,-0.8803043618,1.419870682,-1.537478983,-0.4069680298,-0.3010943526,1.281309287,0.09474639451,0.2126539944,0.127461204,0.2126539944,0.2126539944,-0.4069680298
F,909,S25,C,1.140568197,1.398225354,1.502774448,1.09857366,0.1670652188,0.4311171934,-1.363719858,-1.451233459,1.442127439,0.1770725362,0.3341688087,0.5761211796,0.3341688087,0.3341688087,-0.2197466553
F,980,S31,B,1.184268149,1.67119889,1.14776293,-0.07014500269,0.8057795411,-0.9190501963,-0.0005329849869,0.09046418936,1.020559214,0.1941534776,0.3361420265,0.5871674985,0.3361420265,0.3361420265,-0.02451976497
F,980,S05,B,1.184268149,1.294505161,0.8676272047,-1.462787957,-0.8787350101,0.237801737,0.5234222889,0.6078751939,1.39688053,0.1711201665,0.3429173457,0.8997081806,0.3429173457,0.3429173457,0.09822696233
F,909,S10,C,1.140568197,1.398225354,1.301440841,0.4130551142,-0.1589634887,0.5517517704,0.4037855791,0.3616320024,1.048316355,0.2219312218,0.332760164,0.8787350101,0.332760164,0.332760164,0.2509812314
