grade,grade_s,seq_no,grade_mn,l_temp,dd,p,mn,s,mn_s,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,980,S05,B,0.1691249884,0.3794146707,0.3029995603,-0.591387953,-0.9015912568,0.1246189152,-0.5429823398,-0.8237009086,1.629444742,0.0349376079,0.1425360214,0.7178730528,0.6103180431,0.6103180431,0.2546959111
F,980,S10,B,0.1691249884,1.496576791,0.6793880791,-0.8171570222,-0.5463479859,-0.2760761379,-0.526733845,-0.7899717148,0.9898029807,0.06895069811,0.178798253,0.5811496335,0.4121434799,0.4121434799,0.3008633066
F,980,S25,B,0.1691249884,-0.1791663894,-1.390748774,-0.7150233956,0.8746250973,-0.8837557214,-0.3967458864,-0.5201381639,1.696775454,0.005963494018,0.191984519,0.5241815421,0.7242409435,0.7242409435,0.07516942169
F,980,S30,B,0.1691249884,0.6587052008,-0.4497774773,-0.779528844,0.3417601911,-0.7165736512,-0.3642488967,-0.4526797762,1.528448675,0.03682722403,0.165611987,0.4292347231,0.6729573227,0.6729573227,0.03547999145
F,980,M,B,0.1691249884,2.613738911,0.3029995603,-0.5752615909,1.229868368,-0.9414639087,-0.02303050532,0.2556332949,-1.198445151,0.09036634751,0.07660469136,0.5089900511,-0.6822123565,-0.6822123565,0.9560917559
F,980,S05,B,0.1691249884,0.9379957308,1.243970857,-0.591387953,1.052246733,-0.8941799425,-0.3155034122,-0.3514921946,1.797771522,0.1206002055,0.178798253,0.5127879238,0.59566558,0.59566558,0.05092650357
F,980,S10,B,0.1691249884,-0.1791663894,1.996747895,-0.6881461255,1.229868368,-0.9809484577,-0.5429823398,-0.8237009086,-1.063783728,0.12815867,0.165611987,0.06843681111,-0.6250677505,-0.6250677505,0.4100748665
F,980,S15,B,0.1691249884,-0.4584569194,-0.07338895848,-0.7419006658,0.5193818265,-0.7703641962,-0.1205214743,0.05325813175,-0.8617915924,0.1120969329,0.1524257209,0.1709793756,-0.4985071006,-0.4985071006,0.453193947
F,980,S26,B,0.1691249884,-0.7377474494,0.6793880791,-0.6505179473,1.585111639,-1.061672424,-0.3804973916,-0.48640897,1.797771522,0.08154813893,0.1820948195,0.3950538683,0.5584849549,0.5584849549,-0.04894166352
F,980,M,B,0.1691249884,0.1001241407,2.561330673,-0.6397670392,0.5193818265,-0.7286860609,0.009466484336,0.3230916826,-1.198445151,-0.07591987131,0.0238596273,0.243138958,0.4304590588,0.4304590588,0.6393127984
F,909,S05,C,0.1315265568,0.6587052008,0.3029995603,0.698721014,1.407490004,-0.5606876255,-0.3480004019,-0.48640897,1.865102233,-0.02930934028,0.1886879525,0.4558198325,0.5447482708,0.5447482708,-0.02045449109
F,980,S15,B,0.1691249884,0.6587052008,0.4911938197,-0.6935215795,2.828463087,-1.321725016,-0.3967458864,-0.5201381639,-0.6261341013,-0.09418616049,0.165611987,0.4064474866,-0.3924598991,-0.3924598991,0.6082851663
F,909,S25,C,0.1315265568,-0.1791663894,-0.6379717366,1.10725552,1.407490004,-0.4227186263,-0.2992549174,-0.3852213884,0.7878108455,-0.07969910355,0.165611987,0.6267241066,0.3418116571,0.3418116571,0.3851969342
F,980,S30,B,0.1691249884,0.6587052008,2.184942154,-0.6988970335,1.229868368,-0.9847088909,-0.4129943812,-0.5538673577,0.7541454896,-0.09355628845,0.2513227161,0.4975964328,0.3024331626,0.3024331626,0.2761178895
F,980,M,B,0.1691249884,-0.4584569194,0.3029995603,-0.7580270279,0.1641385557,-0.6315700237,-0.02303050532,0.2556332949,-1.131114439,-0.06316496248,0.04693559283,0.5355751604,-0.660966285,-0.660966285,0.9439879156
F,980,S10,B,0.1691249884,0.6587052008,-0.826165996,-0.4301243321,1.407490004,-0.9419177541,-0.4454913709,-0.6213257455,1.629444742,-0.04883537355,0.2513227161,0.4710113235,0.5200222393,0.5200222393,0.0422346449
F,980,S15,B,0.1691249884,0.1001241407,1.808553635,-0.6612688553,-0.3687263505,-0.3062475674,-0.2830064226,-0.2840338069,1.663110098,-0.09670564866,0.2282467505,0.60393687,0.4941972732,0.4941972732,0.1421572372
F,909,S25,C,0.1315265568,-1.57561904,1.243970857,0.9298655373,1.229868368,-0.4150032549,-0.3317519071,-0.4526797762,1.696775454,-0.06222015442,0.1293497554,0.6647028342,0.4557345576,0.4557345576,0.1872343026
F,980,S30,B,0.1691249884,-0.7377474494,-1.390748774,-0.6881461255,-0.5463479859,-0.2058813842,-0.526733845,-0.7899717148,0.1818344397,-0.09623324463,0.1755016865,0.5127879238,0.02898157032,0.02898157032,0.4528077073
F,980,M,B,0.1691249884,2.334448381,0.1148053009,-0.7526515738,0.1641385557,-0.629177021,-0.2180124433,-0.1491170314,-1.366771931,-0.05623637003,0.0238596273,0.5051921783,-0.7358770025,-0.7358770025,1.009920121
F,909,S05,C,0.1315265568,0.1001241407,-0.07338895848,0.8062300946,-0.5463479859,0.6072078481,-0.2342609381,-0.250304613,0.6194840661,-0.07261304309,0.1952810855,0.4975964328,0.2568273712,0.2568273712,0.3141393016
F,909,S10,B,0.1315265568,0.9379957308,-0.2615832179,-0.8064061141,0.5193818265,-0.7966872289,-0.5592308347,-0.9248884902,-0.7944608807,-0.02678985211,0.165611987,0.2849155583,-0.4613264755,-0.4613264755,0.5427456124
F,909,S15,C,0.1315265568,0.1001241407,0.8675823385,0.9674937155,1.585111639,-0.533456902,-0.2180124433,-0.2165754191,1.696775454,-0.08111631564,0.218357051,0.6153304883,0.4870541974,0.4870541974,0.1449121426
F,909,S20,C,0.1315265568,-1.29632851,0.8675823385,0.9298655373,1.407490004,-0.4826262183,-0.3967458864,-0.5875965516,1.15812976,-0.07828189146,0.1886879525,0.4975964328,0.4601302965,0.4601302965,0.1735649561
F,909,S25,C,0.1315265568,-1.29632851,0.3029995603,0.7417246462,-0.0134830797,0.1509419479,-0.2180124433,-0.2165754191,1.528448675,-0.04741816145,0.231543317,0.49379856,0.5310115866,0.5310115866,0.08434714272
F,909,S05,C,0.1315265568,0.1001241407,-0.826165996,1.021248256,-0.5463479859,0.7241991043,-0.526733845,-0.8574301025,0.8551415572,-0.02301061987,0.17220512,0.3646708863,0.3680029349,0.3680029349,0.1347277117
F,909,S10,C,0.1315265568,-0.7377474494,2.937719192,0.886861905,-0.5463479859,0.651079569,-0.2505094329,-0.2840338069,-0.05382305142,0.01241968244,0.165611987,0.2317453397,-0.07926350069,-0.07926350069,0.2556336677
F,909,S15,C,0.1315265568,-1.57561904,-0.07338895848,0.892237359,-0.1911047151,0.3509969964,-0.3155034122,-0.4189505823,-0.5924687454,-0.001594970473,0.198577652,0.353277268,-0.3820200191,-0.3820200191,0.5480963022
F,909,S25,C,0.1315265568,0.1001241407,-0.826165996,0.9674937155,-0.7239696213,0.8755995536,-0.2992549174,-0.3852213884,-1.434102642,0.02092295499,0.2018742185,0.2621283218,-0.8349642841,-0.8349642841,0.7619491137
F,909,S30,C,0.1315265568,0.6587052008,1.055776598,0.886861905,-0.1911047151,0.3483646931,-0.4454913709,-0.6887841332,0.7878108455,-0.00616154277,0.2282467505,0.6685007069,0.3106751731,0.3106751731,0.4287742179
F,909,S05,C,0.1315265568,-1.017037979,1.808553635,0.9674937155,0.3417601911,0.02733814209,-0.1855154536,-0.1491170314,1.427452607,0.004231345906,0.2348398835,0.5925432518,0.4731343575,0.4731343575,0.1955643637
F,980,M,B,0.1691249884,1.496576791,2.373136414,-0.6451424933,0.6970034619,-0.7966872289,-0.1692669588,-0.04792944983,-0.9627876601,-0.01875898359,0.1491291544,0.2013623576,-0.591733397,-0.591733397,0.5111938478
F,909,S05,C,0.1315265568,0.6587052008,0.6793880791,1.236266417,0.3417601911,0.1417861107,-0.1042729795,0.01952893789,1.023468337,-0.04442626926,0.2216536175,0.7254687983,0.4278948777,0.4278948777,0.411537653
F,909,S15,C,0.1315265568,0.1001241407,0.1148053009,0.8062300946,-0.1911047151,0.3088801441,-0.2180124433,-0.2165754191,1.898767589,-0.1097754935,0.1458325879,0.7672453986,0.464892347,0.464892347,0.2206942248
F,909,S20,C,0.1315265568,-1.017037979,1.055776598,0.8599846349,0.1641385557,0.08872387076,-0.3317519071,-0.4526797762,-0.3904766102,-0.1184362341,0.2150604845,0.588745379,-0.2831158933,-0.2831158933,0.7134882764
F,909,S25,C,0.1315265568,-0.1791663894,-0.2615832179,0.7524755543,0.5193818265,-0.1605472724,-0.4129943812,-0.6213257455,0.1481690838,-0.06851887483,0.1820948195,0.5507666514,0.001508202046,0.001508202046,0.5020226764
F,980,M,B,0.1691249884,0.6587052008,-1.202554515,-0.7419006658,-1.256834528,0.3765679426,1.065618648,2.515489284,-1.568764066,-0.04033210099,0.06012185884,0.4900006873,-0.8695807281,-0.8695807281,1.083577213
F,980,S30,B,0.1691249884,0.1001241407,1.432165117,-0.8064061141,-0.1911047151,-0.4808108366,-0.429242876,-0.5875965516,0.1481690838,-0.1085157494,0.224950184,0.4975964328,-0.01222848209,-0.01222848209,0.4473528647
F,980,S10,B,0.1691249884,0.1001241407,-0.2615832179,-0.6451424933,0.8746250973,-0.8574326887,-0.3804973916,-0.48640897,0.2491651515,-0.08206112371,0.1689085535,0.3950538683,0.07092424589,0.07092424589,0.3208640281
F,909,M,C,0.1315265568,0.6587052008,1.055776598,0.9352409913,-1.079212892,1.28809696,0.009466484336,0.2556332949,-1.198445151,-0.03167136043,0.1161634894,0.3646708863,-0.6922859249,-0.6922859249,0.7809941415
F,980,S05,B,0.1691249884,-1.017037979,0.6793880791,-0.8064061141,0.1641385557,-0.6531070504,1.293097576,2.987697998,0.8214762013,-0.01954632364,0.05682529234,0.5241815421,0.3830217095,0.3830217095,0.2877267265
F,909,S16,C,0.1315265568,1.217286261,2.937719192,0.698721014,0.5193818265,-0.1824831326,-0.1855154536,-0.1491170314,-2.073744404,-0.07906923151,0.1755016865,0.3115006676,-1.141200763,-1.141200763,1.099026199
F,909,S21,C,0.1315265568,-0.4584569194,-1.014360255,0.8707355429,-0.7239696213,0.8198566608,-0.1042729795,0.01952893789,0.5184879985,-0.03954476094,0.2084673515,0.5317772876,0.1969354284,0.1969354284,0.3765419392
F,980,S26,B,0.1691249884,0.1001241407,1.243970857,-0.9139151947,1.407490004,-1.105302095,-0.153018464,-0.01420025597,0.3501612191,-0.07859682748,0.2150604845,0.4026496138,0.1026101973,0.1026101973,0.2997239659
F,980,M,B,0.1691249884,0.1001241407,0.1148053009,-0.5376334127,-0.3687263505,-0.2425181196,2.089273822,4.640428497,-1.602429422,0.5008854502,0.04363902633,0.3304900314,-0.886980528,-0.886980528,0.9575872683
F,980,S20,B,0.1691249884,-0.1791663894,-0.4497774773,-0.4838788724,0.6970034619,-0.7335119504,-0.6567218037,-1.059805266,0.3164958632,0.6295368146,0.2216536175,0.1709793756,0.08630933213,0.08630933213,0.137199724
F,980,S25,B,0.1691249884,0.1001241407,0.8675823385,-0.8064061141,0.5193818265,-0.7966872289,-0.2667579278,-0.250304613,0.7204801337,0.6235530302,0.1557222874,0.3456815225,0.3139719773,0.3139719773,0.1968094492
F,980,S30,B,0.1691249884,-1.017037979,0.3029995603,-0.6881461255,0.5193818265,-0.7484283355,-0.5917278243,-0.9248884902,0.922472269,0.651897272,0.2480261495,0.4330325959,0.3707502717,0.3707502717,0.2270136704
F,980,M,B,0.1691249884,0.1001241407,-1.578943034,-0.6451424933,0.3417601911,-0.6593496672,0.1881999275,0.6941128151,-1.467767998,0.5756827551,0.01396992779,0.4482240869,-0.8289201431,-0.8289201431,1.046585961
F,980,M,B,0.1691249884,0.6587052008,-0.6379717366,-0.6988970335,1.052246733,-0.9331770279,-0.1692669588,-0.04792944983,-1.602429422,0.6788243018,0.04363902633,0.3950538683,-0.8877131512,-0.8877131512,1.052593053
F,980,S05,B,0.1691249884,-0.1791663894,2.373136414,-0.6666443094,0.3417601911,-0.6685055044,-0.429242876,-0.5875965516,-0.5588033896,0.698192867,0.1952810855,0.2507347035,-0.3649865308,-0.3649865308,0.4832611219
F,909,S10,C,0.1315265568,-0.7377474494,0.3029995603,0.8707355429,-0.1911047151,0.3404677833,-0.1855154536,-0.1491170314,1.831436878,0.667014201,0.2480261495,0.5355751604,0.7478680403,0.7478680403,0.09906713539
F,909,S15,C,0.1315265568,-1.57561904,-0.07338895848,0.9137391752,0.5193818265,-0.09473969068,-0.2505094329,-0.2840338069,1.595779386,0.6347332589,0.2348398835,0.6343198521,0.6973170426,0.6973170426,0.2353170535
F,909,S25,C,0.1315265568,-1.29632851,-0.2615832179,0.8062300946,0.6970034619,-0.2281097228,-0.4617398657,-0.7225133271,1.73044081,0.6529995481,0.185391386,0.5811496335,0.7660004633,0.7660004633,0.1594889943
F,909,S30,C,0.1315265568,-0.4584569194,-0.2615832179,0.8599846349,0.3417601911,-0.0184410448,-0.3317519071,-0.4526797762,1.663110098,0.6413469153,0.1458325879,0.7558517804,0.7275377477,0.7275377477,0.3228050995
F,909,S04,C,0.1315265568,-0.1791663894,-0.826165996,0.9728691695,-0.3687263505,0.5360894787,-0.2180124433,-0.2165754191,1.259125828,0.575210351,0.2084673515,0.6950858162,0.5658111865,0.5658111865,0.3686724445
F,909,S09,C,0.1315265568,-1.29632851,1.243970857,1.05350098,0.6970034619,-0.1312409625,-0.3155034122,-0.4189505823,1.292791184,0.5460787691,0.198577652,0.809021999,0.5758847548,0.5758847548,0.4576350664
F,909,S19,C,0.1315265568,-0.1791663894,0.1148053009,0.9137391752,-1.079212892,1.274058009,-0.3804973916,-0.5538673577,-1.131114439,0.605286741,0.1755016865,0.3228942859,-0.660966285,-0.660966285,0.7619927147
F,980,M,B,0.1691249884,0.3794146707,-0.2615832179,-0.8064061141,-0.0134830797,-0.5710612342,0.1557029378,0.6266544274,-1.333106575,0.7107903079,0.04034245982,0.5165857966,-0.7708597581,-0.7708597581,1.080634414
F,909,M,C,0.1315265568,0.1001241407,0.1148053009,0.9674937155,-0.1911047151,0.3878492421,0.2044484223,0.6603836212,-1.265775863,0.6391423632,0.08649439087,0.5469687787,-0.7258034342,-0.7258034342,1.079879046
F,980,S05,C,0.1691249884,0.1001241407,-1.767137293,0.510580123,-0.1911047151,0.1641034643,-0.7054672881,-1.160992847,0.1818344397,0.6566213123,0.178798253,0.3077027949,0.02183849457,0.02183849457,0.3099425378
F,909,S10,C,0.1315265568,-1.017037979,-0.826165996,0.8976128131,-0.1911047151,0.3536292996,-0.3155034122,-0.4189505823,1.292791184,0.6837058101,0.224950184,0.5317772876,0.5954824242,0.5954824242,0.2241260059
F,980,S20,B,0.1691249884,-0.4584569194,0.4911938197,-0.4570016022,0.3417601911,-0.5792360894,-0.02303050532,0.2556332949,-1.030118372,0.6526846121,0.185391386,0.6229262338,-0.6019901211,-0.6019901211,1.06689942
F,980,S25,B,0.1691249884,-0.4584569194,0.4911938197,-8.80E-05,0.6970034619,-0.5439861151,-0.6404733088,-1.026076072,0.8214762013,0.728584193,0.1260531889,0.573553888,0.39474368,0.39474368,0.3885699446
F,980,M,B,0.1691249884,1.496576791,1.996747895,-0.6612688553,0.1641385557,-0.5884959706,-0.02303050532,0.2556332949,-1.232110507,0.6342608549,0.1260531889,0.5013943056,-0.6878901859,-0.6878901859,1.011802225
F,909,S05,C,0.1315265568,0.6587052008,0.1148053009,0.9406164453,-0.0134830797,0.2436993011,-0.2180124433,-0.2165754191,0.4511572867,0.7030743754,0.1557222874,0.5963411245,0.1690957485,0.1690957485,0.5148037764
F,909,S10,C,0.1315265568,0.1001241407,-1.202554515,1.128757336,-1.434456163,1.997603934,-0.2992549174,-0.3852213884,0.1481690838,0.6681164771,0.185391386,0.5431709059,-0.0089316779,-0.0089316779,0.5533911878
F,909,S15,C,0.1315265568,1.496576791,0.1148053009,0.8331073647,-0.7239696213,0.7981788695,-0.2505094329,-0.2840338069,-0.7607955248,0.6626050967,0.191984519,0.4140432321,-0.4594949177,-0.4594949177,0.7282548008
F,909,S20,C,0.1315265568,-0.1791663894,-0.2615832179,1.419031854,-0.3687263505,0.7660696594,-0.3967458864,-0.5875965516,0.2828305073,0.7003974192,0.1227566224,0.4178411049,0.08960613632,0.08960613632,0.3918929792
F,909,S25,C,0.1315265568,0.6587052008,-0.6379717366,0.9782446235,0.5193818265,-0.068416658,-0.3317519071,-0.4526797762,0.8214762013,0.6444962755,0.23813645,0.4292347231,0.3452916171,0.3452916171,0.2492719935
F,980,S29,B,0.1691249884,-0.1791663894,-1.014360255,-0.4301243321,0.3417601911,-0.5677912923,-0.4779883605,-0.6887841332,0.922472269,0.666541797,0.191984519,0.5051921783,0.419836023,0.419836023,0.2939131139
F,909,M,C,0.1315265568,1.496576791,-0.6379717366,0.8062300946,-0.3687263505,0.4501932671,-0.02303050532,0.1881749072,-1.232110507,0.6637073728,0.07330812486,0.4672134507,-0.7144477753,-0.7144477753,0.9747944866
F,980,S05,B,0.1691249884,0.1001241407,-0.4497774773,-0.7526515738,-0.5463479859,-0.2409787608,-0.2667579278,-0.250304613,1.494783319,0.6649671169,0.198577652,0.60393687,0.6306483356,0.6306483356,0.2359502634
F,980,S10,B,0.1691249884,-1.017037979,1.432165117,-0.4301243321,0.6970034619,-0.7124535243,-0.3642488967,-0.4526797762,-0.4578073219,0.543401813,0.08979095738,0.3570751407,-0.2763391291,-0.2763391291,0.5503672873
F,980,S15,B,0.1691249884,-0.7377474494,-0.6379717366,-0.6290161312,1.407490004,-1.009086872,-0.4129943812,-0.5538673577,-0.8617915924,0.6854379582,0.1623154205,0.4482240869,-0.4988734122,-0.4988734122,0.8059647712
F,980,S20,B,0.1691249884,0.3794146707,-0.07338895848,-0.5752615909,0.6970034619,-0.7693112749,-0.2505094329,-0.2165754191,0.8551415572,0.5536372336,0.185391386,0.5697560152,0.3577462107,0.3577462107,0.3627199588
F,980,S30,B,0.1691249884,1.496576791,1.620359376,-0.6505179473,1.229868368,-0.9677869414,-0.2180124433,-0.1491170314,1.360121895,0.6451261476,0.1886879525,0.5811496335,0.624237883,0.624237883,0.2479666533
F,980,M,B,0.1691249884,-0.1791663894,-0.07338895848,-0.8064061141,0.1641385557,-0.6531070504,0.1557029378,0.6266544274,-1.265775863,0.6559914403,0.08649439087,0.3722666318,-0.731114952,-0.731114952,0.8775859213
F,980,S05,B,0.1691249884,0.3794146707,1.620359376,-0.779528844,1.94035491,-1.183306772,-0.3317519071,-0.3852213884,1.259125828,0.6602430766,0.2513227161,0.6571070886,0.5529902813,0.5529902813,0.3415048073
F,980,S10,B,0.1691249884,0.1001241407,0.1148053009,-0.6988970335,1.585111639,-1.077466244,-0.3480004019,-0.4189505823,0.653149422,0.7029169073,0.185391386,0.463415578,0.2452885566,0.2452885566,0.3305597669
F,980,S15,B,0.1691249884,0.9379957308,0.8675823385,-0.7257743037,-0.9015912568,0.04235943808,-0.3967458864,-0.5201381639,1.124464404,0.6259150503,0.23813645,0.6229262338,0.4789953427,0.4789953427,0.3439036459
F,980,S20,B,0.1691249884,-1.017037979,-0.2615832179,-0.7419006658,-0.9015912568,0.03248830082,-0.5104853502,-0.7562425209,1.999763657,0.6722106453,0.1820948195,0.7482560348,0.573137418,0.573137418,0.2375084394
F,980,S25,B,0.1691249884,-1.017037979,-1.578943034,-0.6451424933,-1.256834528,0.4442557407,-0.2180124433,-0.1491170314,1.73044081,0.6493777839,0.198577652,0.6874900707,0.5416346224,0.5416346224,0.24902292
F,980,M,B,0.1691249884,0.1001241407,0.4911938197,-0.5376334127,-0.1911047151,-0.3491956732,-0.03927900015,0.2219041011,-1.501433354,0.5194666754,0.07990125787,0.6001389973,-0.8413747367,-0.8413747367,1.238467451
F,980,M,B,0.1691249884,0.3794146707,-0.6379717366,-0.4354997861,0.1641385557,-0.4879898457,-0.1692669588,-0.04792944983,-0.4241419661,0.6796116418,0.2348398835,0.6874900707,-0.3019809395,-0.3019809395,0.8983995594
F,980,S05,B,0.1691249884,2.613738911,-0.826165996,-0.77415339,0.3417601911,-0.7142846918,-0.4129943812,-0.5538673577,-0.8954569483,0.6745726655,-0.002512904724,0.5659581424,-0.5452118267,-0.5452118267,0.9492571022
F,909,S10,C,0.1315265568,0.6587052008,0.1148053009,0.7524755543,1.94035491,-0.7144277517,-0.1205214743,-0.01420025597,0.8214762013,0.6611878846,-0.1145961658,0.8204156172,0.3357675161,0.3357675161,0.6110856202
F,980,S15,B,0.1691249884,1.217286261,-0.6379717366,-0.7257743037,-1.079212892,0.2035880133,2.024279843,4.505511721,-0.7944608807,0.7104753718,-0.09152020032,0.5165857966,-0.5019870606,-0.5019870606,0.8578669049
F,980,M,B,0.1691249884,-0.1791663894,-1.202554515,-0.4354997861,-0.5463479859,-0.068416658,0.02571497916,0.3568208765,-1.333106575,0.652212208,-0.3387626881,0.5051921783,-0.7593209435,-0.7593209435,1.061714481
F,976,S05,C,0.20672342,-1.017037979,-1.202554515,0.7793528244,0.6970034619,-0.2386389359,-0.4779883605,-0.6213257455,-0.5924687454,0.7214981325,-0.1310789984,-0.02271213509,-0.3767085012,-0.3767085012,0.2018917803
F,980,S10,B,0.1691249884,0.6587052008,-1.202554515,-0.8064061141,0.8746250973,-0.9181781491,-0.2180124433,-0.1491170314,0.2828305073,0.6322137707,-0.07833393431,0.5355751604,0.05773702912,0.05773702912,0.5014326497
F,980,S15,B,0.1691249884,0.6587052008,0.8675823385,-0.4838788724,0.1641385557,-0.5095268725,-0.4129943812,-0.5538673577,0.2154997956,0.6536294201,-0.1673412299,0.5279794149,0.0516928881,0.0516928881,0.5163126098
F,980,M,B,0.1691249884,0.1001241407,-0.826165996,-0.5376334127,-0.5463479859,-0.1239875045,-0.02303050532,0.2556332949,-1.232110507,0.6156796297,-0.3189832891,0.4862028145,-0.7067552321,-0.7067552321,0.992452443
F,980,S05,B,0.1691249884,-0.1791663894,-0.4497774773,-0.6988970335,0.1641385557,-0.605246991,-0.1042729795,0.08698732561,0.2491651515,0.6567787803,-0.1211892989,0.6495113431,0.03777304817,0.03777304817,0.6250952581
F,980,S10,B,0.1691249884,0.9379957308,0.1148053009,-0.779528844,1.052246733,-0.9624248422,-0.2342609381,-0.1828462253,0.8214762013,0.6687463491,-0.1607480969,0.5431709059,0.3134225099,0.3134225099,0.3560615582
F,976,S04,C,0.20672342,-0.7377474494,-1.014360255,0.8062300946,1.407490004,-0.5243799943,-0.429242876,-0.5201381639,1.360121895,0.5822964115,-0.1178927323,0.4026496138,0.6401724366,0.6401724366,0.08772800095
F,980,S10,B,0.1691249884,1.775867321,2.373136414,-0.4301243321,0.3417601911,-0.5677912923,-0.4454913709,-0.6213257455,1.393787251,0.5870204518,-0.1541549639,0.6115326155,0.5888888158,0.5888888158,0.2619080114
F,980,S15,B,0.1691249884,2.613738911,0.4911938197,-0.3602434297,1.585111639,-0.9669095068,1.943037369,4.336865752,1.663110098,0.6407170433,-0.1211892989,0.6229262338,0.5954824242,0.5954824242,0.2098545463
F,980,M,B,0.1691249884,0.9379957308,0.1148053009,-0.6988970335,1.94035491,-1.158628928,-0.1855154536,-0.0816586437,-1.333106575,0.605916613,-0.2827210575,0.4596177052,-0.7347780678,-0.7347780678,1.003803949
F,980,S05,B,0.1691249884,0.3794146707,0.6793880791,-0.6988970335,1.94035491,-1.158628928,-0.4129943812,-0.5538673577,0.3164958632,0.5692265666,-0.1475618309,0.573553888,0.1082880268,0.1082880268,0.5230957784
F,980,S10,B,0.1691249884,0.3794146707,-0.6379717366,-0.5806370449,-0.0134830797,-0.4657691034,-0.3804973916,-0.48640897,-0.4241419661,0.5714311188,-0.09811333333,0.5127879238,-0.2986841353,-0.2986841353,0.705057287
F,980,S15,B,0.1691249884,0.1001241407,-0.4497774773,-0.6451424933,-0.0134830797,-0.4958525698,-0.2017639484,-0.1153878376,-0.5924687454,0.5178919953,-0.1014098998,0.4368304687,-0.4047313369,-0.4047313369,0.6796709435
F,980,S20,B,0.1691249884,0.9379957308,-1.202554515,-0.591387953,1.585111639,-1.042368868,-0.3480004019,-0.4189505823,-1.434102642,0.6547316962,-0.1145961658,0.3494793952,-0.8252570273,-0.8252570273,0.9212503297
F,980,S24,B,0.1691249884,0.3794146707,-1.014360255,-0.7526515738,-0.3687263505,-0.3533519416,-0.3155034122,-0.3514921946,-1.434102642,0.621033542,-0.09481676682,0.3456815225,-0.8281875199,-0.8281875199,0.9136980323
F,980,M,B,0.1691249884,1.496576791,-1.014360255,-0.7257743037,-0.3687263505,-0.3394977136,-0.1042729795,0.08698732561,-1.53509871,0.6005627007,-0.2695347915,0.4520219597,-0.7875269349,-0.7875269349,1.083777174
F,980,S05,B,0.1691249884,-0.4584569194,1.620359376,-0.7203988497,-0.3687263505,-0.336726868,-0.3480004019,-0.4189505823,0.2828305073,0.6405595753,-0.1772309294,0.4216389776,0.09931339311,0.09931339311,0.3910907595
F,980,S10,B,0.1691249884,0.3794146707,1.808553635,-0.6988970335,0.3417601911,-0.6822392609,-0.2180124433,-0.1491170314,0.04717301621,0.5503304054,-0.1937137619,0.4216389776,-0.020104181,-0.020104181,0.4548643686
F,980,S20,B,0.1691249884,1.217286261,-0.4497774773,-0.7634024819,-0.1911047151,-0.4597524105,-0.5917278243,-0.9248884902,-0.2894805426,0.6604005446,-0.1310789984,0.478607069,-0.2160808747,-0.2160808747,0.6301841017
F,980,S30,B,0.1691249884,2.613738911,-1.202554515,-0.5698861369,0.5193818265,-0.7001694425,-0.3967458864,-0.5201381639,1.865102233,0.6244978382,-0.1310789984,0.7862347624,0.5123296962,0.5123296962,0.2975721622
F,980,S05,B,0.1691249884,0.3794146707,-1.014360255,-0.8601606544,0.3417601911,-0.7509080415,-0.4617398657,-0.6550549393,-1.501433354,1.014073696,-0.1640446634,0.3646708863,-0.8415578925,-0.8415578925,1.001293532
F,976,S09,C,0.20672342,-1.57561904,1.432165117,0.6449664737,1.585111639,-0.6387490328,-0.3317519071,-0.3177630007,0.6194840661,0.9624241882,-0.1706377964,0.2811176856,0.2471201144,0.2471201144,0.186055595
F,980,S15,B,0.1691249884,-0.7377474494,0.8675823385,-0.591387953,1.762733274,-1.085391459,-0.4779883605,-0.6887841332,1.259125828,0.975179097,-0.1508583974,0.4140432321,0.566177498,0.566177498,0.148328072
F,980,S25,B,0.1691249884,1.217286261,0.4911938197,-0.8870379246,1.052246733,-1.001421928,-0.3804973916,-0.48640897,0.3501612191,1.088713532,-0.1145961658,0.368468759,0.09418503104,0.09418503104,0.3529871591
F,980,S30,B,0.1691249884,-0.1791663894,-1.202554515,-0.6612688553,-0.5463479859,-0.191257477,-0.4129943812,-0.5538673577,-0.5251380337,1.094224913,-0.239865693,0.4748091962,-0.3191975836,-0.3191975836,0.7445940546
F,980,M,B,0.1691249884,1.496576791,-0.826165996,-0.5645106828,-0.9015912568,0.1410708107,-0.4617398657,-0.6550549393,-1.703425489,1.115955498,-0.2431622595,0.3988517411,-0.9173843889,-0.9173843889,1.145225052
F,980,S05,B,0.1691249884,1.217286261,-0.07338895848,-0.8064061141,-0.0134830797,-0.5710612342,-0.2017639484,-0.1153878376,1.225460472,1.157212117,-0.1112995993,0.8659900903,0.542000934,0.542000934,0.5747153287
F,980,S10,B,0.1691249884,0.9379957308,0.4911938197,-0.7472761198,0.1641385557,-0.6267840178,-0.3967458864,-0.5201381639,1.427452607,1.038008833,-0.1409686979,0.6191283611,0.5141612541,0.5141612541,0.2925303138
F,980,S15,B,0.1691249884,0.3794146707,-1.390748774,-0.7526515738,0.1641385557,-0.629177021,-0.429242876,-0.5875965516,1.225460472,1.132804575,-0.09481676682,0.4748091962,0.4767974732,0.4767974732,0.2217795062
F,980,S20,B,0.1691249884,-0.1791663894,-0.826165996,-0.8601606544,-0.3687263505,-0.4087688526,2.121770812,4.707886885,0.7878108455,1.1474491,-0.0717408013,0.4672134507,0.3117741078,0.3117741078,0.3297944671
