grade,grade_s,seq_no,grade_mn,l_temp,dd,p,mn,s,mn_s,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,980,S24,B,0.1691249884,-1.85490957,-0.07338895848,-0.4570016022,-0.0134830797,-0.4081091273,0.1232059481,0.5591960397,0.9561376249,-1.820507957,-0.8266545306,0.478607069,0.8403617135,0.8403617135,0.08249062923
F,909,S05,C,0.1315265568,-0.1791663894,-1.390748774,0.698721014,1.407490004,-0.5606876255,-0.2992549174,-0.3852213884,1.865102233,-1.790903971,-0.8332476636,0.5849475062,0.781019238,0.781019238,-0.03492865589
F,909,S10,C,0.1315265568,0.9379957308,0.6793880791,0.9137391752,2.828463087,-0.896287893,-0.3804973916,-0.5538673577,1.023468337,-1.731538531,-0.8431373631,0.5355751604,0.8088589178,0.8088589178,0.1207112282
F,909,S15,C,0.1315265568,0.3794146707,-0.07338895848,0.9728691695,1.407490004,-0.4681031657,-0.1205214743,-0.01420025597,1.595779386,-1.707603393,-0.8991789937,0.6533092159,0.8008000631,0.8008000631,0.08400575566
F,909,S20,C,0.1315265568,-1.017037979,1.620359376,0.9459918993,1.94035491,-0.6552009282,1.943037369,4.269407364,1.494783319,-1.700989737,-0.7903922991,0.5241815421,0.7883454695,0.7883454695,0.003470842527
F,980,S25,B,0.1691249884,-1.017037979,-0.07338895848,-0.6397670392,-0.3687263505,-0.295164185,-0.2342609381,-0.1828462253,0.5184879985,-1.786494867,-0.7673163335,0.5051921783,0.8328523261,0.8328523261,0.2195529102
F,980,M,B,0.1691249884,-0.1791663894,-0.07338895848,-0.5806370449,-0.1911047151,-0.3702540993,0.139454443,0.5929252335,-1.232110507,-1.845387902,-0.9947794223,0.3228942859,0.2841175837,0.2841175837,0.5895558806
F,980,M,B,0.1691249884,-1.017037979,-1.202554515,-0.5107561425,-1.967321069,1.704000877,0.2044484223,0.727842009,0.114503728,-1.972149651,-0.7706129001,0.4824049418,0.9920147063,0.9920147063,0.2967847177
F,980,M,B,0.1691249884,-0.4584569194,0.3029995603,-0.7257743037,1.585111639,-1.086240588,-0.02303050532,0.2556332949,-0.8281262366,-1.81546898,-0.9321446587,0.5317772876,0.6174611188,0.6174611188,0.663499975
F,909,S20,C,0.1315265568,-1.017037979,1.243970857,0.8438582728,-0.5463479859,0.627681318,-0.3317519071,-0.4526797762,1.966098301,-1.732798275,-0.6881987375,0.7406602893,1.011246064,1.011246064,0.06808966358
F,909,M,C,0.1315265568,-0.4584569194,0.3029995603,0.8169810026,-0.0134830797,0.186039325,0.04196347399,0.3230916826,-1.636094778,-1.757678221,-0.8431373631,0.4292347231,-0.1671782792,-0.1671782792,0.8785305692
F,909,M,C,0.1315265568,0.9379957308,-0.6379717366,0.9137391752,1.585111639,-0.5510055903,0.02571497916,0.2893624888,-1.265775863,-1.777046786,-0.8728064617,0.3912559956,0.1839313674,0.1839313674,0.6826174277
F,909,S20,C,0.1315265568,-0.7377474494,-0.07338895848,0.9782446235,-0.3687263505,0.5388603243,-0.2180124433,-0.2165754191,-0.5251380337,-1.651072378,-0.8596201956,0.5317772876,0.8590436039,0.8590436039,0.5709421117
F,909,M,C,0.1315265568,-0.7377474494,-1.578943034,0.9298655373,-2.500185975,5.468194551,0.2856908964,0.8290295905,-0.3904766102,-1.860819767,-0.8662133287,0.4330325959,0.8275408083,0.8275408083,0.4115008561
F,909,S10,C,0.1315265568,-0.4584569194,-0.6379717366,0.876110997,0.5193818265,-0.1100947927,-0.2992549174,-0.3852213884,0.2154997956,-1.808697856,-0.717867836,0.49379856,1.054287674,1.054287674,0.2911331978
F,980,S05,B,0.1691249884,0.1001241407,-1.014360255,-0.7526515738,-0.9015912568,0.02590754265,-0.3155034122,-0.3514921946,0.08083837208,-1.591392002,-0.8200613976,0.5241815421,1.027180618,1.027180618,0.375505574
F,980,S15,B,0.1691249884,0.6587052008,-0.2615832179,-0.591387953,-0.1911047151,-0.3755187059,-0.429242876,-0.5875965516,0.2154997956,-1.582416325,-0.8892892942,0.4216389776,1.051723493,1.051723493,0.2422519428
F,980,M,B,0.1691249884,0.3794146707,1.243970857,-0.5806370449,-0.9015912568,0.1311996734,0.3669333706,1.065133948,-1.333106575,-1.69122672,-0.8826961612,0.5659581424,0.1086543383,0.1086543383,0.9090900405
F,980,S20,B,0.1691249884,-0.1791663894,-0.826165996,-0.6935215795,1.585111639,-1.075711375,-0.2992549174,-0.3177630007,0.114503728,-1.586510494,-0.7607232005,0.4292347231,0.9546509255,0.9546509255,0.2774816823
F,980,S25,B,0.1691249884,-0.1791663894,0.8675823385,-0.2688607112,-0.5463479859,0.02225156612,-0.2992549174,-0.3177630007,-0.3568112543,-1.583518601,-0.8134682646,0.3874581228,0.8863338164,0.8863338164,0.3786193145
F,980,M,B,0.1691249884,2.055157851,0.1148053009,-0.6666443094,-0.7239696213,-0.0658359684,0.3181878861,0.963946366,-0.9291223042,-1.668393859,-0.8365442301,0.5127879238,0.5257000688,0.5257000688,0.6941241155
F,980,S25,B,0.1691249884,-0.1791663894,0.1148053009,-0.7096479416,1.407490004,-1.036317596,-0.4129943812,-0.5538673577,-0.02015769554,-1.649497698,-0.9024755602,0.2393410852,0.9291922709,0.9291922709,0.1324453816
F,980,S10,B,0.1691249884,-0.4584569194,-0.2615832179,-0.591387953,-0.1911047151,-0.3755187059,-0.3804973916,-0.48640897,-0.1884844749,-1.665401967,-0.757426634,0.3190964132,0.9421963319,0.9421963319,0.2548855297
F,980,S15,B,0.1691249884,-0.7377474494,-0.4497774773,-0.5698861369,-0.9015912568,0.1377804316,-0.4617398657,-0.6550549393,-0.05382305142,-1.693116336,-0.717867836,0.3001070494,0.991465239,0.991465239,0.1959867182
F,980,S20,B,0.1691249884,-0.1791663894,2.184942154,-0.5053806885,-1.079212892,0.3474872585,-0.2830064226,-0.2840338069,-0.1884844749,-1.696895569,-0.8134682646,0.3077027949,0.966372896,0.966372896,0.2415408561
F,980,M,B,0.1691249884,2.055157851,0.1148053009,-0.7419006658,-0.1911047151,-0.4492231974,0.139454443,0.5929252335,-1.568764066,-1.726971959,-0.9453309247,0.3152985404,-0.06717521865,-0.06717521865,0.7232437066
F,980,S10,B,0.1691249884,-0.1791663894,1.620359376,-0.7526515738,1.762733274,-1.136339263,-0.3317519071,-0.3852213884,-0.0874884073,-1.729806383,-0.7936888656,0.1026176659,0.9202176372,0.9202176372,0.01548392417
F,980,S15,B,0.1691249884,0.1001241407,-1.390748774,-0.225857079,0.3417601911,-0.4808108366,-0.3967458864,-0.5201381639,0.5184879985,-1.665874371,-0.7936888656,0.3115006676,1.029744799,1.029744799,0.05624101908
F,980,S30,B,0.1691249884,-0.4584569194,-1.014360255,-0.77415339,-0.5463479859,-0.2526778868,-0.2505094329,-0.2165754191,-0.6261341013,-1.768071109,-0.8365442301,0.2203517214,0.7286366825,0.7286366825,0.281947142
F,976,M,C,0.20672342,0.6587052008,-0.6379717366,0.8062300946,-2.144942705,3.590484884,0.1881999275,0.7615712028,-1.400437286,-1.910107255,-0.9255515257,0.2773198128,0.09381871946,0.09381871946,0.5978672749
F,909,M,C,0.1315265568,0.1001241407,1.620359376,1.214764601,-0.0134830797,0.3715540314,0.2531939068,0.7615712028,-1.467767998,-1.866803552,-0.9585171908,0.2659261945,-0.0536216903,-0.0536216903,0.6150093424
F,976,M,C,0.20672342,1.496576791,0.8675823385,0.9459918993,-1.434456163,1.859914224,-0.2667579278,-0.1828462253,-0.05382305142,-1.866331148,-0.8530270626,0.2127559759,0.8863338164,0.8863338164,0.1008380388
F,976,M,C,0.20672342,1.775867321,0.8675823385,0.6879701059,-0.0134830797,0.1258723928,0.1881999275,0.7615712028,-0.4578073219,-1.922547227,-0.9189583927,0.1709793756,0.6841298258,0.6841298258,0.1703070807
F,909,S10,C,0.1315265568,0.3794146707,-0.4497774773,0.8062300946,-1.434456163,1.754622093,2.154267802,4.707886885,0.1481690838,-1.851214219,-1.202463112,-1.549456984,0.7057422089,0.7057422089,-1.574505892
F,909,S20,C,0.1315265568,1.217286261,1.808553635,0.7524755543,-0.7239696213,0.7517264589,-0.3642488967,-0.5201381639,0.04717301621,-1.900344238,-0.7936888656,0.4102453594,0.9379837487,0.9379837487,0.2548876648
F,909,S25,C,0.1315265568,0.3794146707,-0.4497774773,0.9567428074,-0.7239696213,0.8694058988,-0.2667579278,-0.3177630007,0.3501612191,-1.84554537,-0.7706129001,0.1747772483,1.056485544,1.056485544,-0.03695458533
F,909,M,C,0.1315265568,1.775867321,2.184942154,1.010497348,-1.434456163,1.908510592,0.2206969171,0.6941128151,-1.030118372,-1.815311512,-0.9453309247,0.07983042938,0.448408326,0.448408326,0.2616683047
F,980,S09,B,0.1691249884,-0.1791663894,3.125913451,-0.784904298,-0.5463479859,-0.2585274496,-0.9329462157,-1.633201561,-1.030118372,-0.2444106423,-0.8365442301,0.3152985404,0.4575661155,0.4575661155,0.6427861187
F,980,S14,B,0.1691249884,-1.29632851,-0.07338895848,-0.6182652231,0.1641385557,-0.5693519465,-0.1692669588,-0.04792944983,-1.467767998,-0.2001621314,-0.7903922991,0.2811176856,-0.005451717918,-0.005451717918,0.7785913953
F,980,S19,B,0.1691249884,-1.57561904,-1.202554515,-0.6558934013,-0.9015912568,0.0851343662,-0.5104853502,-0.7562425209,0.2491651515,-0.2267742251,-0.764019767,0.5127879238,-0.2411732177,-0.2411732177,0.4223976084
F,980,M,B,0.1691249884,0.6587052008,-0.07338895848,-0.8279079302,-0.9015912568,-0.02015776456,-0.08802448464,0.1207165195,-0.5588033896,-0.9544339004,-0.8002819986,0.38366025,0.4802774332,0.4802774332,0.4908045976
F,909,M,C,0.1315265568,0.1001241407,1.620359376,0.9137391752,-1.789699434,2.601376991,0.1069574533,0.4580084581,-1.164779795,-0.8027922066,-0.8695098952,0.6153304883,0.09693236786,0.09693236786,0.9776635097
F,909,S15,C,0.1315265568,0.6587052008,-0.826165996,1.236266417,-0.7239696213,1.030440922,-0.2505094329,-0.2840338069,-0.0874884073,-0.6757155223,-0.698088437,0.4710113235,0.9976925358,0.9976925358,0.4489512211
F,909,S20,C,0.1315265568,0.1001241407,-0.4497774773,0.9191146292,-0.9015912568,1.049215438,-0.3155034122,-0.4189505823,0.2828305073,-0.6086341499,-1.466188432,0.353277268,0.5531734371,0.5531734371,0.2326594595
F,909,M,C,0.1315265568,-1.017037979,-1.014360255,0.9352409913,-0.9015912568,1.059086576,2.170516297,4.741616078,-1.602429422,-0.8805814036,-1.624423624,0.5393730331,-0.07010571126,-0.07010571126,1.075558297
F,909,M,C,0.1315265568,0.1001241407,0.1148053009,0.9137391752,-0.7239696213,0.8446312801,0.2694424016,0.7953003967,-1.232110507,-0.7505128272,-1.627720191,0.3760645045,0.2592083965,0.2592083965,0.7438694529
F,909,M,C,0.1315265568,0.1001241407,-0.4497774773,0.7954791865,-1.434456163,1.746522699,0.139454443,0.5254668458,-0.8954569483,-0.7254754135,-1.512340363,0.6533092159,0.5537229044,0.5537229044,0.9161401857
F,976,S10,C,0.20672342,0.1001241407,-1.202554515,0.698721014,-1.434456163,1.673628146,-0.4129943812,-0.48640897,1.326456539,-0.5492687101,-1.357401738,-0.7860845595,0.4278948777,0.4278948777,-0.9888594194
F,909,M,C,0.1315265568,0.6587052008,-1.014360255,0.9298655373,-0.0134830797,0.2386853904,2.121770812,4.640428497,-1.400437286,-0.7084688684,-1.555195728,0.5355751604,0.07000846695,0.07000846695,0.9977145665
F,909,M,C,0.1315265568,0.6587052008,0.1148053009,0.8062300946,1.585111639,-0.5861029674,-0.1855154536,-0.1491170314,-1.53509871,-0.6116260421,-1.57167856,0.463415578,-0.07614985229,-0.07614985229,0.9826051192
F,909,M,C,0.1315265568,0.1001241407,-0.6379717366,0.8062300946,-1.256834528,1.459572716,-0.07177598981,0.08698732561,-0.3231458984,-0.3625116499,-4.996811158,-1.697574021,-0.0232178294,-0.0232178294,-1.646344634
F,1116,M,D,0.0563296936,-0.7377474494,-0.4497774773,2.499498114,-0.9015912568,2.01658689,-0.153018464,-0.2165754191,-0.5924687454,-0.594147093,-1.469484999,0.3228942859,0.7295524614,0.7295524614,0.4685223617
F,909,S15,C,0.1315265568,-0.4584569194,-1.014360255,1.02662371,-0.5463479859,0.7271238855,-0.5104853502,-0.8237009086,0.6868147778,-0.5498985821,-1.410146802,0.4482240869,1.070771695,1.070771695,0.2157607157
F,909,S25,C,0.1315265568,-1.57561904,-0.07338895848,1.182511877,-0.9015912568,1.210444014,-0.1042729795,0.01952893789,-0.154819119,-0.5916276048,-1.420036501,0.4102453594,0.978461178,0.978461178,0.4168222289
F,980,M,B,0.1691249884,-0.4584569194,-0.4497774773,-0.7257743037,-0.5463479859,-0.2263548541,0.2369454119,0.7953003967,-1.400437286,-0.5426550537,-1.627720191,0.4975964328,0.1293509424,0.1293509424,0.9699337502
F,909,S20,C,0.1315265568,-1.017037979,0.1148053009,0.9674937155,1.407490004,-0.4699185473,-0.2992549174,-0.3852213884,-0.3568112543,-0.624380951,-1.446409033,0.5431709059,0.8760770922,0.8760770922,0.6123585049
F,909,S25,C,0.1315265568,-0.1791663894,-0.2615832179,0.886861905,-0.7239696213,0.829147143,-0.3480004019,-0.48640897,-0.154819119,-0.5576145146,-1.522230063,0.6077347428,0.9042830836,0.9042830836,0.6146685291
F,909,M,C,0.1315265568,-0.1791663894,0.3029995603,0.9674937155,-0.3687263505,0.5333186331,0.1232059481,0.4917376519,-1.299441219,-0.6470563444,-1.548602595,0.6533092159,0.2152510072,0.2152510072,1.09317594
F,980,M,B,0.1691249884,-0.4584569194,1.432165117,-0.4838788724,-0.5463479859,-0.09473969068,0.09070895848,0.4917376519,-1.93908298,-0.5798175041,-1.594754526,0.3152985404,-0.2290849357,-0.2290849357,0.991304217
F,980,M,B,0.1691249884,0.3794146707,-0.07338895848,-0.8010306601,-0.1911047151,-0.4781785334,0.05821196882,0.4242792642,-0.6597994572,-0.470849641,-1.601347659,0.4900006873,0.6200252999,0.6200252999,0.6764505799
F,980,S20,B,0.1691249884,0.6587052008,0.6793880791,-0.4301243321,0.5193818265,-0.6431362047,-0.4129943812,-0.5538673577,0.08083837208,-0.4546304359,-1.436519334,0.573553888,0.404267781,0.404267781,0.5138915278
F,980,S25,B,0.1691249884,0.1001241407,-0.6379717366,-0.7257743037,0.3417601911,-0.6936840575,-0.3642488967,-0.4526797762,0.1818344397,-0.5100591755,-1.446409033,0.5279794149,1.010330285,1.010330285,0.4347619201
F,980,S30,B,0.1691249884,-1.017037979,0.1148053009,-0.6773952174,-0.1911047151,-0.4176355582,-0.2667579278,-0.250304613,-0.1884844749,-0.425498854,-1.502450664,-0.5202334664,0.8040968673,0.8040968673,-0.4860565673
F,980,M,B,0.1691249884,0.6587052008,-0.6379717366,-0.7150233956,-1.079212892,0.2106074885,-0.07177598981,0.1544457133,-0.0874884073,-0.5108465156,-1.443112467,0.60393687,0.9936631084,0.9936631084,0.5926649192
F,980,M,B,0.1691249884,-0.1791663894,-1.202554515,-0.6236406771,-0.3687263505,-0.2868516482,-0.006782010493,0.2893624888,-1.232110507,-0.1267820386,-1.538712895,0.5051921783,0.196385961,0.196385961,0.9458257464
F,980,S15,B,0.1691249884,-0.1791663894,1.808553635,-0.5806370449,-0.9015912568,0.1311996734,-0.2180124433,-0.1491170314,0.1818344397,-0.1559136205,-1.512340363,0.4975964328,1.045862508,1.045862508,0.4334819491
F,980,M,B,0.1691249884,1.775867321,-0.07338895848,-0.6827706715,-0.0134830797,-0.5134012581,0.1232059481,0.5591960397,-1.299441219,-0.1760695258,-1.568381994,0.4862028145,-0.00764958738,-0.00764958738,0.9479593066
F,976,M,C,0.20672342,0.3794146707,-0.07338895848,0.7524755543,-0.7239696213,0.7517264589,0.009466484336,0.3905500704,-0.9627876601,-0.1648892971,-1.479374698,0.3077027949,0.4260633198,0.4260633198,0.6162909851
F,976,M,C,0.20672342,-1.29632851,-0.4497774773,0.7901037325,-1.256834528,1.448291416,-0.2505094329,-0.1491170314,-0.9291223042,-0.1715029535,-1.495857531,0.3115006676,0.3354012045,0.3354012045,0.607655936
F,976,S16,C,0.20672342,-1.57561904,-1.390748774,0.9728691695,-1.967321069,3.157032281,-0.07177598981,0.2219041011,-0.6934648131,-0.1814234382,-1.390367403,0.2469368307,0.6603195733,0.6603195733,0.4552058893
F,980,S30,B,0.1691249884,0.6587052008,0.6793880791,-0.8816624705,-0.0134830797,-0.6061586113,-0.3967458864,-0.5201381639,1.865102233,-0.1563860245,-1.420036501,0.8545964721,0.2088405546,0.2088405546,0.2964683625
F,980,M,B,0.1691249884,0.1001241407,0.4911938197,-0.6343915852,-0.9015912568,0.09829588255,0.4156788551,1.166321529,-1.400437286,-0.1398518835,-1.535416329,0.4596177052,0.1205594646,0.1205594646,0.9637890864
F,980,S05,B,0.1691249884,-0.4584569194,-0.4497774773,-0.6827706715,0.5193818265,-0.7462347497,-0.2667579278,-0.250304613,1.393787251,-0.1499298361,-1.377181137,0.5279794149,0.2185478114,0.2185478114,0.1377069642
F,980,S15,B,0.1691249884,0.3794146707,-0.6379717366,-0.4301243321,-1.967321069,1.782969975,-0.2017639484,-0.1153878376,0.653149422,-0.1667789132,-1.528823196,0.463415578,-0.01882209048,-0.01882209048,0.2665893647
F,980,M,B,0.1691249884,-1.57561904,0.6793880791,-0.7526515738,-0.0134830797,-0.5459916796,0.009466484336,0.3230916826,-1.333106575,2.915342451,-1.568381994,0.2051602304,0.02403636403,0.02403636403,0.8987107597
F,909,S05,C,0.1315265568,-1.57561904,-0.07338895848,0.9137391752,0.5193818265,-0.09473969068,-0.4942368554,-0.7899717148,0.6194840661,3.20508359,-1.387070836,0.1405963935,0.9978756916,0.9978756916,0.1996004843
F,980,M,B,0.1691249884,-0.7377474494,0.6793880791,-0.7472761198,-0.0134830797,-0.543484724,0.2856908964,0.8964879783,-1.265775863,3.128711605,-1.621127058,0.1785751211,0.2540800344,0.2540800344,0.8554020564
F,909,M,C,0.1315265568,1.496576791,0.4911938197,0.8062300946,-1.789699434,2.505656872,0.3344363809,0.9302171721,-1.299441219,3.05470164,-1.492560964,0.1671815028,0.1178121278,0.1178121278,0.8488932828
F,909,S07,C,0.1315265568,-1.017037979,-1.202554515,1.290020957,-1.079212892,1.519739648,-0.3155034122,-0.4189505823,-0.7607955248,3.068558825,-1.51563693,0.09122404766,0.6793677753,0.6793677753,0.554284778
F,976,S19,C,0.20672342,-1.017037979,1.055776598,1.075002796,-0.3687263505,0.588735544,-0.2505094329,-0.1491170314,0.1481690838,3.08635271,-1.423333068,0.117809157,-0.1572878666,-0.1572878666,0.2975979461
F,980,M,B,0.1691249884,0.1001241407,-0.826165996,-0.6505179473,-1.434456163,0.6571541153,0.2531939068,0.8290295905,-1.53509871,3.032813587,-1.627720191,0.007670846977,-0.175969757,-0.175969757,0.7414778141
F,1071,S10,D,0.112727341,-0.1791663894,-0.2615832179,1.660927285,-1.434456163,2.39852397,-0.2017639484,-0.2165754191,0.6868147778,3.027144738,-1.456298733,0.3418836497,0.8425595829,0.8425595829,0.3707538599
F,980,M,B,0.1691249884,0.1001241407,-0.6379717366,-0.6773952174,-0.9015912568,0.07197284986,1.959285864,4.370594946,-0.7944608807,2.992344308,-1.591457959,0.2317453397,0.5848593885,0.5848593885,0.724945609
F,909,M,C,0.1315265568,-0.1791663894,0.8675823385,0.8169810026,-2.144942705,3.602184014,0.2856908964,0.8290295905,-1.232110507,2.993918988,-1.660685856,0.1216070297,0.2005985442,0.2005985442,0.7601662713
F,980,M,B,0.1691249884,-0.1791663894,0.1148053009,-0.7687779359,-0.1911047151,-0.4623847137,0.2856908964,0.8964879783,-1.299441219,2.925105468,-1.485967831,0.1785751211,0.1731251759,0.1731251759,0.8523943534
F,980,M,B,0.1691249884,-0.4584569194,-0.2615832179,-0.6451424933,-1.434456163,0.6612038122,0.2206969171,0.7615712028,-1.097449084,3.100209895,-1.588161393,0.1557878845,0.3484052655,0.3484052655,0.7578174084
F,909,S05,C,0.1315265568,-1.29632851,-1.578943034,0.8438582728,0.5193818265,-0.1232563091,-0.3967458864,-0.5875965516,0.3164958632,3.147450298,-1.502450664,0.2089581032,0.9885347464,0.9885347464,0.3488295469
F,909,S10,C,0.1315265568,0.1001241407,-0.4497774773,1.058876434,-0.3687263505,0.5804230078,-0.07177598981,0.08698732561,-0.1211537632,3.157528251,-1.462891866,0.148192139,0.9962272895,0.9962272895,0.4152265306
F,909,S20,C,0.1315265568,-0.4584569194,0.3029995603,1.058876434,1.229868368,-0.3698780559,-0.02303050532,0.1881749072,-0.0874884073,3.175479604,-1.416739935,0.2051602304,0.9859705653,0.9859705653,0.4679402793
F,909,S25,C,0.1315265568,-0.7377474494,-0.826165996,0.8062300946,0.5193818265,-0.1386114117,-0.2342609381,-0.250304613,0.04717301621,3.203823846,-1.426629634,0.1026176659,0.9678381423,0.9678381423,0.3187404468
F,976,M,C,0.20672342,-0.7377474494,-0.6379717366,0.6610928358,-1.967321069,2.851685102,0.2369454119,0.8627587844,-0.9291223042,3.256733097,-3.051836921,0.007670846977,0.08850720159,0.08850720159,0.5284211647
F,980,M,B,0.1691249884,-0.1791663894,-0.4497774773,-0.7096479416,0.1641385557,-0.6100329969,0.07446046365,0.4580084581,-0.8617915924,2.979589399,-2.102425767,0.117809157,0.407747741,0.407747741,0.6145888535
F,980,S05,B,0.1691249884,-0.1791663894,-2.143525812,-0.6827706715,-1.256834528,0.417932708,-0.1367699691,0.01952893789,2.30275186,2.850308163,-1.390367403,0.4064474866,1.43891483,1.43891483,0.02863968232
F,980,S10,B,0.1691249884,0.6587052008,-0.4497774773,-0.7203988497,1.407490004,-1.039948359,-0.4617398657,-0.6550549393,1.595779386,2.868259516,-1.453002166,0.133000648,1.43763274,1.43763274,-0.06056690382
F,980,S19,B,0.1691249884,1.217286261,-1.014360255,-0.5645106828,0.6970034619,-0.7650995897,-0.5429823398,-0.8237009086,1.124464404,2.938332781,-1.528823196,0.148192139,1.440746388,1.440746388,0.0640191273
F,909,M,C,0.1315265568,-0.7377474494,0.6793880791,1.161010061,-0.1911047151,0.4826121598,0.1069574533,0.4580084581,-1.030118372,2.847631207,-1.907928344,0.1747772483,0.317635093,0.317635093,0.7346220107
F,909,S10,C,0.1315265568,-0.4584569194,-0.6379717366,0.7632264624,0.6970034619,-0.2449564637,-0.1367699691,-0.04792944983,0.4511572867,2.863535476,-1.492560964,0.2013623576,1.431588599,1.431588599,0.2835644547
F,909,S15,C,0.1315265568,2.055157851,1.620359376,0.9782446235,-0.5463479859,0.7008008528,-0.02303050532,0.1881749072,1.663110098,2.846843867,-1.512340363,0.4140432321,1.443127413,1.443127413,0.1769565653
F,909,M,C,0.1315265568,-0.1791663894,-0.4497774773,0.9244900832,-1.256834528,1.542302247,0.139454443,0.5254668458,-1.131114439,2.839757806,-2.155170832,0.1064155387,0.205910062,0.205910062,0.6900057811
F,909,S05,C,0.1315265568,-0.1791663894,-0.826165996,0.9997464396,-0.5463479859,0.7124999788,-0.3317519071,-0.4526797762,0.5521533543,2.913137899,-1.472781565,0.227947467,1.436716961,1.436716961,0.2860477282
F,909,S10,C,0.1315265568,-0.1791663894,-0.2615832179,1.02662371,-1.079212892,1.347762501,-0.2667579278,-0.3177630007,0.8214762013,2.778660218,-1.535416329,0.3152985404,1.43415278,1.43415278,0.2906203997
F,1071,S15,D,0.112727341,-1.017037979,-1.014360255,1.870569992,-0.9015912568,1.631612537,-0.3155034122,-0.4526797762,1.191795116,2.92022396,-1.495857531,0.3115006676,1.452285203,1.452285203,0.2011853998
F,1071,S20,D,0.112727341,-0.7377474494,0.6793880791,1.789938182,-1.079212892,1.846145253,-0.2992549174,-0.4189505823,0.6194840661,2.86715724,-1.489264398,0.2811176856,1.432138066,1.432138066,0.3176930038
F,980,S25,B,0.1691249884,-0.4584569194,-0.826165996,-0.5860124989,-0.1911047151,-0.3728864026,-0.4454913709,-0.6213257455,0.7541454896,2.878809873,-1.294766974,0.148192139,1.407045723,1.407045723,0.1510884855
F,980,S29,B,0.1691249884,0.3794146707,-1.202554515,-0.6827706715,-1.256834528,0.417932708,-0.2667579278,-0.250304613,-0.2558151867,2.865267624,-1.469484999,0.1405963935,0.9850547864,0.9850547864,0.4279802068
F,980,M,B,0.1691249884,0.1001241407,-1.014360255,-0.6773952174,-0.0134830797,-0.5108943025,-0.2342609381,-0.1828462253,-0.8617915924,3.117373908,-3.750709019,-0.1556376816,-0.01625790944,-0.01625790944,0.3011862666
F,980,S05,B,0.1691249884,0.1001241407,-0.07338895848,-0.6612688553,-0.1911047151,-0.4097386484,-0.4942368554,-0.7225133271,0.653149422,3.178786432,-1.4497056,0.04944744732,1.436900117,1.436900117,0.09769389091
F,980,S25,B,0.1691249884,-0.1791663894,-1.390748774,-0.7203988497,-0.1911047151,-0.4386939843,-0.3317519071,-0.3852213884,1.15812976,3.124459969,-1.423333068,0.1216070297,1.443676881,1.443676881,0.04235864815
F,980,S05,B,0.1691249884,0.3794146707,-1.390748774,-0.7419006658,-0.7239696213,-0.1091915516,-0.2505094329,-0.2165754191,0.8888069131,3.098320279,-1.4398159,-0.03410575336,1.440929544,1.440929544,-0.04674043988
F,980,S10,B,0.1691249884,-0.1791663894,-0.826165996,-0.6988970335,0.8746250973,-0.8776811757,-0.4454913709,-0.6213257455,1.259125828,3.101312171,-1.446409033,-0.05309511716,1.440746388,1.440746388,-0.1469986927
F,909,S15,C,0.1315265568,-0.7377474494,0.4911938197,0.8169810026,-0.9015912568,0.9866982358,-0.1367699691,-0.04792944983,2.201755792,2.986203056,-1.453002166,0.2051602304,1.442761102,1.442761102,-0.114890775
F,980,S20,B,0.1691249884,-0.7377474494,-0.826165996,-0.7257743037,-0.1911047151,-0.4413262876,-0.2017639484,-0.1153878376,0.8888069131,3.080368926,-1.456298733,-0.06448873543,1.445325283,1.445325283,-0.07747000491
F,980,S25,B,0.1691249884,-1.57561904,-0.4497774773,-0.8332833843,-0.1911047151,-0.493972353,2.056776833,4.572970109,0.8888069131,3.120838205,-1.466188432,0.1216070297,1.443127413,1.443127413,0.1067833141
F,980,M,B,0.1691249884,0.1001241407,-1.202554515,-0.602138861,-1.256834528,0.4743392065,0.3669333706,1.065133948,-1.232110507,3.142726258,-1.884852378,-0.02271213509,-0.006733808437,-0.006733808437,0.5929842114
F,980,S05,B,0.1691249884,-0.1791663894,-0.6379717366,-0.6558934013,0.8746250973,-0.8614823862,2.056776833,4.572970109,1.73044081,3.151072063,-1.324436073,7.51E-05,1.440746388,1.440746388,-0.1924545678
F,980,M,B,0.1691249884,-0.1791663894,0.1148053009,-0.6773952174,-1.612077798,0.8879868632,0.1881999275,0.6941128151,-0.8617915924,3.049820132,-2.359557955,0.04564957456,0.03447624398,0.03447624398,0.5346266644
F,980,S05,B,0.1691249884,-0.7377474494,0.4911938197,-0.7634024819,-0.7239696213,-0.1215788612,0.09070895848,0.4917376519,-0.8954569483,3.130916157,-1.426629634,-0.07588235371,0.5306452751,0.5306452751,0.4079180734
F,980,S15,B,0.1691249884,0.1001241407,0.6793880791,-0.5322579586,-0.7239696213,0.01158471623,-0.5429823398,-0.8237009086,1.393787251,3.125719713,-1.522230063,0.1292027752,1.439830609,1.439830609,-0.004349965194
F,980,M,C,0.1691249884,0.1001241407,-1.767137293,0.3116883239,-0.7239696213,0.4977866137,-0.08802448464,0.1207165195,-1.501433354,3.16634646,-2.039791004,-0.02271213509,-0.3702980486,-0.3702980486,0.6992916122
F,980,S05,C,0.1691249884,-0.7377474494,-1.390748774,0.4837028528,-0.7239696213,0.5968850902,-0.3642488967,-0.4526797762,1.528448675,3.154693827,-1.476078132,0.2773198128,1.4411127,1.4411127,0.1037634431
