grade,grade_s,seq_no,l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
N,980,S20,1508,8,0.012,0.737,0.02,36.85,29.96988564,37,1545,2.47,2309.41,63.12,5.37,291.88,145.94,21087624.75
N,980,S30,1508,6,0.013,0.724,0.023,31.47826087,26.82423957,46,1554,2.89,2310.35,62.9,7.11,313.72,156.86,23872550.76
N,980,M,1508,11,0.022,0.742,0.021,35.33333333,28.83191546,57,1565,2.27,2297.15,62.56,0.01,273.21,136.605,42502.3348
N,980,M,1508,13,0.027,0.725,0.019,38.15789474,31.21470086,55,1563,2.3,2305.87,62.18,0.31,276.67,138.335,1305322.93
N,980,S5,1508,9,0.015,0.745,0.019,39.21052632,31.21470086,45,1553,2.9,2306.66,63.03,5.63,317.51,158.755,18808028.4
N,980,S10,1508,10,0.043,0.728,0.032,22.75,20.64126415,37,1545,2.29,2303.83,63,6.31,276.32,138.16,26662053.56
N,980,M,1508,7,0.021,0.742,0.02,37.1,29.96988564,66,1574,2.21,2302.51,62.61,0.07,265.37,132.685,306306.7602
N,980,S15,1508,7,0.021,0.755,0.018,41.94444444,32.58285073,57,1565,2.79,2304.81,63.25,5.87,316.72,158.36,20366589.87
N,980,S20,1508,10,0.022,0.77,0.028,27.5,22.94811947,50,1558,2.79,2300.85,62.79,5.86,315.43,157.715,20296960.65
N,980,M,1508,12,0.019,0.72,0.028,25.71428571,22.94811947,62,1570,2.28,2305.68,62.61,0.02,269.95,134.975,84946.10526
N,980,M,1508,7,0.022,0.72,0.024,30,25.93359266,64,1572,2.58,2308.86,59.63,0.01,274.86,137.43,37586.09302
N,980,S5,1508,7,0.018,0.735,0.026,28.26923077,24.33786233,46,1554,2.91,2304.22,62.99,6.32,315.84,157.92,21018287.18
N,980,S19,1508,6,0.017,0.743,0.023,32.30434783,26.82423957,38,1546,2.62,2283.5,62.98,5.91,285.96,142.98,21633983.59
N,980,S24,1508,7,0.011,0.749,0.024,31.20833333,25.93359266,39,1547,2.69,2290.66,63.12,5.5,293.14,146.57,19670723.42
N,980,S29,1508,6,0.016,0.764,0.024,31.83333333,25.93359266,50,1558,2.59,2288.71,63.03,5.81,284.18,142.09,21563359.62
N,980,M,1508,10,0.019,0.722,0.024,30.08333333,25.93359266,55,1563,2.33,2290.45,62.38,0.11,290.46,145.23,454157.897
N,980,M,1508,14,0.023,0.738,0.018,41,32.58285073,73,1581,2.34,2288.69,62.45,0.01,291.62,145.81,41079.05128
N,980,S15,1508,7,0.013,0.747,0.014,53.35714286,39.77262916,44,1552,3.12,2286.3,62.75,6.32,303.59,151.795,19451136.92
N,909,S10,1506,5,0.024,1.03,0.025,41.2,25.10710746,33,1539,3.21,2285.48,63.09,6.85,313.91,156.955,20483881.5
N,980,S20,1508,9,0.014,0.73,0.022,33.18181818,27.78715793,41,1549,2.97,2288.53,63.05,7.56,307.99,153.995,24466466.18
N,909,M,1506,9,0.025,0.73,0.013,56.15384615,42.18126779,67,1573,2.34,2288.64,62.54,0.62,268.82,134.41,2546845.538
N,909,S25,1506,6,0.022,1.064,0.02,53.2,29.96988564,55,1561,2.88,2290.98,63.07,6.13,318.15,159.075,20480406.63
N,909,S30,1506,7,0.017,1.025,0.017,60.29411765,34.09448306,45,1551,3.22,2292.37,62.96,7.54,317.44,158.72,22544960.61
N,980,M,1508,10,0.012,0.72,0.021,34.28571429,28.83191546,67,1575,2.35,2291.37,62.62,0.23,270.43,135.215,941899.3277
N,909,M,1506,11,0.017,1.05,0.019,55.26315789,31.21470086,68,1574,2.33,2291.12,62.53,0.04,272.18,136.09,165196.6352
N,909,S10,1506,5,0.015,1.057,0.032,33.03125,20.64126415,190,1696,2.7,2290.81,62.82,5.54,308.46,154.23,19741691.51
N,909,S15,1506,10,0.023,1.01,0.017,59.41176471,34.09448306,46,1552,2.73,2289.46,63.08,7.57,299.19,149.595,26663403.38
N,909,M,1506,13,0.019,1.03,0.026,39.61538462,24.33786233,67,1573,2.31,2290.91,62.42,0.08,272.03,136.015,333223.2727
N,909,M,1506,15,0.024,1.036,0.024,43.16666667,25.93359266,80,1586,2.33,2290.05,62.64,0.33,274.01,137.005,1362235.751
N,909,S9,1506,9,0.027,1.048,0.022,47.63636364,27.78715793,55,1561,3.18,2286.45,63.24,6.08,307.95,153.975,18360624.91
N,909,S12,1506,12,0.013,1.025,0.018,56.94444444,32.58285073,45,1551,2.73,2288.68,62.71,6.81,290.41,145.205,23978324.31
N,980,S22,1508,4,0.014,0.753,0.024,31.375,25.93359266,39,1547,2.85,2292.31,62.66,5.31,290.19,145.095,17937928.99
N,980,S32,1508,6,0.018,0.72,0.022,32.72727273,27.78715793,27,1535,2.85,2291.57,63.01,5.38,310.79,155.395,18168531.83
N,980,S10,1508,13,0.016,0.745,0.021,35.47619048,28.83191546,57,1565,3,2292.31,62.95,5.54,319.71,159.855,17779156.36
N,980,S29,1508,5,0.014,0.74,0.028,26.42857143,22.94811947,42,1550,2.87,2293.42,63.12,6.01,307.18,153.59,20170908.59
N,976,M,1510,12,0.021,0.982,0.027,36.37037037,23.61991192,57,1567,2.25,2297.38,62.56,0.04,265.51,132.755,171537.7067
N,980,S10,1508,12,0.015,0.734,0.03,24.46666667,21.72572514,35,1543,3.16,2299.49,63.02,7.05,314.37,157.185,21546803.45
N,980,S20,1508,15,0.04,0.718,0.022,32.63636364,27.78715793,45,1553,2.63,2301.16,62.68,6.05,317.25,158.625,22232880.46
N,976,M,1510,10,0.022,1.02,0.021,48.57142857,28.83191546,70,1580,2.29,2304.08,62.52,0.02,275.72,137.86,84516.47162
N,909,M,1506,10,0.021,0.985,0.02,49.25,29.96988564,72,1578,2.26,2300.52,62.7,0.31,311.02,155.51,1325343.823
N,909,S5,1506,11,0.028,1.025,0.02,51.25,29.96988564,50,1556,2.24,2303.51,63.1,5.33,310.06,155.03,23020703.06
N,909,S10,1506,11,0.032,1.02,0.018,56.66666667,32.58285073,30,1536,2.22,2302.4,63.04,7.37,290.73,145.365,32102923.24
N,909,S19,1506,14,0.028,1.024,0.027,37.92592593,23.61991192,51,1557,2.48,2297.13,63.1,7.11,295.65,147.825,27660038.73
N,909,S24,1506,17,0.022,1.102,0.026,42.38461538,24.33786233,53,1559,2.39,2298.43,62.79,5.77,290.06,145.03,23305503.19
N,909,S5,1506,8,0.023,1.03,0.026,39.61538462,24.33786233,46,1552,2.36,2273.19,62.97,6.06,289.42,144.71,24515776.22
N,980,M,1508,12,0.02,0.76,0.023,33.04347826,26.82423957,79,1587,2.3,2274.46,62.4,0.41,270.95,135.475,1702878.313
N,980,S05,1508,9,0.02,0.785,0.019,41.31578947,31.21470086,61,1569,2.45,2275.64,62.91,5.89,313.02,156.51,22977462.17
N,980,S10,1508,10,0.014,0.785,0.025,31.4,25.10710746,19,1527,2.63,2274.54,63.14,5.9,281.26,140.63,21430836.96
N,980,M,1508,11,0.025,0.756,0.021,36,28.83191546,64,1572,2.29,2276.09,62.46,0.44,282.64,141.32,1836774.812
N,980,S05,1508,15,0.026,0.762,0.023,33.13043478,26.82423957,59,1567,2.9,2275.23,62.93,6.86,316.48,158.24,22604802.33
N,980,S10,1508,10,0.013,0.73,0.022,33.18181818,27.78715793,42,1550,2.8,2277.16,62.79,5.87,317.11,158.555,20050393.8
N,980,M,1508,10,0.013,0.74,0.019,38.94736842,31.21470086,187,1695,2.3,2339.88,62.73,0.01,277.11,138.555,42728.24348
N,980,S14,1508,16,0.021,0.762,0.023,33.13043478,26.82423957,44,1552,2.92,2345.54,63.13,7.17,318.43,159.215,24189586.15
N,909,M,1506,10,0.024,1.06,0.024,44.16666667,25.93359266,94,1600,2.38,2350.16,62.73,0.03,279.01,139.505,124420.2353
N,909,M,1506,15,0.028,1.07,0.015,71.33333333,37.65403131,82,1588,2.3,2352.79,62.27,0.28,272.88,136.44,1202991.757
N,909,S25,1506,12,0.026,1.07,0.03,35.66666667,21.72572514,39,1545,2.6,2352.71,62.85,5.9,309.93,154.965,22423136.08
N,980,S32,1508,15,0.015,0.73,0.021,34.76190476,28.83191546,44,1552,2.44,2351.11,62.84,6.53,306.31,153.155,26426861.83
N,980,M,1508,8,0.014,0.751,0.018,41.72222222,32.58285073,66,1574,2.26,2371.93,62.48,0.49,275.53,137.765,2159925.637
N,980,S05,1508,8,0.018,0.749,0.023,32.56521739,26.82423957,56,1564,3.12,2373.31,62.82,7.78,305.63,152.815,24855858.19
N,980,S30,1508,8,0.015,0.702,0.025,28.08,25.10710746,40,1548,2.91,2379.75,62.82,7.36,318.8,159.4,25279323.71
N,980,S16,1508,6,0.014,0.74,0.01,74,51.94243253,49,1557,2.66,2327.16,62.78,6,315.75,157.875,22046778.95
N,980,S11,1508,3,0.024,0.712,0.018,39.55555556,32.58285073,45,1553,2.75,2326.33,63,5.01,315.37,157.685,17800231.22
N,980,S21,1508,8,0.016,0.742,0.019,39.05263158,31.21470086,30,1538,3.2,2325.39,62.68,5.98,313.89,156.945,18251404.76
N,980,S26,1508,9,0.022,0.743,0.022,33.77272727,27.78715793,45,1553,2.93,2328.26,63.1,6.89,287.69,143.845,22994944.67
N,980,M,1508,9,0.021,0.71,0.025,28.4,25.10710746,73,1581,2.34,2324.01,62.71,0.01,293.89,146.945,41713
N,980,S09,1508,7,0.016,0.756,0.026,29.07692308,24.33786233,32,1540,2.86,2323.27,62.85,5.84,316.71,158.355,19924883.41
N,980,M,1508,8,0.02,0.753,0.018,41.83333333,32.58285073,58,1566,2.32,2329.19,62.5,0.02,275.12,137.56,84332.74138
N,980,S10,1508,9,0.022,0.723,0.021,34.42857143,28.83191546,63,1571,2.71,2324.68,63.08,6.64,311.71,155.855,23922758.61
N,980,S15,1508,9,0.02,0.742,0.028,26.5,22.94811947,42,1550,2.73,2328.46,62.91,5.45,318.34,159.17,19523241.54
N,980,S20,1508,11,0.014,0.79,0.016,49.375,35.77449321,43,1551,2.87,2329.72,62.8,6.81,318.26,159.13,23217648.59
N,976,M,1510,8,0.018,1.021,0.027,37.81481481,23.61991192,73,1583,2.26,2330.87,62.58,0.16,268.93,134.465,693072.8496
N,980,S05,1508,9,0.031,0.746,0.024,31.08333333,25.93359266,48,1556,2.72,2331.72,63.05,6.05,318.47,159.235,21782722.5
N,980,S10,1508,7,0.015,0.754,0.028,26.92857143,22.94811947,47,1555,2.67,2336.64,63.11,5.74,312.98,156.49,21098021.39
N,980,S15,1508,5,0.023,0.79,0.015,52.66666667,37.65403131,41,1549,3.21,2336.3,62.88,5.66,279.16,139.58,17301720.75
N,909,S15,1506,6,0.024,1.047,0.025,41.88,25.10710746,45,1551,3.07,2334.74,62.74,6.66,315.62,157.81,21272751.56
N,909,S30,1506,8,0.028,1.052,0.021,50.0952381,28.83191546,44,1550,3.16,2337.08,62.59,6.83,314.09,157.045,21215657.24
N,980,S35,1508,15,0.022,0.73,0.019,38.42105263,31.21470086,54,1562,3.17,2338.11,63.16,5.87,314.72,157.36,18184152.66
N,980,M,1508,8,0.031,0.8,0.019,42.10526316,31.21470086,76,1584,2.32,2338.34,62.45,0.1,270.51,135.255,423320.1724
N,909,S05,1506,7,0.019,0.969,0.022,44.04545455,27.78715793,42,1548,2.9,2335.6,63.12,7.39,313.43,156.715,24997363.03
N,909,S10,1506,13,0.022,1.15,0.019,60.52631579,31.21470086,40,1546,2.77,2335.64,62.83,5.93,309.13,154.565,21000523.41
N,980,S19,1508,12,0.028,0.843,0.022,38.31818182,27.78715793,59,1567,2.96,2336.12,62.93,7.07,317.16,158.58,23435387.59
N,980,S30,1508,3,0.016,0.74,0.02,37,29.96988564,45,1553,2.91,2335.81,63.25,5.76,282.29,141.145,19418527.67
N,909,M,1506,6,0.025,1.04,0.016,65,35.77449321,67,1573,2.31,2333.66,62.53,0.29,265.49,132.745,1230475.273
N,980,S05,1508,12,0.022,0.75,0.019,39.47368421,31.21470086,40,1548,2.87,2334.28,63.08,6.08,316.92,158.46,20769398.63
N,909,S15,1506,10,0.014,1.117,0.023,48.56521739,26.82423957,50,1556,3.09,2328.64,63.08,5.87,314.88,157.44,18579382.06
N,909,S20,1506,8,0.022,1.047,0.021,49.85714286,28.83191546,39,1545,3.05,2325.41,63.04,6.85,317.03,158.515,21935096.95
N,909,S24,1506,8,0.025,1.04,0.022,47.27272727,27.78715793,63,1569,3.06,2335.19,62.82,7.34,313.02,156.51,23525894.55
N,980,M,1508,9,0.028,0.739,0.025,29.56,25.10710746,66,1574,2.22,2327.99,62.37,0.51,265.97,132.985,2246195.757
N,909,S15,1506,9,0.017,1.045,0.024,43.54166667,25.93359266,46,1552,2.79,2330.21,63.09,6.5,317.2,158.6,22800979.57
N,909,S25,1506,8,0.028,1.047,0.03,34.9,21.72572514,42,1548,2.71,2331.2,63,5.83,313.19,156.595,21063381.25
N,980,M,1508,7,0.029,0.729,0.018,40.5,32.58285073,55,1563,2.26,2340.17,62.56,0.01,266.15,133.075,43489.88496
N,909,S10,1506,9,0.024,1.076,0.026,41.38461538,24.33786233,41,1547,3.1,2336.01,62.88,5.98,314.7,157.35,18926202.31
N,909,S15,1506,6,0.022,1.06,0.02,53,29.96988564,56,1562,2.69,2337.96,63.02,7.22,314.23,157.115,26355501.5
N,980,M,1508,3,0.021,0.732,0.017,43.05882353,34.09448306,195,1703,2.29,2337.5,62.3,0.13,274.42,137.21,557325.3275
N,980,S25,1508,8,0.027,0.735,0.026,28.26923077,24.33786233,39,1547,2.88,2331.26,63.03,5.96,313.02,156.51,20262534.83
N,980,S30,1508,7,0.021,0.793,0.014,56.64285714,39.77262916,33,1541,2.96,2333.18,62.96,6.38,309.32,154.66,21121584.89
N,980,M,1508,8,0.015,0.7,0.016,43.75,35.77449321,63,1571,2.29,2335.4,62.56,0.25,274.18,137.09,1070816.594
N,980,S10,1508,6,0.015,0.725,0.034,21.32352941,19.67192734,48,1556,3.15,2337.08,63,5.86,317.39,158.695,18260385.07
N,980,S15,1508,15,0.018,0.73,0.024,30.41666667,25.93359266,51,1559,3.16,2332.84,63.12,6.73,314.85,157.425,20867106.15
N,980,M,1508,9,0.016,0.746,0.013,57.38461538,42.18126779,76,1584,2.41,2341.44,62.75,0.12,284.64,142.32,489662.1411
N,909,S25,1506,9,0.022,1.05,0.015,70,37.65403131,40,1546,2.95,2340.81,62.91,6.5,315.45,157.725,21662411.19
N,909,M,1506,15,0.021,1.02,0.018,56.66666667,32.58285073,70,1576,2.3,2348.79,62.62,0.07,277.59,138.795,300236.6348
N,909,M,1506,12,0.017,1.042,0.022,47.36363636,27.78715793,63,1569,2.32,2333.44,62.73,0.09,272.07,136.035,380189.7931
N,909,S10,1506,6,0.035,1.044,0.021,49.71428571,28.83191546,46,1552,2.59,2359.35,63.13,5.8,313.05,156.525,22190643.24
N,980,S20,1508,5,0.024,0.76,0.012,63.33333333,44.94691449,47,1555,2.84,2354.33,60.96,7.06,317.63,158.815,24581194.77
N,909,M,1506,15,0.027,1.011,0.013,77.76923077,42.18126779,68,1574,2.39,2358.71,60.95,0.01,279.87,139.935,41450.13389
N,909,S25,1506,9,0.017,1.066,0.027,39.48148148,23.61991192,186,1692,2.79,2358.49,61.04,5.33,319.2,159.6,18923712.24
N,980,S30,1508,6,0.024,0.74,0.022,33.63636364,27.78715793,41,1549,2.78,2365.55,61.03,6.42,316.28,158.14,22944133.17
N,980,S10,1508,8,0.018,0.74,0.011,67.27272727,48.15942887,40,1548,2.72,2282.1,61.06,6.47,318.05,159.025,22799185.81
N,980,S15,1508,9,0.017,0.847,0.025,33.88,25.10710746,50,1558,2.71,2286.4,61,5.58,314.83,157.415,19772719.7
N,980,S20,1508,12,0.021,0.742,0.03,24.73333333,21.72572514,193,1701,2.72,2287.68,61.29,6.32,316.41,158.205,22325065.41
N,980,S29,1508,5,0.026,0.72,0.02,36,29.96988564,40,1548,2.66,2286.47,61.05,7.34,310.87,155.435,26498983.89
N,980,M,1508,15,0.021,0.72,0.02,36,29.96988564,71,1579,2.28,2286.15,60.59,0.19,279.76,139.88,800152.5
N,980,S30,1508,6,0.019,0.735,0.032,22.96875,20.64126415,39,1547,3.2,2279.51,61.02,6.61,316.34,158.17,19776173.94
N,909,S10,1506,9,0.015,1.003,0.024,41.79166667,25.93359266,41,1547,2.41,2285.96,61.14,5.21,306.18,153.09,20755757.98
N,909,S15,1506,12,0.03,1.035,0.027,38.33333333,23.61991192,39,1545,2.38,2289.5,60.93,5.41,299.57,149.785,21857991.18
N,909,S20,1506,9,0.022,1.058,0.024,44.08333333,25.93359266,56,1562,2.85,2285.68,60.76,5.22,314.08,157.04,17582894.15
N,909,S29,1506,15,0.027,1.035,0.03,34.5,21.72572514,59,1565,2.77,2288.78,60.82,5.26,311.56,155.78,18254053.34
N,909,M,1506,15,0.021,1.003,0.026,38.57692308,24.33786233,75,1581,2.34,2286.43,60.56,0.26,279.27,139.635,1067000.667
N,909,S10,1506,9,0.023,1.05,0.021,50,28.83191546,48,1554,3.01,2284.26,61.02,5.79,312.15,156.075,18454695.91
N,980,S10,1508,10,0.022,0.738,0.029,25.44827586,22.31802259,35,1543,3.17,2286.76,60.82,5.99,316.89,158.445,18148362.17
N,980,S15,1508,13,0.014,0.8,0.028,28.57142857,22.94811947,16,1524,3.19,2292.2,60.88,6.03,313.7,156.85,18198199.75
N,980,M,1508,17,0.016,0.728,0.024,30.33333333,25.93359266,64,1572,2.3,2291.4,60.82,0.06,266.72,133.36,251057.7391
N,980,S05,1508,13,0.029,0.726,0.015,48.4,37.65403131,41,1549,3.02,2292.21,60.96,5.78,319.08,159.54,18425725.15
N,980,S10,1508,11,0.019,0.737,0.02,36.85,29.96988564,40,1548,2.54,2291.37,60.96,5.69,300.02,150.01,21558724.51
N,980,S15,1508,8,0.023,0.731,0.018,40.61111111,32.58285073,37,1545,2.49,2292.9,60.96,5.85,289.01,144.505,22625121.69
N,909,M,1506,12,0.026,1.078,0.017,63.41176471,34.09448306,94,1600,2.25,2291.5,60.45,0.34,270.41,135.205,1454338.667
N,909,S14,1506,9,0.018,1.057,0.018,58.72222222,32.58285073,35,1541,3.24,2290.4,61.04,5.7,317.23,158.615,16923511.11
N,980,M,1508,10,0.024,0.755,0.023,32.82608696,26.82423957,89,1597,2.27,2298.03,60.79,0.16,259.03,129.515,680297.8678
N,909,S05,1506,13,0.033,1.05,0.024,43.75,25.93359266,53,1559,2.88,2291.47,61.11,5.87,316.02,158.01,19615937.98
N,909,S10,1506,5,0.017,1.004,0.02,50.2,29.96988564,43,1549,3.16,2289.78,61.25,5.3,310.06,155.03,16129905.95
N,909,M,1506,17,0.039,1.04,0.026,40,24.33786233,66,1572,2.31,2292.76,60.66,0.21,274.73,137.365,875417.4545
N,980,S10,1508,13,0.021,0.743,0.024,30.95833333,25.93359266,41,1549,2.41,2294.57,60.96,6.03,289.15,144.575,24112979.18
N,980,S15,1508,10,0.022,0.754,0.026,29,24.33786233,33,1541,2.3,2297,60.88,5.97,280.69,140.345,25041294.78
N,980,S20,1508,16,0.014,0.744,0.024,31,25.93359266,46,1554,2.71,2298.19,61.11,5.62,287.04,143.52,20017150.1
N,980,S25,1508,13,0.02,0.8,0.022,36.36363636,27.78715793,59,1567,2.38,2299.02,60.87,5.13,313.58,156.79,20812892.82
N,976,S05,1510,3,0.015,1.017,0.02,50.85,29.96988564,47,1557,3,2309.14,60.95,5.38,318.4,159.2,17392442.48
N,980,S20,1508,9,0.023,0.717,0.027,26.55555556,23.61991192,44,1552,2.42,2305.34,61.06,5.1,284.99,142.495,20405116.86
N,980,S30,1508,4,0.023,0.733,0.026,28.19230769,24.33786233,46,1554,3.3,2307.8,61.13,6.49,307.55,153.775,19062428
N,980,S20,1508,5,0.021,0.756,0.02,37.8,29.96988564,46,1554,2.85,2317.63,61.04,6.38,318.87,159.435,21790601.22
N,980,M,1508,9,0.02,0.73,0.012,60.83333333,44.94691449,67,1575,2.3,2316.92,60.56,0.12,269.19,134.595,507707.687
N,980,S30,1508,9,0.024,0.762,0.021,36.28571429,28.83191546,32,1540,2.84,2314.05,61.11,5.92,302.15,151.075,20259344.79
N,980,M,1508,9,0.025,0.78,0.02,39,29.96988564,63,1571,2.24,2315.36,60.63,0.62,268.65,134.325,2691606
N,980,S05,1508,11,0.024,0.74,0.018,41.11111111,32.58285073,35,1543,3.11,2316.93,60.9,6.18,306.98,153.49,19337053.08
N,980,S15,1508,12,0.016,0.732,0.023,31.82608696,26.82423957,56,1564,2.81,2317.74,60.93,5.67,304.57,152.285,19642227.89
N,980,S24,1508,6,0.022,0.785,0.021,37.38095238,28.83191546,50,1558,2.85,2309.19,61.06,5.94,318.26,159.13,20213920.04
N,980,M,1508,9,0.015,0.77,0.013,59.23076923,42.18126779,72,1580,2.36,2311.62,60.62,0.02,280.11,140.055,82278
N,980,S05,1508,8,0.021,0.753,0.025,30.12,25.10710746,38,1546,2.8,2316.55,60.95,5.76,318.81,159.405,20014992
N,980,S15,1508,13,0.027,0.732,0.025,29.28,25.10710746,37,1545,2.58,2313.63,61.11,5.41,287.04,143.52,20376085.6
N,980,S20,1508,8,0.017,0.73,0.028,26.07142857,22.94811947,58,1566,3.27,2313.13,60.95,6.12,313.24,156.62,18182475.08
N,980,S05,1508,6,0.023,0.751,0.018,41.72222222,32.58285073,191,1699,2.85,2323.96,60.86,6.01,311.19,155.595,20582946.78
N,980,S10,1508,13,0.025,0.732,0.028,26.14285714,22.94811947,47,1555,2.81,2323.53,61.05,5.85,316.58,158.29,20316417.12
N,980,S30,1508,6,0.028,0.744,0.02,37.2,29.96988564,49,1557,2.82,2322.75,60.87,5.28,315.1,157.55,18265710.64
N,980,M,1508,9,0.01,0.767,0.017,45.11764706,34.09448306,64,1572,2.29,2318.91,60.63,0.38,274.34,137.17,1616148.629
N,980,S05,1508,8,0.02,0.73,0.027,27.03703704,23.61991192,61,1569,2.7,2318.71,60.77,5.69,317.72,158.86,20523159.84
N,980,M,1508,11,0.027,0.74,0.024,30.83333333,25.93359266,63,1571,2.21,2321.54,60.62,0.09,265.53,132.765,397077.8824
N,980,S10,1508,10,0.02,0.723,0.028,25.82142857,22.94811947,55,1563,2.77,2318.57,60.94,6.1,286.08,143.04,21444679.93
N,980,S19,1508,7,0.024,0.74,0.027,27.40740741,23.61991192,44,1552,3.22,2318.8,60.96,6.01,286.43,143.215,18177375.65
N,909,S30,1506,10,0.023,1.051,0.026,40.42307692,24.33786233,187,1693,2.62,2316.05,60.13,5.17,287.92,143.96,19194927.37
N,980,S30,1508,12,0.029,0.765,0.025,30.6,25.10710746,40,1548,2.75,2322.05,60.08,5.19,318.21,159.105,18405834.87
N,909,S05,1506,10,0.022,1.037,0.027,38.40740741,23.61991192,42,1548,3.06,2317.75,59.84,5.61,309.85,154.925,17846675
N,909,S29,1506,10,0.027,1,0.018,55.55555556,32.58285073,49,1555,3.21,2318.1,59.95,5.34,312.88,156.44,16196369.72
N,980,M,1508,9,0.012,0.729,0.02,36.45,29.96988564,75,1583,2.23,2318.18,59.58,0.1,264.59,132.295,436607.8924
N,909,S05,1506,5,0.025,1.017,0.022,46.22727273,27.78715793,63,1569,2.98,2318.59,59.91,5.93,315.85,157.925,19378121.66
N,980,S25,1508,9,0.019,0.739,0.026,28.42307692,24.33786233,65,1573,2.43,2320.12,60.12,6.18,315.22,157.61,24782318.81
N,980,M,1508,5,0.023,0.725,0.017,42.64705882,34.09448306,59,1567,2.29,2320.38,59.58,0.11,274.29,137.145,468129.0655
N,980,S20,1508,11,0.019,0.792,0.03,26.4,21.72572514,45,1553,2.65,2318.66,60.2,6.11,312.31,156.155,22453378.46
N,976,M,1510,9,0.02,1.006,0.019,52.94736842,31.21470086,56,1566,2.33,2320.3,59.6,0.4,276.81,138.405,1673006.009
N,976,M,1510,7,0.014,1.023,0.016,63.9375,35.77449321,58,1568,2.26,2321.55,59.57,0.06,270.97,135.485,258863.0973
N,980,S10,1508,7,0.019,0.76,0.025,30.4,25.10710746,43,1551,2.65,2317.49,60.14,5.74,317.32,158.66,21083037.33
N,980,S35,1508,8,0.022,0.736,0.014,52.57142857,39.77262916,52,1560,3.24,2319.69,59.85,5.68,315.68,157.84,17079791.56
N,980,M,1508,10,0.031,0.76,0.026,29.23076923,24.33786233,64,1572,2.33,2283.78,59.46,0.06,278.46,139.23,247001.0987
N,980,S05,1508,8,0.016,0.735,0.027,27.22222222,23.61991192,36,1544,2.83,2279.49,60.24,5.77,318.04,159.02,19519844.76
N,980,S05,1508,8,0.029,0.74,0.028,26.42857143,22.94811947,46,1554,2.92,2272.61,60.04,5.38,310.5,155.25,17586265.6
N,980,S15,1508,5,0.014,0.745,0.027,27.59259259,23.61991192,67,1575,2.88,2277.98,60.04,5.62,298.2,149.1,18669944.42
N,909,S25,1506,2,0.015,1.056,0.021,50.28571429,28.83191546,33,1539,2.8,2273.86,60.02,5.99,312.53,156.265,20430632.1
N,909,M,1506,5,0.024,1.025,0.028,36.60714286,22.94811947,67,1573,2.3,2275.89,59.5,1.08,275.12,137.56,4488450.887
N,980,M,1508,7,0.018,0.74,0.03,24.66666667,21.72572514,49,1557,2.27,2277.28,59.31,0.35,262.62,131.31,1474714.361
N,909,S10,1506,6,0.019,1.046,0.032,32.6875,20.64126415,31,1537,2.77,2279.81,59.97,4.84,316.77,158.385,16730677.86
N,909,S15,1506,9,0.018,1.041,0.022,47.31818182,27.78715793,34,1540,2.7,2276.49,60.13,5.63,307.41,153.705,19936993.53
N,980,S30,1508,5,0.021,0.744,0.032,23.25,20.64126415,37,1545,2.53,2275.92,60.19,5.03,296.57,148.285,19004381.79
N,976,M,1510,11,0.021,1.1,0.022,50,27.78715793,59,1569,2.25,2281.82,59.41,0.22,274.45,137.225,937067.4133
N,909,S30,1506,8,0.019,1.05,0.027,38.88888889,23.61991192,197,1703,3.23,2274.33,60.15,5.94,312.66,156.33,17566558.77
N,980,M,1508,11,0.037,0.739,0.028,26.39285714,22.94811947,79,1587,2.56,2274.72,59.84,0.14,287.84,143.92,522474.75
N,980,S15,1508,6,0.018,0.762,0.028,27.21428571,22.94811947,26,1534,2.82,2276.16,59.82,5.31,314.77,157.385,18001035.57
N,980,M,1508,10,0.024,0.733,0.025,29.32,25.10710746,66,1574,2.3,2278.82,59.78,0.36,267.96,133.98,1498076.452
N,980,S05,1508,8,0.017,0.728,0.03,24.26666667,21.72572514,23,1531,3.19,2275.3,60.3,4.93,316.38,158.19,14768765.45
N,980,S10,1508,9,0.02,0.77,0.017,45.29411765,34.09448306,45,1553,3.16,2270.7,59.97,5.68,315,157.5,17142347.85
N,980,S15,1508,8,0.02,0.77,0.018,42.77777778,32.58285073,31,1539,3.15,2273.83,59.85,5.02,315.12,157.56,15219502.13
N,980,S09,1508,6,0.026,0.738,0.023,32.08695652,26.82423957,54,1562,3.07,2274.7,59.85,5.84,316.17,158.085,18173889.77
N,980,S15,1508,10,0.023,0.754,0.022,34.27272727,27.78715793,57,1565,3.19,2268.86,60.08,5.4,315.84,157.92,16130954.48
N,980,S20,1508,9,0.014,0.75,0.019,39.47368421,31.21470086,40,1548,3.17,2266.62,60.23,5.73,315.63,157.815,17207721.43
N,980,M,1508,12,0.018,0.75,0.02,37.5,29.96988564,79,1587,2.31,2267.37,59.63,0.02,277.06,138.53,82449.81818
N,980,S35,1508,8,0.015,0.785,0.027,29.07407407,23.61991192,36,1544,3.16,2262.24,59.99,5.55,303.27,151.635,16687599.49
N,980,M,1508,12,0.021,0.791,0.023,34.39130435,26.82423957,69,1577,2.27,2264.85,59.65,0.24,272.04,136.02,1005713.128
N,980,S05,1508,13,0.029,0.732,0.031,23.61290323,21.1678094,52,1560,2.58,2270.73,60.14,5.58,316.1,158.05,20626677.63
